gene_symbol	gene_symbol	is_in_LR_database	isLigand	isReceptor	sum_pseudobulkCellType_expr	sum_pseudobulkCellType_expr_threshold	sum_pseudobulkCellType_expr_filter	highly_variable	means	dispersions	dispersions_norm
AASS	AASS	False	False	False	3.90493775912316	1	True	False	0.005808848195130513	-3.90707451629557	-0.46599087
AATBC	AATBC	False	False	False	1.07709668849442	1	True	False	0.003554149813172808	-3.832201228724164	-0.40678295
AATF	AATF	False	False	False	38.2338689096162	1	True	False	0.07766080777915403	-3.477727598974641	-0.1264742
ABALON	ABALON	False	False	False	1.54474401864166	1	True	False	0.0029192279929994005	-5.226005997498767	-1.5089685
ABAT	ABAT	False	False	False	2.29883227264233	1	True	False	0.006022379606620245	-5.3690493272621795	-1.6220834
ABCA1	ABCA1	False	True	True	5.04656093285565	1	True	False	0.010543569341937243	-3.5017655662372453	-0.14548282
ABCA13	ABCA13	False	False	False	1.01623269900135	1	True	False	0.0005984065973804577	-2.798073335435545	0.41097915
ABCA2	ABCA2	False	False	False	3.70338784664068	1	True	False	0.004096911226666893	-3.81825593672392	-0.39575538
ABCA5	ABCA5	False	False	False	8.77647193678656	1	True	False	0.018323110838048183	-4.732068269017217	-1.1183751
ABCA6	ABCA6	False	False	False	1.47410559260279	1	True	False	0.001038386923244694	-2.8965348569527563	0.3331183
ABCA7	ABCA7	False	False	False	14.4159342714557	1	True	False	0.031804965480931854	-3.9448045038496002	-0.49582678
ABCB1	ABCB1	False	False	False	5.16886642317017	1	True	False	0.011524649053964926	-3.6977684378726616	-0.3004769
ABCB10	ABCB10	False	False	False	36.8733717007201	1	True	True	0.059856444438925314	-0.29026390389185325	2.3940914
ABCB4	ABCB4	False	False	False	1.63998293559601	1	True	False	0.0030209910248064735	-2.81973364185274	0.39385074
ABCB6	ABCB6	False	False	False	1.14009152052692	1	True	False	0.0009610937294320113	-4.701086603523307	-1.0938755
ABCB7	ABCB7	False	False	False	24.0888860433175	1	True	False	0.038297229865105434	-2.9480659786719907	0.29236877
ABCB8	ABCB8	False	False	False	9.36751673886025	1	True	False	0.018520897690226294	-3.8123161932210117	-0.3910584
ABCB9	ABCB9	False	False	False	2.96051184833038	1	True	False	0.006570963279721618	-2.8465277039302967	0.37266266
ABCC1	ABCC1	False	False	False	14.7806449957414	1	True	False	0.02693043467069149	-3.089451309940303	0.18056485
ABCC10	ABCC10	False	False	False	2.75146592049433	1	True	False	0.010977179863473128	-5.862589494884922	-2.0123625
ABCC3	ABCC3	False	False	False	1.26866942897311	1	True	False	0.003455749380415621	-3.3518788441405154	-0.026956197
ABCC4	ABCC4	False	False	False	13.1762016093702	1	True	False	0.011373485997284416	-2.5525231120463268	0.60515404
ABCC5	ABCC5	False	False	False	15.9950314217365	1	True	True	0.020499506395928978	-2.270878995058934	0.8278711
ABCD1	ABCD1	False	False	False	3.09165823024512	1	True	False	0.005717744013402106	-4.436751593969295	-0.8848461
ABCD2	ABCD2	False	False	False	1.37217741084832	1	True	False	0.004603023453284754	-5.2118695294138355	-1.4977897
ABCD3	ABCD3	False	False	False	15.1728708635715	1	True	False	0.028288205914472467	-3.7066912180599236	-0.30753282
ABCD4	ABCD4	False	False	False	15.5240070570273	1	True	False	0.04039725202911894	-4.717202653220907	-1.1066197
ABCE1	ABCE1	False	False	False	71.4206829985171	1	True	True	0.0979436720300871	-2.128373620141495	0.9405607
ABCF1	ABCF1	False	False	False	54.9109756186639	1	True	True	0.10616155182588954	-2.492327330560647	0.6527554
ABCF2	ABCF2	False	False	False	20.5467457812788	1	True	False	0.037401681420619434	-3.3311952816081125	-0.01060016
ABCF3	ABCF3	False	False	False	8.35908190564733	1	True	False	0.026679823115359217	-4.6540432514989	-1.0566748
ABCG1	ABCG1	False	False	False	5.36477286154084	1	True	False	0.01798628895738346	-4.579762920058099	-0.9979358
ABCG2	ABCG2	False	False	False	4.48387076803914	1	True	False	0.008766780066026877	-2.035452935281572	1.01404
ABHD1	ABHD1	False	False	False	1.40042729115268	1	True	False	0.0013250409329091212	-5.4582568963155635	-1.6926266
ABHD10	ABHD10	False	False	False	19.9446780853085	1	True	False	0.03507495075187309	-3.49064369168257	-0.13668792
ABHD11	ABHD11	False	False	False	8.92366566231599	1	True	False	0.01744062298711191	-3.695121479934535	-0.29838377
ABHD12	ABHD12	False	False	False	16.604684878294	1	True	False	0.029339440889856593	-3.6027918380903294	-0.22537184
ABHD13	ABHD13	False	False	False	18.5778642533953	1	True	False	0.04297721384825562	-4.536695801624237	-0.9638794
ABHD14A	ABHD14A	False	False	False	22.8619825583905	1	True	False	0.07020729472412485	-3.556061713379226	-0.18841884
ABHD14B	ABHD14B	False	False	False	52.8046278827445	1	True	False	0.1442185163176017	-2.818363203424956	0.39493445
ABHD15	ABHD15	False	False	False	8.13997776837083	1	True	False	0.014742188041632	-3.466751303874227	-0.117794424
ABHD16A	ABHD16A	False	False	False	8.97311166216951	1	True	False	0.014793881581807262	-3.4367632147177782	-0.094080605
ABHD17A	ABHD17A	False	False	False	18.0446184298928	1	True	False	0.0559558084164227	-4.211844743097131	-0.7069954
ABHD17B	ABHD17B	False	False	False	14.2684207554435	1	True	False	0.030158790460609125	-3.2935731204455245	0.019150492
ABHD17C	ABHD17C	False	False	False	2.21367778351501	1	True	False	0.004232016866057444	-4.217769201235015	-0.71168035
ABHD18	ABHD18	False	False	False	12.4053836323264	1	True	False	0.020537470520170558	-3.977009234102252	-0.52129346
ABHD2	ABHD2	False	False	False	37.9945817898032	1	True	True	0.06811074103322465	-2.1916718166935705	0.8905061
ABHD3	ABHD3	False	False	False	18.6304933108766	1	True	False	0.05196266182462299	-4.286286619750108	-0.76586217
ABHD4	ABHD4	False	False	False	2.66535763702462	1	True	False	0.0026793582913890498	-3.0197467018915263	0.23568548
ABHD5	ABHD5	False	False	False	24.4860817518561	1	True	True	0.06272434052153898	-1.7944594511898986	1.2046115
ABHD6	ABHD6	False	False	False	1.72148361894528	1	True	False	0.0026990706365307136	-4.9033332854350915	-1.2538071
ABHD8	ABHD8	False	False	False	4.81759695220629	1	True	False	0.01613660646263205	-4.963502381322305	-1.3013872
ABI1	ABI1	False	False	False	63.8100071345196	1	True	False	0.12570703828759094	-3.125527235942032	0.15203692
ABI2	ABI2	False	False	False	23.4175593410831	1	True	False	0.04233760196010712	-3.701394206931253	-0.3033441
ABI3	ABI3	False	False	False	12.145359947944	1	True	True	0.039183470784921993	-1.874116927520871	1.1416205
ABL1	ABL1	False	False	False	9.09214435488088	1	True	False	0.013958247222031943	-4.367606410788084	-0.83016783
ABL2	ABL2	False	False	False	11.2626939658317	1	True	False	0.026632459624869077	-4.193114736092073	-0.6921842
ABLIM1	ABLIM1	False	False	False	20.575651869171	1	True	False	0.0645619664602773	-2.8362952979151372	0.3807542
ABO	ABO	False	False	False	6.53027435338462	1	True	False	0.007682423132391339	-3.010189727224689	0.24324289
ABR	ABR	False	False	False	9.2337074989491	1	True	False	0.026107983600605983	-4.961276463277633	-1.2996271
ABRACL	ABRACL	False	False	False	154.431466449378	1	True	False	0.33495163865212446	-2.329317029452832	-1.2750808
ABT1	ABT1	False	False	False	30.7262174131204	1	True	False	0.09125724469819144	-3.7147539152037194	-0.3139086
ABTB1	ABTB1	False	False	False	19.6676435167457	1	True	False	0.07764090617817003	-3.622514700913873	-0.24096817
ABTB2	ABTB2	False	False	False	1.024985016473	1	True	False	0.0006084192963861807	-4.235116977958459	-0.72539854
ACAA1	ACAA1	False	False	False	39.1884767880537	1	True	False	0.10907862245677827	-3.2292294577504217	0.07003183
ACAA2	ACAA2	False	False	False	55.6116293016644	1	True	True	0.09673854300093505	-2.0578923938325224	0.9962955
ACACA	ACACA	False	False	False	9.34727216462265	1	True	False	0.013337384753138332	-3.4049203899331957	-0.06890011
ACACB	ACACB	False	False	False	2.96779935627473	1	True	False	0.005679321649383673	-4.80975256097999	-1.1798058
ACAD10	ACAD10	False	False	False	4.85879890321302	1	True	False	0.012898616456656785	-5.356396954819347	-1.6120783
ACAD11	ACAD11	False	False	False	2.37057275260795	1	True	False	0.00456601952856021	-3.440761971484794	-0.09724272
ACAD8	ACAD8	False	False	False	9.26846113356279	1	True	False	0.02505374753333358	-3.935614748744328	-0.48855975
ACAD9	ACAD9	False	False	False	12.6205336930417	1	True	False	0.026329540329095683	-3.3423545847931107	-0.019424655
ACADM	ACADM	False	False	False	70.4195639127167	1	True	True	0.10467878671344437	-1.5827565152539247	1.3720208
ACADS	ACADS	False	False	False	18.2667974500282	1	True	True	0.043443633245508886	-1.571910231555863	1.3805978
ACADSB	ACADSB	False	False	False	10.5663611347304	1	True	False	0.024462613035112015	-4.642968813390294	-1.0479174
ACADVL	ACADVL	False	False	False	88.0644240930077	1	True	True	0.17527695474993152	-1.5767301491084211	1.3767864
ACAP1	ACAP1	False	False	False	59.5603246231	1	True	False	0.2904571188228638	-1.8957162659845177	-0.8858932
ACAP2	ACAP2	False	False	False	72.9645644363554	1	True	True	0.1613934244275297	-2.042320018816906	1.0086098
ACAP3	ACAP3	False	False	False	10.7537076182347	1	True	False	0.02555895323123718	-4.459316495586608	-0.9026898
ACAT1	ACAT1	False	False	False	69.5328917925671	1	True	True	0.13040729445061103	-1.412410751578914	1.506726
ACAT2	ACAT2	False	False	False	28.3969793926498	1	True	True	0.047803535671223335	-2.4143363191494323	0.71442866
ACBD3	ACBD3	False	False	False	20.4458944916877	1	True	False	0.029144369438843253	-3.83911972163691	-0.41225395
ACBD4	ACBD4	False	False	False	4.27490223038929	1	True	False	0.011663461410405031	-5.225416575076986	-1.5085024
ACBD5	ACBD5	False	False	False	15.5924004532202	1	True	False	0.026704730060133568	-3.697493750519977	-0.3002597
ACBD6	ACBD6	False	False	False	41.6003283048433	1	True	False	0.07480637230021484	-2.753397069843241	0.44630802
ACBD7	ACBD7	False	False	False	1.14151223312575	1	True	False	0.0019854990430601058	-4.725133154590606	-1.1128908
ACCS	ACCS	False	False	False	4.7511155797754	1	True	False	0.01696974444398563	-4.092517063938827	-0.6126341
ACD	ACD	False	False	False	16.2238050162081	1	True	False	0.04422107204420227	-3.644745072354877	-0.2585474
ACER3	ACER3	False	False	False	17.0061676250932	1	True	False	0.03438461010290755	-3.4059323130345627	-0.06970031
ACHE	ACHE	False	False	False	9.45315399869711	1	True	True	0.024792857549957057	-0.5817385791953876	2.1636004
ACIN1	ACIN1	False	False	False	71.9167234998664	1	True	True	0.10344382834237754	-1.9636352533581432	1.0708317
ACKR1	ACKR1	False	True	True	8.47015278915407	1	True	True	0.021587496523244418	-0.6852950317687099	2.0817106
ACKR2	ACKR2	False	False	True	1.08902868144931	1	True	False	-0.0003179364846945647		0.0
ACLY	ACLY	False	False	False	30.0918188293614	1	True	False	0.05531435810754184	-2.8012531694811464	0.40846464
ACO1	ACO1	False	False	False	8.81155022945049	1	True	False	0.016751667985744335	-4.740049891883118	-1.1246867
ACO2	ACO2	False	False	False	32.7997688205129	1	True	True	0.06935142323810685	-2.2800162560703163	0.8206456
ACOT11	ACOT11	False	False	False	3.36687521139765	1	True	False	0.0026520948787609093	-5.046564543250383	-1.3670707
ACOT13	ACOT13	False	False	False	32.6602529955751	1	True	True	0.054516546449084	-2.177362997672174	0.90182114
ACOT2	ACOT2	False	False	False	6.49154883022309	1	True	False	0.011352869201369386	-4.146325728899091	-0.6551846
ACOT4	ACOT4	False	False	False	1.54474100601813	1	True	False	0.0036709452413277366	-4.5410129186170565	-0.96729326
ACOT7	ACOT7	False	False	False	17.1970034826656	1	True	True	0.025593541366629682	-2.082796775833573	0.9766017
ACOT8	ACOT8	False	False	False	15.5050528863983	1	True	False	0.0449312938284721	-4.379008458293459	-0.8391843
ACOT9	ACOT9	False	False	False	18.8599990524201	1	True	False	0.04486406711791015	-3.5407753846210044	-0.17633079
ACOX1	ACOX1	False	False	False	14.4235300166937	1	True	False	0.022177194367796735	-3.416436578795928	-0.07800682
ACOX3	ACOX3	False	False	False	4.81147691893639	1	True	False	0.0034422823240571206	-3.5975004533675548	-0.22118753
ACP1	ACP1	False	False	False	143.330193417799	1	True	True	0.2900770738924109	-0.17565799517747285	0.6579816
ACP2	ACP2	False	False	False	5.68452479258133	1	True	False	0.015045330938207972	-4.212708115777726	-0.70767814
ACP5	ACP5	False	False	False	9.11850201315158	1	True	False	0.02858422871282105	-3.1803256764906007	0.1087037
ACP6	ACP6	False	False	False	4.37411828455178	1	True	False	0.01342615389123898	-5.519415852827736	-1.7409896
ACPP	ACPP	False	False	False	4.4944244545808	1	True	False	0.012838838346084623	-3.5327543689466814	-0.16998798
ACRBP	ACRBP	False	False	False	2.94788584023343	1	True	False	0.005604309028407591	-4.729207571830679	-1.1161128
ACSBG1	ACSBG1	False	False	False	2.33570114263396	1	True	False	0.00360495596765345	-2.523616982445346	0.6280123
ACSF2	ACSF2	False	False	False	6.2770869404256	1	True	False	0.011646200581254896	-4.602355838703985	-1.0158017
ACSF3	ACSF3	False	False	False	16.9706876497121	1	True	False	0.03467544342789366	-4.196819914039742	-0.6951142
ACSL1	ACSL1	False	False	False	16.6920553437906	1	True	True	0.037802802925815684	-2.4583067073160425	0.679658
ACSL3	ACSL3	False	False	False	25.4766037647383	1	True	False	0.051675667180721	-3.235242145045957	0.06527715
ACSL4	ACSL4	False	False	False	36.7492694948538	1	True	True	0.049991126656785026	-2.1235717244203483	0.94435793
ACSL5	ACSL5	False	False	False	20.9405112745132	1	True	False	0.0388605204391143	-3.5911985887837297	-0.21620418
ACSL6	ACSL6	False	False	False	10.3150553871123	1	True	True	0.04185529766803445	-0.41912526178906107	2.292191
ACSM3	ACSM3	False	False	False	15.6230917552584	1	True	True	0.01736777556693051	-2.1290728810896677	0.94000775
ACSS1	ACSS1	False	False	False	31.7194098468981	1	True	True	0.0594952508549967	-1.504199428132684	1.4341419
ACSS2	ACSS2	False	False	False	8.31129614791265	1	True	False	0.024050469024954065	-4.136089318348556	-0.64708996
ACTA2	ACTA2	False	False	False	4.89910875618259	1	True	False	0.01128291732756419	-3.6351643504831723	-0.2509712
ACTB	ACTB	False	False	False	4208.89675400309	1	True	False	2.7157185405975293	2.0350244168676883	0.25219926
ACTG1	ACTG1	False	False	False	1055.34146914011	1	True	False	1.3069872580203923	0.44173887289537933	0.027389113
ACTG2	ACTG2	False	False	False	1.16802048895612	1	True	False	0.0016674568005998998	-3.1915796509919456	0.09980434
ACTL6A	ACTL6A	False	False	False	44.4445273108694	1	True	True	0.07006778129654896	-1.5757299632096515	1.3775773
ACTN1	ACTN1	False	False	False	29.7214681635278	1	True	False	0.08476760653918687	-3.289160253356299	0.022640076
ACTN4	ACTN4	False	False	False	52.3486140715339	1	True	True	0.09457983950342277	-2.5277664793732675	0.62473094
ACTR10	ACTR10	False	False	False	41.299089795964	1	True	True	0.08925327428098523	-2.3701057632525706	0.7494051
ACTR1A	ACTR1A	False	False	False	26.3371101645766	1	True	False	0.06485839753926881	-3.2041789703640386	0.08984112
ACTR1B	ACTR1B	False	False	False	22.803998897579	1	True	False	0.06129478013298531	-4.5592879363961645	-0.9817447
ACTR2	ACTR2	False	True	True	234.806155793709	1	True	False	0.4360953303641817	-0.7482176256013621	0.14406854
ACTR3	ACTR3	False	False	False	174.801330187884	1	True	False	0.3433587756201289	-1.446613335958573	-0.48279133
ACTR3B	ACTR3B	False	False	False	3.33065158106675	1	True	False	0.008660168528752758	-5.090708877363831	-1.401979
ACTR3C	ACTR3C	False	False	False	2.84192919008523	1	True	False	0.009206886920033809	-4.717107163229889	-1.1065441
ACTR5	ACTR5	False	False	False	5.92882293831571	1	True	False	0.010632391403685363	-4.9799295310386515	-1.3143774
ACTR6	ACTR6	False	False	False	29.3546295987454	1	True	False	0.06558856947579253	-3.3807156220339407	-0.04975959
ACTR8	ACTR8	False	False	False	8.45976847728952	1	True	False	0.02265807206448868	-4.954147138548222	-1.2939893
ACVR1	ACVR1	False	True	True	3.05322701366797	1	True	False	0.01205799835244961	-5.3416337229172575	-1.6004039
ACVR1B	ACVR1B	False	False	True	3.28384347558679	1	True	False	0.006699437279596723	-4.721824101099032	-1.1102742
ACVR2A	ACVR2A	False	True	True	3.04968813617872	1	True	False	0.00946458701224382	-5.6839379668199275	-1.8710895
ACVR2B	ACVR2B	False	True	True	2.59988758268973	1	True	False	0.0032889480115736998	-4.898913868313439	-1.2503123
ACY1	ACY1	False	False	False	3.19807579252071	1	True	False	0.006043911261980355	-3.900028138785872	-0.46041876
ACY3	ACY3	False	False	False	6.03369578380026	1	True	True	0.01288014144237627	-1.1572840095339159	1.7084738
ACYP1	ACYP1	False	False	False	37.3898670241576	1	True	True	0.07910947482724386	-1.9462973911546078	1.084542
ACYP2	ACYP2	False	False	False	24.4363666767357	1	True	False	0.06498455459493936	-5.023744454533644	-1.3490251
ADA	ADA	False	True	False	47.7194068815021	1	True	True	0.06641012116567749	-1.929332176510212	1.0979576
ADAL	ADAL	False	False	False	14.8728846034845	1	True	False	0.02895284486062489	-2.8733831531832332	0.35142606
ADAM10	ADAM10	False	True	True	49.9325903990949	1	True	True	0.09979638337835031	-2.6386579451450474	0.5370408
ADAM15	ADAM15	False	True	True	17.0448132597741	1	True	False	0.0459827918756686	-3.237866377208581	0.06320197
ADAM17	ADAM17	False	True	True	26.758545581485	1	True	False	0.07260365826436645	-3.2593661924110213	0.04620046
ADAM19	ADAM19	False	False	False	8.15030727102022	1	True	False	0.019516250739208714	-3.119031018898596	0.15717396
ADAM22	ADAM22	False	False	True	1.69529083656121	1	True	False	0.0026503661788121777	-4.340125049657642	-0.8084363
ADAM28	ADAM28	False	True	False	31.932909680575	1	True	True	0.06425258642662374	-1.2723672820452077	1.6174688
ADAM8	ADAM8	False	False	False	15.3050765878575	1	True	False	0.041322938235531514	-3.6650769768437135	-0.27462533
ADAM9	ADAM9	False	True	False	7.17402091897403	1	True	False	0.011168509128413275	-3.0759038610212084	0.19127783
ADAMTS1	ADAMTS1	False	False	False	1.10227175999621	1	True	False	0.0005456162571406121	-2.4636249027965142	0.67545253
ADAMTS10	ADAMTS10	False	False	False	1.28333517973193	1	True	False	0.003986586333637292	-5.001996946527611	-1.3318278
ADAMTS3	ADAMTS3	False	True	False	1.82095798767939	1	True	False	-0.0009520044319644317		0.0
ADAMTS6	ADAMTS6	False	False	False	1.79490717372353	1	True	False	0.007599849807708329	-4.24305054927644	-0.73167217
ADAMTSL4	ADAMTSL4	False	False	False	3.79004965509549	1	True	False	0.0102486027105915	-4.071668429661607	-0.59614754
ADAP1	ADAP1	False	False	False	5.88395075339854	1	True	False	0.022064598779640402	-3.4516781869551973	-0.105874985
ADAP2	ADAP2	False	False	False	5.86812292537649	1	True	False	0.015434123703426138	-2.717295487384553	0.47485623
ADAR	ADAR	False	False	False	68.2290916306045	1	True	False	0.146552913911419	-3.557970031995314	-0.18992789
ADARB1	ADARB1	False	False	False	6.37251118453078	1	True	False	0.015733073479416906	-4.19980203508379	-0.69747233
ADAT1	ADAT1	False	False	False	10.4802969788241	1	True	False	0.030131651030166066	-4.245586521743319	-0.73367757
ADAT2	ADAT2	False	False	False	13.1284402383816	1	True	False	0.02254528696840192	-3.5356609689306984	-0.17228644
ADAT3	ADAT3	False	False	False	1.1624161120528	1	True	False	0.004774132260226951	-5.7662773265379235	-1.9362013
ADCK1	ADCK1	False	False	False	2.94079125960689	1	True	False	0.010348534650532546	-4.064085303345471	-0.590151
ADCK2	ADCK2	False	False	False	6.7458509435743	1	True	False	0.010589113603726932	-5.015296520744713	-1.3423448
ADCK5	ADCK5	False	False	False	4.72809146126136	1	True	False	0.008780131743641133	-4.704196185227253	-1.0963345
ADCY3	ADCY3	False	False	False	5.62509853910444	1	True	False	0.010369700245136946	-4.607224727074363	-1.0196519
ADCY6	ADCY6	False	False	False	1.45968670689918	1	True	False	0.0021158451215889445	-4.523135659585293	-0.9531564
ADCY7	ADCY7	False	False	True	24.100345805664	1	True	False	0.0531848575883334	-3.0771072835255184	0.19032618
ADCY9	ADCY9	False	False	True	1.41869931613139	1	True	False	0.000821815860517903	-3.4549200971789245	-0.10843861
ADD1	ADD1	False	False	False	44.3638832055803	1	True	False	0.10802218445924107	-2.819610092989495	0.39394844
ADD2	ADD2	False	False	False	28.1590729124194	1	True	True	0.043636407695798116	-0.3861554831983868	2.3182626
ADD3	ADD3	False	False	False	76.2489855318874	1	True	False	0.2082855299452402	-2.9185494067639897	0.31570974
ADGRA2	ADGRA2	False	False	True	2.56139189634288	1	True	False	0.003268917615976923	-3.1153027603292327	0.16012217
ADGRA3	ADGRA3	False	True	False	5.95119661878527	1	True	False	0.005724185396734104	-3.417120416609192	-0.07854758
ADGRE1	ADGRE1	False	False	False	3.79011174276157	1	True	False	0.015323930101526334	-2.8008753333963576	0.4087634
ADGRE2	ADGRE2	False	False	True	11.7226890842659	1	True	True	0.02484352216153402	-2.370629976764781	0.74899054
ADGRE3	ADGRE3	False	False	False	1.15201226458617	1	True	False	0.004332021828619637	-3.7752662957139598	-0.36176026
ADGRE5	ADGRE5	False	False	True	44.5600503404	1	True	True	0.17728421300928598	-2.5626106630985963	0.5971771
ADGRG1	ADGRG1	False	False	True	11.0672705131516	1	True	True	0.021082413102177525	-2.157687726503399	0.91737986
ADGRG3	ADGRG3	False	False	True	1.21573358398202	1	True	False	0.004102779020961091	-4.142951126436741	-0.6525161
ADGRG5	ADGRG5	False	False	True	4.14940121507772	1	True	False	0.010366567663866755	-3.3990352644439232	-0.0642463
ADGRG6	ADGRG6	False	False	False	5.20070416787038	1	True	False	0.003708885040265616	-2.4549328085175754	0.682326
ADGRL1	ADGRL1	False	False	True	3.75392975847214	1	True	False	0.005382805435202398	-4.372009854112046	-0.83364993
ADGRL2	ADGRL2	False	False	True	1.03606456109967	1	True	False	0.0006736010631259356	-4.987461190119513	-1.3203332
ADH5	ADH5	False	False	False	48.3257904158333	1	True	False	0.10303839107149106	-2.842926934690853	0.37551007
ADHFE1	ADHFE1	False	False	False	2.8058168591604	1	True	False	0.01043718787328484	-5.107190924436008	-1.4150125
ADI1	ADI1	False	False	False	81.303634525997	1	True	True	0.16211925375188851	-2.226552644017256	0.86292326
ADIPOR1	ADIPOR1	False	False	True	57.7199061673909	1	True	True	0.14119714377302686	-0.8121033694117776	1.9814339
ADIPOR2	ADIPOR2	False	False	True	24.4555445540925	1	True	False	0.047027280424184824	-2.811874929085681	0.4000652
ADK	ADK	False	False	False	62.1902537512111	1	True	True	0.0995141866957465	-2.2821499170889576	0.81895834
ADM	ADM	False	True	False	6.29211902922768	1	True	True	0.017465892540288245	-2.4621633371379765	0.67660826
ADNP	ADNP	False	False	False	29.5203605187896	1	True	False	0.04400954928444647	-2.966664744603874	0.27766135
ADNP-AS1	ADNP-AS1	False	False	False	1.33841255696161	1	True	False	0.0033223226703240462	-5.160935017703809	-1.457512
ADNP2	ADNP2	False	False	False	15.943959430244	1	True	False	0.02489323507007414	-3.84121251587624	-0.41390887
ADO	ADO	False	True	False	5.60876349626625	1	True	False	0.008528097672137082	-4.147774070433235	-0.65633
ADORA2A	ADORA2A	False	True	True	1.25769124636682	1	True	False	0.0021698674939200353	-5.689688990595867	-1.8756372
ADORA2A-AS1	ADORA2A-AS1	False	False	False	3.55514016365124	1	True	False	0.008941816224472515	-4.49749264924204	-0.93287855
ADORA2B	ADORA2B	False	False	True	1.61743414786773	1	True	False	0.00048164687761048734	-3.741055776199448	-0.33470744
ADPGK	ADPGK	False	False	False	45.8773759514291	1	True	False	0.12240384440414034	-3.5444115966521457	-0.17920622
ADPGK-AS1	ADPGK-AS1	False	False	False	1.62567118115358	1	True	False	0.005262296062392272	-5.790985497922842	-1.9557399
ADPRH	ADPRH	False	False	False	2.56955774027898	1	True	False	0.008512932106466382	-4.108770928153095	-0.62548727
ADPRHL2	ADPRHL2	False	False	False	11.1132073815815	1	True	False	0.025401497122520527	-4.427989287825843	-0.87791705
ADPRM	ADPRM	False	False	False	12.3905771919343	1	True	False	0.03509509177181244	-4.097275547127812	-0.616397
ADRA2A	ADRA2A	False	True	True	1.18503498342656	1	True	False	0.0008610391968981214	-3.6754979813784487	-0.282866
ADRB2	ADRB2	False	True	True	7.24761221135709	1	True	False	0.032713530053134286	-3.6360594042954495	-0.25167897
ADRM1	ADRM1	False	False	False	70.7452100560814	1	True	True	0.16895896274052966	-1.5329211605433941	1.4114294
ADSL	ADSL	False	False	False	58.327210665469	1	True	True	0.1001409175574584	-1.933805480138568	1.0944203
ADSS	ADSS	False	False	False	48.3395639793834	1	True	False	0.0927671263315735	-3.395389266546204	-0.061363135
ADSSL1	ADSSL1	False	False	False	1.44233119617171	1	True	False	0.0034590453578328896	-5.807272692198999	-1.9686195
ADTRP	ADTRP	False	False	False	3.80745219524368	1	True	False	0.03430417122415224	-2.8744138531548042	0.350611
AEBP1	AEBP1	False	False	False	6.8417304576847	1	True	False	0.008318879729401051	-2.1068671875036875	0.95756745
AEBP2	AEBP2	False	False	False	15.5812603420031	1	True	False	0.029792084135269285	-3.7300007529366876	-0.3259654
AEN	AEN	False	False	False	10.4878017182964	1	True	False	0.026312734179600245	-3.705756774753597	-0.3067939
AES	AES	False	False	False	106.359193795919	1	True	False	0.4702164283953374	-1.7453991907122068	-0.7509729
AFF1	AFF1	False	False	False	40.2083935534489	1	True	True	0.06804063343932801	-1.4981448498271486	1.4389297
AFF2	AFF2	False	False	False	2.5337956619498	1	True	False	0.004465967684230356	-3.515983177209419	-0.15672575
AFF3	AFF3	False	False	False	23.9352296673028	1	True	True	0.046206666947728056	-1.9228741574072754	1.1030645
