gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Ery	Gran	HSPC	Mono	NK	T
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.029	0.088	0.0	0.055	0.031	0.171	0.644	0.266
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.012	0.01	0.002	0.0	0.11	0.033	1.42	1.011
CCL3L1	P16619	False	CCL3L1_HUMAN		CPI-SS036B7E46C	0.004	0.019	0.0	0.021	0.042	0.063	0.006	0.018
S100A4	P26447	False	S100A4_HUMAN		CPI-SS05CA2B2B4	0.424	3.18	2.661	3.728	1.777	4.052	2.21	2.812
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0C39D566E	0.634	1.487	0.641	1.444	0.88	1.511	0.805	0.757
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.001
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS00FD788E8	0.634	1.487	0.641	1.444	0.88	1.511	0.805	0.757
MMP2	P08253	False	MMP2_HUMAN		CPI-SS0AE8C3A27	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0
ITGA2B	P08514	False	ITGA2B_HUMAN		CPI-SS01B37D7D8	0.0	0.0	0.475	0.0	0.276	0.0	0.0	0.0
ITGB3	P05106	False	ITGB3_HUMAN		CPI-SS044094057	0.0	0.0	0.067	0.0	0.016	0.0	0.0	0.001
PRSS2	P07478	False	PRSS2_HUMAN		CPI-SS0A94DAC37	0.0	0.0	0.0	0.003	0.026	0.001	0.0	0.0
CTSG	P08311	False	CTSG_HUMAN		CPI-SS072BEC00E	0.003	0.01	0.0	0.532	0.162	0.009	0.004	0.002
GZMA	P12544	False	GZMA_HUMAN		CPI-SS07EA09568	0.007	0.0	0.0	0.012	0.0	0.004	2.742	1.945
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0A3CA0C16	0.634	1.487	0.641	1.444	0.88	1.511	0.805	0.757
FN1	P02751	False	FN1_HUMAN		CPI-SS027E3D40A	0.015	0.0	0.012	0.0	0.011	0.001	0.0	0.004
C5	P01031	False	C5_HUMAN		CPI-SS00581282E	0.009	0.022	0.0	0.035	0.012	0.015	0.0	0.006
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0BAC17AD7	0.634	1.487	0.641	1.444	0.88	1.511	0.805	0.757
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0023122D0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.019
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS085021184	0.634	1.487	0.641	1.444	0.88	1.511	0.805	0.757
PPBP	P02775	False	PPBP_HUMAN		CPI-SS07AB1C381	0.002	0.0	0.179	0.0	0.0	0.002	0.0	0.001
CXCL8	P10145	False	CXCL8_HUMAN		CPI-SS0698C4DC4	0.029	0.118	0.0	0.461	0.207	0.707	0.048	0.028
CXCL1	P09341	False	CXCL1_HUMAN		CPI-SS0C62E5DD8	0.0	0.004	0.0	0.009	0.0	0.027	0.0	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS040630206	0.004	0.022	0.0	0.068	0.069	0.158	0.0	0.002
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS0D04AE221	0.004	0.005	0.0	0.0	0.113	0.058	0.0	0.003
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0DE107E3C	0.634	1.487	0.641	1.444	0.88	1.511	0.805	0.757
PPBP	P02775	False	PPBP_HUMAN		CPI-SS0C491A3C1	0.002	0.0	0.179	0.0	0.0	0.002	0.0	0.001
CXCL8	P10145	False	CXCL8_HUMAN		CPI-SS0315F51DD	0.029	0.118	0.0	0.461	0.207	0.707	0.048	0.028
CXCL1	P09341	False	CXCL1_HUMAN		CPI-SS08102DC9E	0.0	0.004	0.0	0.009	0.0	0.027	0.0	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0F562FEA5	0.004	0.022	0.0	0.068	0.069	0.158	0.0	0.002
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS09185EA8F	0.004	0.005	0.0	0.0	0.113	0.058	0.0	0.003
MIF	P14174	False	MIF_HUMAN		CPI-SS0C2B9C062	1.246	1.515	2.334	1.711	2.183	0.918	1.441	1.439
CD74	P04233	False	CD74_HUMAN		CPI-SS001BAA737	3.631	3.92	0.12	2.412	1.502	2.71	0.583	0.693
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS08D8EC856	0.634	1.487	0.641	1.444	0.88	1.511	0.805	0.757
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	0.038	2.225	0.325	2.422	1.035	2.095	1.28	1.651
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS09BED5DD4	0.634	1.487	0.641	1.444	0.88	1.511	0.805	0.757
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0DE6FCF38	0.634	1.487	0.641	1.444	0.88	1.511	0.805	0.757
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0CA4C783F	0.634	1.487	0.641	1.444	0.88	1.511	0.805	0.757
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS091AAE861	0.634	1.487	0.641	1.444	0.88	1.511	0.805	0.757
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS03BD27349	0.634	1.487	0.641	1.444	0.88	1.511	0.805	0.757
NRP1	O14786	False	NRP1_HUMAN		CPI-SS03D3108AE	0.003	0.004	0.0	0.0	0.009	0.016	0.0	0.002
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.017	0.016	0.0	0.002	0.0	0.004	0.056	0.202
S100A9	P06702	False	S100A9_HUMAN		CPI-SS0E873DD1D	0.007	1.396	0.0	4.673	0.037	4.313	0.222	0.112
S100B	P04271	False	S100B_HUMAN		CPI-SS0990BCA45	0.0	0.075	0.0	0.024	0.013	0.008	0.1	0.031
VWF	P04275	False	VWF_HUMAN		CPI-SS03B60356D	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS00BC1D7B7	0.32	0.553	0.391	0.661	0.396	0.649	0.506	0.436
APP	P05067	False	APP_HUMAN		CPI-SS01C1F9BD5	0.165	0.316	0.095	0.407	0.355	0.324	0.017	0.044
C3	P01024	False	C3_HUMAN		CPI-SS07BD289CC	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0
PF4	P02776	False	PF4_HUMAN		CPI-SS0B6760FAD	0.0	0.0	0.145	0.0	0.044	0.0	0.0	0.0
CALR	P27797	False	CALR_HUMAN		CPI-SS0CA60658F	0.556	1.034	1.529	1.225	1.407	0.698	0.962	0.803
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.019
LDLR	P01130	False	LDLR_HUMAN		CPI-SS05D25E16C	0.007	0.04	0.125	0.169	0.03	0.075	0.022	0.021
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0B2A7EE22	0.024	0.011	0.0	0.502	0.002	0.822	0.075	0.032
MDK	P21741	False	MDK_HUMAN		CPI-SS006C6537E	0.018	0.004	0.018	0.012	0.419	0.004	0.0	0.006
HSPG2	P98160	False	HSPG2_HUMAN		CPI-SS01611BFB1	0.002	0.0	0.044	0.007	0.052	0.0	0.0	0.002
TFPI	P10646	False	TFPI_HUMAN		CPI-SS02732F2A4	0.004	0.015	0.124	0.014	0.352	0.004	0.0	0.003
F8	P00451	False	F8_HUMAN		CPI-SS0D47CF8AB	0.005	0.0	0.007	0.013	0.0	0.005	0.007	0.014
AGRN	O00468	False	AGRN_HUMAN		CPI-SS031728D8B	0.003	0.0	0.007	0.002	0.002	0.004	0.006	0.002
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0B54D7D88	0.004	0.017	0.003	0.035	0.018	0.004	0.006	0.0
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS08E77BC24	0.0	0.004	0.0	0.011	0.006	0.003	0.0	0.001
LPL	P06858	False	LPL_HUMAN		CPI-SS0F1351371	0.0	0.0	0.0	0.004	0.0	0.005	0.0	0.0
APOA1	P02647	False	APOA1_HUMAN		CPI-SS07FDE0981	0.002	0.014	0.0	0.007	0.01	0.008	0.017	0.013
APOE	P02649	False	APOE_HUMAN		CPI-SS0401F61EA	0.0	0.0	0.482	0.017	0.096	0.007	0.0	0.003
APOC2	P02655	False	APOC2_HUMAN		CPI-SS0DACCF1C5	0.0	0.0	0.026	0.0	0.01	0.001	0.006	0.0
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS0419B80C4	0.159	0.586	0.29	0.279	0.265	0.492	0.065	0.034
MMP9	P14780	False	MMP9_HUMAN		CPI-SS0B0C9B5EB	0.002	0.009	0.0	0.002	0.0	0.004	0.0	0.004
FCN1	O00602	False	FCN1_HUMAN		CPI-SS0BDEDE435	0.007	1.154	0.0	2.2	0.039	3.128	0.062	0.043
PLAT	P00750	False	PLAT_HUMAN		CPI-SS0CAD4D1F3	0.013	0.0	0.0	0.002	0.0	0.004	0.0	0.005
SERPINA1	P01009	False	SERPINA1_HUMAN		CPI-SS052F44300	0.001	0.334	0.0	0.248	0.0	1.324	0.011	0.004
A2M	P01023	False	A2M_HUMAN		CPI-SS03A1FC511	0.003	0.006	0.0	0.0	0.0	0.003	0.006	0.064
C1QB	P02746	False	C1QB_HUMAN		CPI-SS088CA72FA	0.0	0.037	0.0	0.002	0.0	0.034	0.0	0.0
LTF	P02788	False	LTF_HUMAN		CPI-SS0831A016E	0.002	0.0	0.0	0.0	0.007	0.0	0.0	0.0
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS0C4DE5745	0.0	0.031	0.029	0.006	0.076	0.048	0.0	0.0
SERPINE2	P07093	False	SERPINE2_HUMAN		CPI-SS0BE6345A1	0.014	0.0	0.475	0.0	0.353	0.0	0.03	0.01
PSAP	P07602	False	PSAP_HUMAN		CPI-SS09F7411A6	0.337	1.415	0.426	1.281	0.391	2.232	0.338	0.265
HSP90AA1	P07900	False	HSP90AA1_HUMAN		CPI-SS0B982FDFC	1.246	2.038	3.125	2.26	2.329	1.721	1.787	1.763
LIPC	P11150	False	LIPC_HUMAN		CPI-SS09E7E3A89	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.001
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS0D0AAD278	0.673	1.515	1.71	1.794	1.443	1.015	1.054	1.047
VWF	P04275	False	VWF_HUMAN		CPI-SS058A32703	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS02BF2E3B8	0.015	0.0	0.012	0.0	0.011	0.001	0.0	0.004
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0805DE8B6	0.3	0.616	0.325	0.571	0.417	0.818	1.083	0.764
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS019974A83	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.002
SEMA7A	O75326	False	SEMA7A_HUMAN		CPI-SS0F6313749	0.012	0.009	0.0	0.0	0.004	0.001	0.0	0.005
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0BEA699C6	0.0	0.0	0.017	0.0	0.024	0.002	0.012	0.005
AGRN	O00468	False	AGRN_HUMAN		CPI-SS09FE3FCD6	0.003	0.0	0.007	0.002	0.002	0.004	0.006	0.002
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0A0F54D53	0.004	0.017	0.003	0.035	0.018	0.004	0.006	0.0
F13A1	P00488	False	F13A1_HUMAN		CPI-SS09112AE47	0.003	0.156	0.085	0.203	0.033	0.166	0.0	0.002
VWF	P04275	False	VWF_HUMAN		CPI-SS052C1D0E7	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0B1190CD5	0.015	0.0	0.012	0.0	0.011	0.001	0.0	0.004
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0E4272D6E	0.3	0.616	0.325	0.571	0.417	0.818	1.083	0.764
IGF1	P05019	False	IGF1_HUMAN		CPI-SS095F30639	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.001
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0BD7F0DE4	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.019
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0077CF16A	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.002
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0DCBC051A	0.004	0.017	0.003	0.035	0.018	0.004	0.006	0.0
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS062574DF1	0.0	0.004	0.0	0.011	0.006	0.003	0.0	0.001
VWF	P04275	False	VWF_HUMAN		CPI-SS0F6C256BB	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS05CBE1108	0.008	0.304	0.087	0.139	0.006	0.403	0.0	0.005
FN1	P02751	False	FN1_HUMAN		CPI-SS0683A318D	0.015	0.0	0.012	0.0	0.011	0.001	0.0	0.004
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0371773ED	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.002
LAMB1	P07942	False	LAMB1_HUMAN		CPI-SS095B656F8	0.01	0.004	0.0	0.0	0.007	0.006	0.007	0.006
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SS08EF9A487	0.036	0.0	0.0	0.0	0.0	0.003	0.0	0.0
COL6A1	P12109	False	COL6A1_HUMAN		CPI-SS0C8D03B03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003
COL6A2	P12110	False	COL6A2_HUMAN		CPI-SS07B22F53C	0.003	0.003	0.0	0.0	0.004	0.002	0.117	0.082
COL4A4	P53420	False	COL4A4_HUMAN		CPI-SS099D8A355	0.043	0.0	0.008	0.005	0.0	0.002	0.019	0.003
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB833B3F	0.0	0.0	0.017	0.0	0.024	0.002	0.012	0.005
TGM2	P21980	False	TGM2_HUMAN		CPI-SS0D4D0A5DA	0.0	0.06	0.148	0.017	0.016	0.026	0.017	0.0
TNXB	P22105	False	TNXB_HUMAN		CPI-SS0D5C22B5B	0.003	0.0	0.117	0.0	0.003	0.001	0.006	0.003
F13A1	P00488	False	F13A1_HUMAN		CPI-SS061158AC6	0.003	0.156	0.085	0.203	0.033	0.166	0.0	0.002
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SS08A84828E	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.039
LAMB2	P55268	False	LAMB2_HUMAN		CPI-SS0B572E64A	0.0	0.0	0.0	0.01	0.0	0.004	0.007	0.001
ADAM15	Q13444	False	ADAM15_HUMAN		CPI-SS0122AF98A	0.006	0.188	0.027	0.224	0.086	0.132	0.029	0.012
LAMB3	Q13751	False	LAMB3_HUMAN		CPI-SS0E124F269	0.006	0.0	0.009	0.014	0.0	0.016	0.005	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS0FBF14A21	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0C42B3C45	0.015	0.0	0.012	0.0	0.011	0.001	0.0	0.004
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS07636301B	0.3	0.616	0.325	0.571	0.417	0.818	1.083	0.764
IGF1	P05019	False	IGF1_HUMAN		CPI-SS04D3333CF	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.001
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB069392	0.0	0.0	0.017	0.0	0.024	0.002	0.012	0.005
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS09CB92873	0.026	0.0	0.0	0.0	0.0	0.002	0.0	0.005
VWF	P04275	False	VWF_HUMAN		CPI-SS081035DEE	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0917DCF52	0.015	0.0	0.012	0.0	0.011	0.001	0.0	0.004
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0C2FD6EFC	0.024	0.011	0.0	0.502	0.002	0.822	0.075	0.032
F13A1	P00488	False	F13A1_HUMAN		CPI-SS0DB9B9B49	0.003	0.156	0.085	0.203	0.033	0.166	0.0	0.002
VCAN	P13611	False	VCAN_HUMAN		CPI-SS09B7E7E15	0.02	0.592	0.0	2.025	0.015	2.236	0.036	0.034
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS0F59EBEC8	0.026	0.0	0.0	0.0	0.0	0.002	0.0	0.005
CD14	P08571	False	CD14_HUMAN		CPI-SS044700115	0.014	0.402	0.0	1.129	0.0	1.944	0.018	0.018
VWF	P04275	False	VWF_HUMAN		CPI-SS05E90015E	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0ABEA8AB7	0.015	0.0	0.012	0.0	0.011	0.001	0.0	0.004
THBS1	P07996	False	THBS1_HUMAN		CPI-SS06EEF3EB3	0.024	0.011	0.0	0.502	0.002	0.822	0.075	0.032
VWF	P04275	False	VWF_HUMAN		CPI-SS0A963B02A	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0
F12	P00748	False	F12_HUMAN		CPI-SS0E90C0E37	0.0	0.0	0.008	0.003	0.026	0.014	0.0	0.007
VWF	P04275	False	VWF_HUMAN		CPI-SS0D3FBE5C7	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS02F1B2170	0.163	1.302	0.02	1.329	0.187	1.474	1.261	0.602
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS05F88F595	0.047	0.056	0.0	0.432	0.012	0.486	0.331	0.065
THBS1	P07996	False	THBS1_HUMAN		CPI-SS07D70FA3D	0.024	0.011	0.0	0.502	0.002	0.822	0.075	0.032
F12	P00748	False	F12_HUMAN		CPI-SS0EDD4F3A6	0.0	0.0	0.008	0.003	0.026	0.014	0.0	0.007
VWF	P04275	False	VWF_HUMAN		CPI-SS08D09E4CD	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS014044B97	0.163	1.302	0.02	1.329	0.187	1.474	1.261	0.602
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS06EC816B2	0.047	0.056	0.0	0.432	0.012	0.486	0.331	0.065
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0D976DC4F	0.024	0.011	0.0	0.502	0.002	0.822	0.075	0.032
LTF	P02788	False	LTF_HUMAN		CPI-SS0B7EE52FF	0.002	0.0	0.0	0.0	0.007	0.0	0.0	0.0
F12	P00748	False	F12_HUMAN		CPI-SS0853C0705	0.0	0.0	0.008	0.003	0.026	0.014	0.0	0.007
VWF	P04275	False	VWF_HUMAN		CPI-SS09F8D23F9	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SS095A5B8F6	0.01	0.0	0.0	0.015	0.019	0.007	0.006	0.014
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS053F13142	0.0	0.031	0.029	0.006	0.076	0.048	0.0	0.0
VCAN	P13611	False	VCAN_HUMAN		CPI-SS056324226	0.02	0.592	0.0	2.025	0.015	2.236	0.036	0.034
GP1BB	P13224	False	GP1BB_HUMAN		CPI-SS0A87165FB	0.0	0.0	0.504	0.0	0.703	0.0	0.0	0.0
GP9	P14770	False	GP9_HUMAN		CPI-SS081A15C77	0.0	0.0	0.119	0.007	0.025	0.001	0.0	0.001
