id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|DC	B|Ery	B|Gran	B|HSPC	B|Mono	B|NK	B|T	DC|B	DC|DC	DC|Ery	DC|Gran	DC|HSPC	DC|Mono	DC|NK	DC|T	Ery|B	Ery|DC	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|NK	Ery|T	Gran|B	Gran|DC	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|DC	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|DC	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|DC	NK|Ery	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|DC	T|Ery	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS0C25DA9FF	MBP_ADRB2	simple:P02686	simple:P07550	MBP	ADRB2	False	False	False	user_curated	False	0.083	0.096	0.0	0.115	0.089	0.107	0.138	0.105	0.192	0.205	0.0	0.224	0.198	0.216	0.247	0.214	0.085	0.099	0.0	0.118	0.092	0.11	0.141	0.108	0.139	0.152	0.0	0.171	0.145	0.164	0.195	0.161	0.119	0.132	0.0	0.151	0.125	0.144	0.175	0.141	0.194	0.207	0.0	0.226	0.2	0.219	0.25	0.216	0.254	0.267	0.0	0.286	0.26	0.279	0.31	0.276	0.24	0.253	0.0	0.272	0.246	0.265	0.296	0.262
CPI-SS0BA0457D3	RLN2_ADRB2	simple:P04090	simple:P07550	RLN2	ADRB2	False	False	False	user_curated	False	0.005	0.018	0.0	0.038	0.011	0.03	0.061	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.017	0.0	0.036	0.01	0.029	0.06	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.016	0.0	0.035	0.009	0.028	0.059	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.02	0.0	0.039	0.013	0.032	0.063	0.029
CPI-SS08BC9FF17	PRNP_ADRB2	simple:P04156	simple:P07550	PRNP	ADRB2	False	False	False	user_curated	False	0.066	0.079	0.0	0.099	0.073	0.091	0.122	0.089	0.2	0.213	0.0	0.233	0.207	0.225	0.256	0.223	0.084	0.097	0.0	0.117	0.09	0.109	0.14	0.106	0.163	0.177	0.0	0.196	0.17	0.188	0.219	0.186	0.108	0.121	0.0	0.141	0.115	0.133	0.164	0.131	0.421	0.435	0.0	0.454	0.428	0.446	0.477	0.444	0.112	0.125	0.0	0.145	0.119	0.137	0.168	0.135	0.084	0.097	0.0	0.116	0.09	0.109	0.14	0.106
CPI-SS04D87448A	GNAI2_TSHR	simple:P04899	simple:P16473	GNAI2	TSHR	False	False	False	user_curated	False	0.126	0.0	0.136	0.138	0.139	0.123	0.0	0.138	0.621	0.0	0.632	0.633	0.634	0.618	0.0	0.634	0.095	0.0	0.106	0.108	0.109	0.092	0.0	0.108	0.532	0.0	0.543	0.544	0.545	0.529	0.0	0.545	0.433	0.0	0.443	0.445	0.446	0.429	0.0	0.445	0.574	0.0	0.585	0.586	0.587	0.571	0.0	0.587	0.236	0.0	0.246	0.248	0.249	0.232	0.0	0.248	0.251	0.0	0.262	0.263	0.264	0.248	0.0	0.264
CPI-SS012FD886E	POMC_TSHR	simple:P01189	simple:P16473	POMC	TSHR	False	False	False	user_curated	False	0.021	0.0	0.031	0.033	0.034	0.018	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.081	0.083	0.084	0.068	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.028	0.03	0.031	0.015	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.069	0.07	0.071	0.055	0.0	0.071	0.02	0.0	0.03	0.032	0.033	0.017	0.0	0.032
CPI-SS010DF4808	AVP_TSHR	simple:P01185	simple:P16473	AVP	TSHR	False	False	False	user_curated	False	0.009	0.0	0.02	0.022	0.023	0.006	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.019	0.021	0.022	0.005	0.0	0.021	0.006	0.0	0.016	0.018	0.019	0.002	0.0	0.018	0.345	0.0	0.355	0.357	0.358	0.342	0.0	0.357	0.005	0.0	0.016	0.017	0.018	0.002	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.017	0.019	0.02	0.004	0.0	0.019
CPI-SS0FB2E9FF3	RLN2_TSHR	simple:P04090	simple:P16473	RLN2	TSHR	False	False	False	user_curated	False	0.008	0.0	0.018	0.02	0.021	0.004	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.017	0.019	0.02	0.003	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.016	0.018	0.019	0.002	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.02	0.022	0.023	0.006	0.0	0.022
CPI-SS0C6FEEA14	SCT_TSHR	simple:P09683	simple:P16473	SCT	TSHR	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.065	0.067	0.068	0.052	0.0	0.067	0.005	0.0	0.016	0.018	0.019	0.002	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.017	0.019	0.02	0.003	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E2696443	FN1_TSHR	simple:P02751	simple:P16473	FN1	TSHR	False	False	False	user_curated	False	0.008	0.0	0.018	0.02	0.021	0.005	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.016	0.018	0.019	0.002	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.025	0.027	0.028	0.011	0.0	0.027	0.012	0.0	0.022	0.024	0.025	0.008	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.018	0.02	0.021	0.005	0.0	0.02
CPI-SS032869B21	POMC_VIPR1	simple:P01189	simple:P32241	POMC	VIPR1	False	False	False	user_curated	False	0.017	0.026	0.0	0.017	0.017	0.024	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.076	0.0	0.067	0.067	0.074	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.023	0.0	0.014	0.014	0.022	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.063	0.0	0.054	0.054	0.062	0.0	0.057	0.016	0.025	0.0	0.016	0.016	0.023	0.0	0.019
CPI-SS00D55E7F1	AVP_VIPR1	simple:P01185	simple:P32241	AVP	VIPR1	False	False	False	user_curated	False	0.005	0.014	0.0	0.006	0.005	0.013	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.014	0.0	0.005	0.005	0.012	0.0	0.008	0.002	0.011	0.0	0.002	0.001	0.009	0.0	0.004	0.341	0.35	0.0	0.341	0.341	0.348	0.0	0.344	0.001	0.01	0.0	0.001	0.001	0.009	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.012	0.0	0.003	0.003	0.01	0.0	0.006
CPI-SS07D7A06C1	RLN2_VIPR1	simple:P04090	simple:P32241	RLN2	VIPR1	False	False	False	user_curated	False	0.004	0.013	0.0	0.004	0.003	0.011	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.012	0.0	0.003	0.002	0.01	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.011	0.0	0.002	0.001	0.009	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.015	0.0	0.006	0.005	0.013	0.0	0.008
CPI-SS0EC70F078	SCT_VIPR1	simple:P09683	simple:P32241	SCT	VIPR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.06	0.0	0.051	0.051	0.058	0.0	0.054	0.001	0.01	0.0	0.001	0.001	0.009	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.011	0.0	0.003	0.002	0.01	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09F6EBE93	CALM1_VIPR1	simple:P0DP23	simple:P32241	CALM1	VIPR1	False	False	False	user_curated	False	0.639	0.648	0.0	0.639	0.639	0.647	0.0	0.642	0.534	0.543	0.0	0.534	0.534	0.541	0.0	0.537	0.416	0.424	0.0	0.416	0.415	0.423	0.0	0.418	0.481	0.49	0.0	0.481	0.481	0.488	0.0	0.484	0.341	0.35	0.0	0.341	0.34	0.348	0.0	0.343	0.529	0.538	0.0	0.529	0.529	0.536	0.0	0.532	1.195	1.204	0.0	1.195	1.195	1.202	0.0	1.198	0.901	0.91	0.0	0.901	0.9	0.908	0.0	0.903
CPI-SS09EF65834	PTMA_VIPR1	simple:P06454	simple:P32241	PTMA	VIPR1	False	False	False	user_curated	False	1.778	1.787	0.0	1.778	1.778	1.786	0.0	1.781	1.887	1.896	0.0	1.887	1.886	1.894	0.0	1.889	1.721	1.73	0.0	1.721	1.721	1.728	0.0	1.724	1.684	1.693	0.0	1.684	1.683	1.691	0.0	1.686	1.751	1.76	0.0	1.751	1.75	1.758	0.0	1.753	1.364	1.373	0.0	1.364	1.364	1.371	0.0	1.367	1.833	1.842	0.0	1.833	1.833	1.84	0.0	1.836	1.635	1.644	0.0	1.635	1.635	1.642	0.0	1.638
CPI-SS03F2D0912	POMC_GPR84	simple:P01189	simple:Q9NQS5	POMC	GPR84	False	False	False	user_curated	False	0.018	0.027	0.0	0.045	0.018	0.181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	0.077	0.0	0.095	0.068	0.231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.024	0.0	0.042	0.015	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.064	0.0	0.082	0.056	0.219	0.0	0.0	0.017	0.026	0.0	0.044	0.017	0.18	0.0	0.0
CPI-SS0921F19C4	AVP_GPR84	simple:P01185	simple:Q9NQS5	AVP	GPR84	False	False	False	user_curated	False	0.006	0.016	0.0	0.034	0.007	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.015	0.0	0.033	0.006	0.169	0.0	0.0	0.002	0.012	0.0	0.03	0.003	0.166	0.0	0.0	0.342	0.351	0.0	0.369	0.342	0.505	0.0	0.0	0.002	0.011	0.0	0.029	0.003	0.166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.013	0.0	0.031	0.004	0.167	0.0	0.0
CPI-SS0527B9DF1	RLN2_GPR84	simple:P04090	simple:Q9NQS5	RLN2	GPR84	False	False	False	user_curated	False	0.004	0.014	0.0	0.032	0.005	0.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.013	0.0	0.031	0.004	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.012	0.0	0.03	0.003	0.166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.016	0.0	0.034	0.007	0.17	0.0	0.0
CPI-SS06B1428D4	SCT_GPR84	simple:P09683	simple:Q9NQS5	SCT	GPR84	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.061	0.0	0.079	0.052	0.215	0.0	0.0	0.002	0.012	0.0	0.029	0.003	0.166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.013	0.0	0.031	0.004	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07297A3AD	ADM_GPR84	simple:P35318	simple:Q9NQS5	ADM	GPR84	False	False	False	user_curated	False	0.01	0.02	0.0	0.038	0.011	0.174	0.0	0.0	0.005	0.015	0.0	0.032	0.006	0.169	0.0	0.0	0.053	0.062	0.0	0.08	0.053	0.216	0.0	0.0	0.019	0.029	0.0	0.047	0.02	0.183	0.0	0.0	0.004	0.014	0.0	0.032	0.005	0.168	0.0	0.0	0.211	0.22	0.0	0.238	0.211	0.374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.014	0.0	0.031	0.005	0.168	0.0	0.0
CPI-SS055FC8123	INSL3_GPR84	simple:P51460	simple:Q9NQS5	INSL3	GPR84	False	False	False	user_curated	False	0.005	0.015	0.0	0.033	0.006	0.169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.012	0.0	0.03	0.003	0.166	0.0	0.0	0.002	0.012	0.0	0.03	0.003	0.166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.018	0.0	0.035	0.009	0.172	0.0	0.0
CPI-SS0422FB94A	GNAI2_ADRA2A	simple:P04899	simple:P08913	GNAI2	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0
CPI-SS096DDDCBC	POMC_ADRA2A	simple:P01189	simple:P08913	POMC	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0
CPI-SS094013D10	CXCL10_ADRA2A	simple:P02778	simple:P08913	CXCL10	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BCB0DBB3	APP_ADRA2A	simple:P05067	simple:P08913	APP	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0
CPI-SS09A4BB81D	C3_ADRA2A	simple:P01024	simple:P08913	C3	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS080900D13	PF4_ADRA2A	simple:P02776	simple:P08913	PF4	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0
CPI-SS0E176DAD6	CORT_ADRA2A	simple:O00230	simple:P08913	CORT	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0206FC5C4	C5_ADRA2A	simple:P01031	simple:P08913	C5	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
CPI-SS0B39D5003	PPBP_ADRA2A	simple:P02775	simple:P08913	PPBP	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
