	gene_symbol	is_in_LR_database	isLigand	isReceptor	sum_pseudobulkCellType_expr	sum_pseudobulkCellType_expr_threshold	sum_pseudobulkCellType_expr_filter	highly_variable	means	dispersions	dispersions_norm
169	ZBTB17	False	False	False	5.29643740245301	0.25	True	False	0.0406250571017349	0.15422775779424203	-0.37087178
170	EPHA2	True	True	True	0.482395371365413	0.25	True	False	0.0011763086797268083	0.28140053117801755	0.5910059
171	ARHGEF19	False	False	False	1.45024002171643	0.25	True	False	0.01566790313079874	0.19078754896538325	-0.09434995
172	AL109627.1	False	False	False	0.45705857246781	0.25	True	False	0.0037124902194071493	0.16492642265977278	-0.2899519
173	CPLANE2	False	False	False	0.43834993416867	0.25	True	False	0.0032093280460747243	0.18490844903576698	-0.13881682
174	FBXO42	False	False	False	9.34933777718434	0.25	True	False	0.07573959442561268	0.22304484218327444	0.14962971
175	SZRD1	False	False	False	25.32203202597	0.25	True	False	0.21231617746521694	0.06918849170786756	-0.427061
176	SPATA21	False	False	False	0.298407024383109	0.25	True	False	0.0026583285781388876	0.24131880096231406	0.28784573
177	NECAP2	False	False	False	21.4708847020875	0.25	True	False	0.1921922572755496	0.09559965280071289	-0.6536661
178	LINC01772	False	False	False	1.00569154030297	0.25	True	False	0.010757280122749697	0.25121129154724764	0.36266807
179	AL137802.2	False	False	False	0.40541902149012	0.25	True	False	0.00400521986753536	0.19891294348124539	-0.032893118
180	NBPF1	False	False	False	1.31079825720803	0.25	True	False	0.012606857316113742	0.2618509370064704	0.44314155
181	CROCC	False	False	False	1.65314349998246	0.25	True	True	0.020986239424219556	0.2722925869581188	0.5221175
182	BX284668.5	False	False	False	5.08700671922713	0.25	True	False	0.05736904129398385	0.16132490627679083	-0.31719214
183	BX284668.6	False	False	False	0.870576117107787	0.25	True	False	0.009133701361729418	0.40000301105675146	1.4880618
184	ATP13A2	False	False	False	3.89775624937788	0.25	True	False	0.03382553465500243	0.23396047133610318	0.23219062
185	SDHB	False	False	False	25.9191451910108	0.25	True	False	0.21012996631228376	-0.002989417204374696	-0.95288354
186	PADI2	False	False	False	1.46146383548691	0.25	True	False	0.022558407890897362	0.25045038980584605	0.35691294
187	PADI4	False	False	False	8.42297954546692	0.25	True	True	0.09154785934236198	0.3389904077503764	1.0265899
188	RCC2	False	False	False	31.083418804877	0.25	True	False	0.184850340128005	0.06538160023196797	-0.9419008
189	ARHGEF10L	False	False	False	1.63302493450837	0.25	True	False	0.02666091921844187	0.16161635645152472	-0.31498772
190	ALDH4A1	False	False	False	2.03579328327701	0.25	True	False	0.014546555672676405	-0.0791807585384869	-2.1362689
191	IFFO2	False	False	False	4.42247803755967	0.25	True	False	0.045740144582796925	0.17388089150611138	-0.22222431
192	UBR4	False	False	False	16.1815849607136	0.25	True	False	0.12526440247535592	0.181633199638832	0.16696449
193	EMC1-AS1	False	False	False	0.698747950184299	0.25	True	False	0.005977774547293185	0.19733187424942858	-0.044851616
194	EMC1	True	False	True	6.2853296986552	0.25	True	False	0.053004356061804724	0.17945835336437413	-0.18003888
195	MRTO4	False	False	False	15.7351078526895	0.25	True	False	0.09744410853840696	0.1457944525874495	-0.43465748
196	AKR7A2	False	False	False	22.0522211718247	0.25	True	False	0.15101087318889445	0.08927546472408159	-0.7139893
197	SLC66A1	False	False	False	1.72473626441622	0.25	True	False	0.016585561852530427	0.17081242765789795	-0.24543278
198	CAPZB	False	False	False	65.0577406507888	0.25	True	False	0.5233013697624008	-0.1377634694893661	-0.6128816
199	MICOS10	False	False	False	59.5101025456299	0.25	True	False	0.43683842327481437	-0.06923413841286981	-0.6075876
200	NBL1	True	True	False	3.17959414598947	0.25	True	False	0.02331821484913457	0.18316665567066348	-0.15199097
201	TMCO4	False	False	False	2.95285540258988	0.25	True	False	0.03448754939591833	0.2077123591205185	0.033661705
202	OTUD3	False	False	False	4.18333601209422	0.25	True	False	0.03382492582889638	0.21051910541321503	0.05489067
203	UBXN10-AS1	False	False	False	0.71316526348776	0.25	True	False	0.006599322795929471	0.23930019803935687	0.2725779
204	UBXN10	False	False	False	1.10669696722312	0.25	True	False	0.006904651814867149	-0.08278049064831977	-2.1634955
205	CAMK2N1	False	False	False	1.70687763212054	0.25	True	True	0.025591107149866062	0.43096133727625935	1.7222166
206	MUL1	False	False	False	5.72589617687041	0.25	True	False	0.04238848603804506	0.1663160295252298	-0.2794415
207	CDA	False	False	False	12.598141386866	0.25	True	False	0.23548929316178308	0.19387170555056205	0.48126736
208	PINK1	False	False	False	4.48722093731756	0.25	True	False	0.04692222296250034	0.1590476009286759	-0.33441666
209	PINK1-AS	False	False	False	0.658929400477536	0.25	True	False	0.004198480133084398	0.14601608345594383	-0.4329812
210	DDOST	False	False	False	34.6186074424732	0.25	True	False	0.24760715605127856	0.005560158609520211	-0.8905991
211	KIF17	False	False	False	0.940231633718197	0.25	True	False	0.006319922347057326	-0.07052766599360816	-2.0708208
212	HP1BP3	False	False	False	69.3106971036996	0.25	True	False	0.5079590868391684	-0.09194833874170241	-0.35898808
213	EIF4G3	False	False	False	23.5125948866552	0.25	True	False	0.18791156169948117	0.09676210846810877	-0.642578
214	ECE1	False	False	False	6.19206244401742	0.25	True	False	0.08313081585635321	0.19295555631982972	-0.07795212
215	NBPF3	False	False	False	0.837571807840472	0.25	True	False	0.006270518124986542	0.32037099556154464	0.88576096
216	RAP1GAP	False	False	False	0.873094015912045	0.25	True	False	0.0021469784375211342	0.32130657114817257	0.8928372
217	USP48	False	False	False	31.7819482851915	0.25	True	False	0.2289676759450434	0.11544133527789216	-0.09010489
218	LDLRAD2	False	False	False	1.38594686224201	0.25	True	False	0.01118547392278934	0.09021599660406772	-0.855028
219	HSPG2	True	True	False	1.57785352968671	0.25	True	False	0.008084059967024361	-0.0195734513589854	-1.685426
220	LINC01635	False	False	False	0.282310347920101	0.25	True	False	0.0033797490839135064	0.2865038539141176	0.6296051
221	LINC00339	False	False	False	4.74037937735794	0.25	True	False	0.04127646325758577	0.18946176904185166	-0.10437755
222	CDC42	False	False	False	168.095283885704	0.25	True	False	0.9712291771797896	-0.7369104014898075	-1.081946
223	CDC42-AS1	False	False	False	0.426707605498288	0.25	True	False	0.003165393047147956	0.2912893470843908	0.66580045
224	CDC42-IT1	False	False	False	3.35533399346339	0.25	True	True	0.031414765042513115	0.27429913681233065	0.53729415
225	ZBTB40	False	False	False	4.83378338553494	0.25	True	True	0.04971733694668707	0.28036801452698923	0.5831964
226	C1QA	True	True	False	2.95137547662512	0.25	True	True	0.12165667359336385	0.7500523496550888	5.5888276
227	C1QC	False	False	False	0.509323871551489	0.25	True	True	0.024036919089985478	0.6258191980253281	3.1960337
228	C1QB	True	True	True	1.11797647101302	0.25	True	True	0.048804528939102164	1.0422808284388896	6.3459625
229	EPHB2	True	False	True	0.342291958800154	0.25	True	False	0.016481060387113527	-0.025155342519330614	-1.7276449
230	KDM1A	False	False	False	17.7152865159048	0.25	True	False	0.12179059501703185	0.11664815560183472	-0.45289505
231	LUZP1	False	False	False	21.6980434783322	0.25	True	False	0.14571026368087717	0.1672714371872794	0.029974889
232	LINC01355	False	False	False	0.760517937172376	0.25	True	False	0.00595956230173566	0.23675638549711964	0.25333765
233	HNRNPR	False	False	False	72.2807477817487	0.25	True	False	0.4599783696383228	-0.05269441121328771	-0.4987092
234	ZNF436	False	False	False	0.467025516249987	0.25	True	False	0.003418048371430369	0.19594559382635604	-0.055336818
235	ZNF436-AS1	False	False	False	1.30359375617358	0.25	True	False	0.007663774609159171	0.06343360157500598	-1.057598
236	TCEA3	False	False	False	0.922284166380765	0.25	True	False	0.014393060489114297	0.2164415021809923	0.09968501
237	E2F2	False	False	False	4.80231224194038	0.25	True	True	0.022002076522041506	0.40297962903095064	1.5105755
238	ID3	False	False	False	6.20396918240759	0.25	True	True	0.039866928381381554	0.46270195226598665	1.9622884
239	MDS2	False	False	False	0.308655365221574	0.25	True	False	0.004659219303993339	0.3788876270302543	1.3283545
240	RPL11	False	False	False	393.239974063341	0.25	True	False	1.5291065693484422	-1.7687247707378673	-0.4714144
241	ELOA-AS1	False	False	False	1.47444293276108	0.25	True	False	0.011110441604585049	0.15181465631685095	-0.38912338
242	ELOA	False	False	False	15.0353434108611	0.25	True	False	0.11933705988373039	0.15526269212916588	-0.08457047
243	PITHD1	False	False	False	30.0158517821738	0.25	True	False	0.20886984391255597	0.09308140394453182	-0.252999
244	LYPLA2	False	False	False	10.9967535707812	0.25	True	False	0.10741282917847342	0.15143862789612794	-0.12104628
245	GALE	False	False	False	3.17710852712691	0.25	True	False	0.029008461241367783	0.10574978530049019	-0.7375374
246	HMGCL	False	False	False	4.40061470505303	0.25	True	False	0.043894251861977276	0.19749124952160677	-0.04364617
247	FUCA1	False	False	False	4.52421630518298	0.25	True	False	0.04916585060889009	0.1947304055267147	-0.06452796
248	CNR2	True	False	True	1.99797743101835	0.25	True	True	0.01784698660773071	0.4766458178934334	2.0677536
249	PNRC2	False	False	False	52.7264936595956	0.25	True	False	0.3812219481323068	-0.022194545133089	-0.74054086
250	SRSF10	False	False	False	89.3283619206277	0.25	True	False	0.5197547735386312	-0.04131464758602749	-0.07839155
