	gene_symbol	is_in_LR_database	isLigand	isReceptor	sum_pseudobulkCellType_expr	sum_pseudobulkCellType_expr_threshold	sum_pseudobulkCellType_expr_filter	highly_variable	means	dispersions	dispersions_norm
51	AL590822.2	False	False	False	0.290436215283849	0.25	True	False	0.004322096138249881	0.28930755194882274	0.6508111
52	FAAP20	False	False	False	37.9697216656106	0.25	True	False	0.30734988704703825	0.008277258147079357	-0.52735543
53	SKI	False	False	False	11.7763375459964	0.25	True	True	0.10497390293817715	0.24776826687875708	0.7977935
54	AL590822.3	False	False	False	0.558651924259209	0.25	True	False	0.00464320127853072	0.19761935960487756	-0.04267721
55	MORN1	False	False	False	1.21300678411107	0.25	True	False	0.010012216039902407	0.12964281653978152	-0.5568212
56	AL513477.2	False	False	False	0.328087687850316	0.25	True	False	0.003095482728962079	0.13946432055231184	-0.48253578
57	RER1	False	False	False	31.3863121149134	0.25	True	False	0.27143154287033944	0.02759853874029895	-0.7300475
58	PEX10	False	False	False	3.09428732900381	0.25	True	False	0.024032407240880807	0.11041618657928522	-0.7022428
59	PLCH2	False	False	False	0.746501042914371	0.25	True	False	0.008011359751819444	0.468287914280712	2.004538
60	PANK4	False	False	False	1.47803154448927	0.25	True	False	0.011782491302396938	0.20025539473773957	-0.022739423
61	HES5	False	False	False	0.390228664560046	0.25	True	False	0.001107138936535584	-0.6279389650844424	-6.286829
62	AL139246.5	False	False	False	5.18819932166514	0.25	True	False	0.05969006588744906	0.267843811419363	0.48846897
63	TNFRSF14-AS1	False	False	False	1.72262461027662	0.25	True	True	0.01814869572338872	0.3554610019037127	1.151166
64	TNFRSF14	True	True	True	24.4871429128792	0.25	True	False	0.26613364936091183	0.12570330723843123	-0.015345514
65	PRXL2B	False	False	False	2.71098556400573	0.25	True	False	0.01796827131306405	0.18331034660300263	-0.15090415
66	MMEL1	False	False	False	0.445574520889851	0.25	True	False	0.006136376929781447	0.19491078414452087	-0.06316365
67	TTC34	False	False	False	0.565514983835885	0.25	True	False	0.005521327751327602	0.3229816066731494	0.90550643
68	PRDM16-DT	False	False	False	0.449565702397729	0.25	True	False	0.002878666835071441	0.001390796456220304	-1.5268618
69	PRDM16	False	False	False	0.644280895559345	0.25	True	False	0.004069030867364385	0.1411943602357147	-0.46945053
70	MEGF6	False	False	False	2.30136657591929	0.25	True	False	0.01977104598339133	0.22962781619017641	0.19942036
71	TPRG1L	False	False	False	7.56452858948257	0.25	True	False	0.0705861674582608	0.2106193978824707	0.055649236
72	WRAP73	False	False	False	6.39493948425925	0.25	True	False	0.05904365107859104	0.20163239696071047	-0.012324397
73	TP73	False	False	False	0.251202580436906	0.25	True	False	0.001253075267257788	0.31241248389724935	0.82556635
74	SMIM1	False	False	False	14.4841274381998	0.25	True	True	0.04986190221794002	0.27865696641284216	0.5702548
75	LRRC47	False	False	False	9.96795271649333	0.25	True	False	0.08120982063144608	0.14629264682650614	-0.43088937
76	CEP104	False	False	False	6.38864475766236	0.25	True	False	0.06293268697009412	0.21492507244002232	0.088215426
77	DFFB	False	False	False	2.23697183800805	0.25	True	False	0.021186923999812077	0.23821030684502809	0.26433447
78	C1orf174	False	False	False	12.0838452005906	0.25	True	False	0.09706369493662238	0.15704946759914234	-0.34952962
79	NPHP4	False	False	False	0.754634302403602	0.25	True	False	0.008514991478679257	0.19109482143529202	-0.09202588
80	KCNAB2	False	False	False	24.1563605430871	0.25	True	False	0.21630946705916548	0.11662957432136903	-0.08144847
81	RPL22	False	False	False	284.997162914043	0.25	True	False	1.262866630117679	-1.2272649334615244	-1.0004871
82	RNF207	False	False	False	0.319760045941667	0.25	True	False	0.005395545376069531	0.2482740932960306	0.34045243
83	ICMT	False	False	False	5.35539312078181	0.25	True	False	0.041092263792933924	0.15966194755357957	-0.32977
84	GPR153	False	False	False	0.542630617871673	0.25	True	False	0.005199431913629974	0.3424768372594818	1.0529596
85	ACOT7	False	False	False	5.50836151657192	0.25	True	False	0.02902307078912534	0.08612009635671558	-0.8860075
86	AL031848.2	False	False	False	0.659754067646943	0.25	True	False	0.007851567147969358	0.2214283628845429	0.13740338
87	ESPN	False	False	False	1.13369483454854	0.25	True	False	0.005265396935690676	0.1959211984775944	-0.055521335
88	TNFRSF25	True	False	True	4.9827627336271	0.25	True	True	0.05916837736807806	0.36493149434439986	1.2227966
89	NOL9	False	False	False	10.8600159512489	0.25	True	False	0.08447988344929619	0.19708519761970714	-0.046717368
90	ZBTB48	False	False	False	4.45215666497446	0.25	True	False	0.04766443768586991	0.16355818559835877	-0.3003006
91	KLHL21	False	False	False	4.22620530951625	0.25	True	False	0.029780151713621094	0.1733966152243937	-0.22588715
92	PHF13	False	False	False	2.51477435892401	0.25	True	False	0.02042051927664614	0.14122965003921967	-0.46918362
93	THAP3	False	False	False	4.43625053621334	0.25	True	False	0.03837605345479399	0.1999463970220265	-0.025076542
94	DNAJC11	False	False	False	5.1032674419614	0.25	True	False	0.04146599797717411	0.16990981233135283	-0.25225976
95	CAMTA1	False	False	False	32.194605684503	0.25	True	False	0.23937119758151174	0.01018749598744845	-0.85688853
96	VAMP3	False	False	False	20.1648287552107	0.25	True	False	0.19954285438122216	0.02722938662861867	-0.7327368
97	PER3	False	False	False	1.79968463814346	0.25	True	True	0.016928877299802605	0.313799739052912	0.8360589
98	UTS2	True	True	False	1.23951565467847	0.25	True	False	0.011556451534824238	0.5788058450780033	2.840446
99	TNFRSF9	True	False	True	1.25928637896722	0.25	True	True	0.015542910624078662	0.47561308305103617	2.0599422
100	PARK7	False	False	False	86.6644512243246	0.25	True	False	0.5652087230251933	-0.17593722880015222	-0.824429
101	ERRFI1	False	False	False	0.369599863591177	0.25	True	False	0.005963327589935385	0.3109835198818022	0.8147583
102	RERE	False	False	False	23.1798315688144	0.25	True	False	0.17604199223358472	0.19119866428358662	0.25820464
103	ENO1	True	False	True	108.58937762027	0.25	True	False	0.698768884153974	-0.16133068733433184	0.07149319
104	ENO1-AS1	False	False	False	0.488365363429533	0.25	True	False	0.0058501304910181275	0.26387967973674575	0.45848605
105	SLC2A5	False	False	False	2.18353354135912	0.25	True	False	0.008790983633544646	0.17603632194600152	-0.2059216
106	GPR157	False	False	False	1.2938021893192	0.25	True	False	0.01038431627806393	0.1962509089150527	-0.05302755
107	MIR34AHG	False	False	False	0.267217753381125	0.25	True	False	0.002359601178267943	0.19061281932538626	-0.09567153
108	H6PD	False	False	False	4.66294148436095	0.25	True	False	0.052556437236114376	0.23429985506992718	0.23475757
109	SPSB1	False	False	False	0.545677068598866	0.25	True	False	0.007022239366332106	0.04808556182883472	-1.1736836
110	SLC25A33	False	False	False	13.5487809156292	0.25	True	False	0.10032617004134352	0.05137366701743029	-1.0755154
111	TMEM201	False	False	False	2.22675191431655	0.25	True	False	0.012555645076697002	0.09930919685718137	-0.78625107
112	PIK3CD	False	False	False	9.52826327788543	0.25	True	True	0.09921937482898072	0.23054525477047183	0.6335119
113	PIK3CD-AS1	True	True	False	0.330807358917749	0.25	True	False	0.0032015140430596183	0.16529521047296786	-0.28716254
114	PIK3CD-AS2	False	False	False	0.791439718581694	0.25	True	False	0.004053269942194714	0.1762107048902011	-0.20460264
115	CLSTN1	False	False	False	10.6285804615079	0.25	True	False	0.1158633621268432	0.17527915158065077	0.106356435
116	CTNNBIP1	False	False	False	10.9165832998639	0.25	True	False	0.09765051908338006	0.07570107141804537	-0.96481234
117	LZIC	False	False	False	17.6750001087212	0.25	True	False	0.1545855552606158	0.11026743569672051	-0.5137575
118	NMNAT1	False	False	False	1.9171083626297	0.25	True	False	0.02307374786291015	0.16756216275313776	-0.27001634
119	RBP7	False	False	False	6.96099795354671	0.25	True	True	0.17122435153746418	0.4363577256026697	2.5966532
120	UBE4B	False	False	False	8.91839872837286	0.25	True	False	0.0753118756898669	0.18823648179208177	-0.11364508
121	KIF1B	False	False	False	11.5004949096756	0.25	True	False	0.11642923331336857	0.16329853452462886	-0.007920624
122	AL139424.3	False	False	False	0.306192925069891	0.25	True	False	0.003096000601997018	0.25917705065077074	0.4229175
123	PGD	False	False	False	33.2033490766535	0.25	True	False	0.31799072346742113	0.047385188762666224	-0.25375032
124	CENPS	False	False	False	5.50611054668239	0.25	True	False	0.02344067163942543	0.006121575219956566	-1.4910803
125	CORT	True	True	False	0.46176904782111	0.25	True	False	0.0021305504192961427	-0.03492459100180971	-1.8015351
126	DFFA	False	False	False	11.2643269806454	0.25	True	False	0.08383298766538554	0.155722457898238	-0.35956654
127	PEX14	False	False	False	3.19867230160279	0.25	True	False	0.029798187648159495	0.1328951961610058	-0.5322217
128	CASZ1	False	False	False	5.03740732797506	0.25	True	True	0.03548733170416544	0.34705806021437363	1.0876099
129	TARDBP	False	False	False	29.4477278209228	0.25	True	False	0.21452421462445348	0.11741405243531923	-0.075733475
130	AL109811.2	False	False	False	6.04824535651627	0.25	True	False	0.04771297264075763	0.23931417259599855	0.27268362
131	SRM	False	False	False	31.8774812279445	0.25	True	False	0.19872268207031088	0.08853618644823968	-0.28611133
132	EXOSC10	False	False	False	13.4480831701098	0.25	True	False	0.1078733443980442	0.15033362656265428	-0.13158633
133	AL109811.1	False	False	False	0.396088800802451	0.25	True	False	0.002043008947927366	0.2100745387418872	0.051528167
134	EXOSC10-AS1	False	False	False	0.397185347100595	0.25	True	False	0.001837982230626305	-0.037701526978420934	-1.8225386
135	MTOR	False	False	False	7.07256911844838	0.25	True	False	0.057871615096490546	0.24440641707943017	0.31119907
136	UBIAD1	False	False	False	5.13611074434769	0.25	True	False	0.04250275035504097	0.18728139897347512	-0.12086889
137	FBXO2	False	False	False	0.953302383259642	0.25	True	False	0.010809418817432925	0.44307035790316657	1.8138038
138	FBXO44	False	False	False	2.84796702343205	0.25	True	True	0.031480648656826635	0.3136563123859406	0.8349741
139	FBXO6	False	False	False	5.41978605799704	0.25	True	False	0.07053388648557964	0.08617545043434413	-0.8855888
140	MAD2L2	False	False	False	15.5097627400573	0.25	True	False	0.12286452717137943	0.07772451442029264	-0.82416797
141	DRAXIN	True	True	False	0.564174409818779	0.25	True	False	0.0062098319220666815	0.38482777885763675	1.3732831
142	AGTRAP	True	True	False	30.5603942207483	0.25	True	False	0.36930300909347047	0.06709985519963511	-0.11582349
143	MTHFR	False	False	False	12.7982289030683	0.25	True	False	0.10675460651212286	0.15318704151420875	-0.10436905
144	CLCN6	False	False	False	3.99243950214781	0.25	True	False	0.04143040210284041	0.18919199518487922	-0.106418
145	AL021155.5	False	False	False	19.4607577700598	0.25	True	True	0.19191405554252153	0.2846417529347382	1.1495111
146	KIAA2013	False	False	False	11.3035955748126	0.25	True	False	0.11007240468687399	0.14029477747578423	-0.22734185
147	PLOD1	False	False	False	4.82450108179409	0.25	True	False	0.051401122274482146	0.1147504765072537	-0.6694602
148	MFN2	False	False	False	6.53946364966056	0.25	True	False	0.05382582920218295	0.15200985996464378	-0.38764694
149	MIIP	False	False	False	10.9394408198067	0.25	True	False	0.12047529879855409	0.06626648571066092	-0.93346035
150	TNFRSF8	True	True	True	0.354809876131319	0.25	True	False	0.010406067756696195	0.3063655254323848	0.7798299
151	TNFRSF1B	True	False	True	38.1141271412857	0.25	True	True	0.42787455047085715	0.15701914363399655	0.88180196
152	VPS13D	False	False	False	10.2888797204114	0.25	True	False	0.09551574948500605	0.23154622017581872	0.21393031
153	DHRS3	False	False	False	8.81168214027166	0.25	True	False	0.06828543839187096	0.26570619701928583	0.472301
154	PRDM2	False	False	False	53.2393067259565	0.25	True	True	0.3718332978276945	0.15673388129614393	0.51127
155	KAZN	False	False	False	0.451291228510265	0.25	True	False	0.0020409195272396157	-0.05017197777000575	-1.9168595
156	TMEM51	False	False	False	0.676772229464307	0.25	True	False	0.0068129394726848275	0.0514124298280803	-1.1485207
157	AL031283.1	False	False	False	0.475493951964856	0.25	True	False	0.003607397010867824	0.41703293438877365	1.6168684
158	EFHD2	False	False	False	81.6867100625874	0.25	True	False	0.6379774409794616	-0.07524699186400553	0.13459189
159	CASP9	False	False	False	4.56357254575084	0.25	True	False	0.03517425561635946	0.08092713264193117	-0.92528474
160	DNAJC16	False	False	False	4.49414034198393	0.25	True	False	0.04402698683696076	0.23995809008434477	0.27755392
161	AGMAT	False	False	False	0.879948640029683	0.25	True	False	0.00908091373498721	0.283133876293193	0.60411614
162	DDI2	False	False	False	13.3034055005878	0.25	True	False	0.09117529936107703	0.20017188431719243	-0.023371058
163	PLEKHM2	False	False	False	19.5288298447605	0.25	True	False	0.15604796019097902	0.10903530899222522	-0.52551013
164	SLC25A34	False	False	False	0.63246931526147	0.25	True	False	0.004571058046446138	0.2259843786441455	0.17186303
165	FBLIM1	False	False	False	0.56146342825571	0.25	True	False	0.006225292234701894	0.2688774208492353	0.49628672
166	UQCRHL	False	False	False	3.08913103714932	0.25	True	False	0.022912679735818082	0.07450229445563022	-0.97387934
167	AL450998.2	False	False	False	8.08974273634211	0.25	True	False	0.06385025980527839	0.16882546211669894	-0.2604613
168	SPEN	False	False	False	40.6203091567008	0.25	True	False	0.2854716373621477	0.11087002629998356	-0.12340729
169	ZBTB17	False	False	False	5.29643740245301	0.25	True	False	0.04062505707871994	0.15422775685481377	-0.37087178
170	EPHA2	True	True	True	0.482395371365413	0.25	True	False	0.0011763086937162993	0.2814005479717413	0.59100604
171	ARHGEF19	False	False	False	1.45024002171643	0.25	True	False	0.01566790312684191	0.1907875494138037	-0.09434995
172	AL109627.1	False	False	False	0.45705857246781	0.25	True	False	0.0037124902219119863	0.16492641428641613	-0.28995195
173	CPLANE2	False	False	False	0.43834993416867	0.25	True	False	0.0032093280455823057	0.18490844434372658	-0.13881685
174	FBXO42	False	False	False	9.34933777718434	0.25	True	False	0.07573959450836709	0.22304484328897528	0.14962971
175	SZRD1	False	False	False	25.32203202597	0.25	True	False	0.21231617753953533	0.06918849255463068	-0.427061
176	SPATA21	False	False	False	0.298407024383109	0.25	True	False	0.0026583285847889392	0.24131880513052745	0.28784576
177	NECAP2	False	False	False	21.4708847020875	0.25	True	False	0.19219225720464014	0.09559965211808683	-0.6536661
178	LINC01772	False	False	False	1.00569154030297	0.25	True	False	0.010757280176135862	0.25121129727517966	0.3626681
179	AL137802.2	False	False	False	0.40541902149012	0.25	True	False	0.004005219894963191	0.19891296250377447	-0.032892976
180	NBPF1	False	False	False	1.31079825720803	0.25	True	False	0.012606857336762811	0.26185094028822753	0.44314158
181	CROCC	False	False	False	1.65314349998246	0.25	True	True	0.020986239443793096	0.2722925873732785	0.5221175
182	BX284668.5	False	False	False	5.08700671922713	0.25	True	False	0.057369041335054036	0.16132490757733298	-0.3171921
183	BX284668.6	False	False	False	0.870576117107787	0.25	True	False	0.009133701410781245	0.4000030206929997	1.4880618
184	ATP13A2	False	False	False	3.89775624937788	0.25	True	False	0.03382553477836369	0.23396048040419865	0.23219068
185	SDHB	False	False	False	25.9191451910108	0.25	True	False	0.2101299664139842	-0.0029894154850053744	-0.9528835
186	PADI2	False	False	False	1.46146383548691	0.25	True	False	0.022558407846707144	0.25045038974326495	0.35691294
187	PADI4	False	False	False	8.42297954546692	0.25	True	True	0.09154785938200341	0.3389904078558119	1.0265899
188	RCC2	False	False	False	31.083418804877	0.25	True	False	0.18485034009414872	0.06538160145126778	-0.9419008
189	ARHGEF10L	False	False	False	1.63302493450837	0.25	True	False	0.026660919120453416	0.16161635018343223	-0.31498778
190	ALDH4A1	False	False	False	2.03579328327701	0.25	True	False	0.01454655569023179	-0.07918075860652841	-2.1362689
191	IFFO2	False	False	False	4.42247803755967	0.25	True	False	0.04574014466863554	0.17388089549798416	-0.22222428
192	UBR4	False	False	False	16.1815849607136	0.25	True	False	0.12526440260690092	0.1816331999833637	0.16696449
193	EMC1-AS1	False	False	False	0.698747950184299	0.25	True	False	0.005977774517910843	0.19733186475159384	-0.04485169
194	EMC1	True	False	True	6.2853296986552	0.25	True	False	0.05300435599795957	0.17945835268929303	-0.1800389
195	MRTO4	False	False	False	15.7351078526895	0.25	True	False	0.09744410861053662	0.14579445300236696	-0.43465748
196	AKR7A2	False	False	False	22.0522211718247	0.25	True	False	0.15101087315298647	0.0892754641246915	-0.7139893
197	SLC66A1	False	False	False	1.72473626441622	0.25	True	False	0.016585561843615496	0.17081242637005753	-0.2454328
198	CAPZB	False	False	False	65.0577406507888	0.25	True	False	0.5233013696986308	-0.1377634699543685	-0.6128816
199	MICOS10	False	False	False	59.5101025456299	0.25	True	False	0.4368384235580247	-0.06923413743953448	-0.6075876
200	NBL1	True	True	False	3.17959414598947	0.25	True	False	0.023318214842775627	0.18316665382191752	-0.15199098
201	TMCO4	False	False	False	2.95285540258988	0.25	True	False	0.03448754943377778	0.2077123591953756	0.033661705
202	OTUD3	False	False	False	4.18333601209422	0.25	True	False	0.03382492579102616	0.210519103417216	0.054890655
203	UBXN10-AS1	False	False	False	0.71316526348776	0.25	True	False	0.006599322791430396	0.239300201395047	0.27257794
204	UBXN10	False	False	False	1.10669696722312	0.25	True	False	0.006904651765075911	-0.08278050784899697	-2.1634958
205	CAMK2N1	False	False	False	1.70687763212054	0.25	True	True	0.025591107249556384	0.43096134324756696	1.7222166
206	MUL1	False	False	False	5.72589617687041	0.25	True	False	0.04238848606019369	0.16631603074079998	-0.2794415
207	CDA	False	False	False	12.598141386866	0.25	True	False	0.23548929323974221	0.19387170613812907	0.48126736
208	PINK1	False	False	False	4.48722093731756	0.25	True	False	0.04692222302703318	0.15904760330347908	-0.33441663
209	PINK1-AS	False	False	False	0.658929400477536	0.25	True	False	0.004198480141521884	0.14601608109068442	-0.4329812
210	DDOST	False	False	False	34.6186074424732	0.25	True	False	0.24760715603250594	0.0055601581105392765	-0.8905991
211	KIF17	False	False	False	0.940231633718197	0.25	True	False	0.006319922355388448	-0.07052766698238926	-2.0708208
212	HP1BP3	False	False	False	69.3106971036996	0.25	True	False	0.5079590866443441	-0.09194834010794022	-0.35898808
213	EIF4G3	False	False	False	23.5125948866552	0.25	True	False	0.18791156196228825	0.096762110818354	-0.64257795
214	ECE1	False	False	False	6.19206244401742	0.25	True	False	0.08313081595726118	0.19295555846337215	-0.0779521
215	NBPF3	False	False	False	0.837571807840472	0.25	True	False	0.0062705181383007295	0.3203710004406091	0.885761
216	RAP1GAP	False	False	False	0.873094015912045	0.25	True	False	0.0021469784222577213	0.32130655309228545	0.8928371
217	USP48	False	False	False	31.7819482851915	0.25	True	False	0.22896767605564822	0.11544133574370306	-0.09010489
218	LDLRAD2	False	False	False	1.38594686224201	0.25	True	False	0.011185473921152713	0.09021599316438272	-0.855028
219	HSPG2	True	True	False	1.57785352968671	0.25	True	False	0.0080840599604205	-0.019573455021528248	-1.685426
220	LINC01635	False	False	False	0.282310347920101	0.25	True	False	0.0033797490839195983	0.28650385723749966	0.6296052
221	LINC00339	False	False	False	4.74037937735794	0.25	True	False	0.04127646324781178	0.18946176833157155	-0.10437756
222	CDC42	False	False	False	168.095283885704	0.25	True	False	0.9712291767104115	-0.7369104033536146	-1.081946
223	CDC42-AS1	False	False	False	0.426707605498288	0.25	True	False	0.00316539305960546	0.29128935595829214	0.6658005
224	CDC42-IT1	False	False	False	3.35533399346339	0.25	True	True	0.031414765030653706	0.27429913757128327	0.53729415
225	ZBTB40	False	False	False	4.83378338553494	0.25	True	True	0.04971733700268138	0.28036801658700616	0.5831964
226	C1QA	True	True	False	2.95137547662512	0.25	True	True	0.1216566732543445	0.750052344630872	5.5888276
227	C1QC	False	False	False	0.509323871551489	0.25	True	True	0.024036918958042837	0.6258191920779972	3.1960337
228	C1QB	True	True	True	1.11797647101302	0.25	True	True	0.0488045290128878	1.0422808303404427	6.3459625
229	EPHB2	True	False	True	0.342291958800154	0.25	True	False	0.01648106036223626	-0.025155345320920623	-1.7276449
230	KDM1A	False	False	False	17.7152865159048	0.25	True	False	0.12179059498497118	0.11664815655598965	-0.45289502
231	LUZP1	False	False	False	21.6980434783322	0.25	True	False	0.14571026363442852	0.16727143667035876	0.029974883
232	LINC01355	False	False	False	0.760517937172376	0.25	True	False	0.00595956231411048	0.23675638906532046	0.25333768
233	HNRNPR	False	False	False	72.2807477817487	0.25	True	False	0.45997836952427007	-0.052694412058684734	-0.4987092
234	ZNF436	False	False	False	0.467025516249987	0.25	True	False	0.0034180483628371977	0.1959455931261088	-0.055336826
235	ZNF436-AS1	False	False	False	1.30359375617358	0.25	True	False	0.007663774599450168	0.06343360727989357	-1.0575979
236	TCEA3	False	False	False	0.922284166380765	0.25	True	False	0.014393060472313436	0.21644149922528255	0.09968499
237	E2F2	False	False	False	4.80231224194038	0.25	True	True	0.02200207649866439	0.40297962707839274	1.5105755
238	ID3	False	False	False	6.20396918240759	0.25	True	True	0.03986692828196593	0.46270194826828115	1.9622883
239	MDS2	False	False	False	0.308655365221574	0.25	True	False	0.004659219312535745	0.37888763155185606	1.3283545
240	RPL11	False	False	False	393.239974063341	0.25	True	False	1.529106569423251	-1.768724769760691	-0.4714144
241	ELOA-AS1	False	False	False	1.47444293276108	0.25	True	False	0.011110441591224766	0.151814652488272	-0.3891234
242	ELOA	False	False	False	15.0353434108611	0.25	True	False	0.11933705991176746	0.15526269144244903	-0.084570475
243	PITHD1	False	False	False	30.0158517821738	0.25	True	False	0.2088698439145578	0.0930814028191887	-0.252999
244	LYPLA2	False	False	False	10.9967535707812	0.25	True	False	0.10741282913359024	0.15143862777251155	-0.12104629
245	GALE	False	False	False	3.17710852712691	0.25	True	False	0.029008461219656532	0.10574978243793401	-0.7375374
246	HMGCL	False	False	False	4.40061470505303	0.25	True	False	0.04389425193601609	0.19749125243039153	-0.043646153
247	FUCA1	False	False	False	4.52421630518298	0.25	True	False	0.04916585066354029	0.1947304080877241	-0.06452794
248	CNR2	True	False	True	1.99797743101835	0.25	True	True	0.01784698658840533	0.4766458162174744	2.0677536
249	PNRC2	False	False	False	52.7264936595956	0.25	True	False	0.3812219482792057	-0.022194543860358563	-0.74054086
250	SRSF10	False	False	False	89.3283619206277	0.25	True	False	0.5197547733394684	-0.04131464821086843	-0.07839156
