id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|DC	B|Ery	B|Gran	B|HSPC	B|Mono	B|NK	B|T	DC|B	DC|DC	DC|Ery	DC|Gran	DC|HSPC	DC|Mono	DC|NK	DC|T	Ery|B	Ery|DC	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|NK	Ery|T	Gran|B	Gran|DC	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|DC	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|DC	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|DC	NK|Ery	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|DC	T|Ery	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS08BC9FF17	PRNP_ADRB2	simple:P04156	simple:P07550	PRNP	ADRB2	False	False	False	user_curated	False	0.105	0.0	0.115	0.109	0.0	0.119	0.119	0.178	0.246	0.0	0.256	0.249	0.0	0.26	0.259	0.319	0.086	0.0	0.096	0.09	0.0	0.1	0.1	0.159	0.268	0.0	0.278	0.271	0.0	0.282	0.281	0.341	0.176	0.0	0.186	0.18	0.0	0.19	0.19	0.249	0.293	0.0	0.303	0.296	0.0	0.306	0.306	0.366	0.11	0.0	0.12	0.114	0.0	0.124	0.124	0.183	0.097	0.0	0.107	0.1	0.0	0.111	0.111	0.17
CPI-SS04D87448A	GNAI2_TSHR	simple:P04899	simple:P16473	GNAI2	TSHR	False	False	False	user_curated	False	0.0	0.0	0.0	0.379	0.0	0.379	0.0	0.0	0.0	0.0	0.0	0.699	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.676	0.0	0.676	0.0	0.0	0.0	0.0	0.0	0.569	0.0	0.569	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.72	0.0	0.0	0.0	0.0	0.0	0.586	0.0	0.586	0.0	0.0	0.0	0.0	0.0	0.455	0.0	0.456	0.0	0.0
CPI-SS012FD886E	POMC_TSHR	simple:P01189	simple:P16473	POMC	TSHR	False	False	False	user_curated	False	0.0	0.0	0.0	0.051	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.081	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.088	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.055	0.0	0.0
CPI-SS0C6FEEA14	SCT_TSHR	simple:P09683	simple:P16473	SCT	TSHR	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.013	0.0	0.0
CPI-SS0E2696443	FN1_TSHR	simple:P02751	simple:P16473	FN1	TSHR	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS032869B21	POMC_VIPR1	simple:P01189	simple:P32241	POMC	VIPR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.051	0.076	0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.044	0.022	0.0	0.0	0.0	0.0	0.0	0.081	0.106	0.084	0.0	0.0	0.0	0.0	0.0	0.088	0.113	0.091	0.0	0.0	0.0	0.0	0.0	0.059	0.084	0.063	0.0	0.0	0.0	0.0	0.0	0.025	0.05	0.028	0.0	0.0	0.0	0.0	0.0	0.055	0.08	0.059	0.0	0.0
CPI-SS0EC70F078	SCT_VIPR1	simple:P09683	simple:P32241	SCT	VIPR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.027	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.038	0.017	0.0	0.0
CPI-SS09F6EBE93	CALM1_VIPR1	simple:P0DP23	simple:P32241	CALM1	VIPR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.901	0.926	0.904	0.0	0.0	0.0	0.0	0.0	0.716	0.74	0.719	0.0	0.0	0.0	0.0	0.0	0.22	0.245	0.224	0.0	0.0	0.0	0.0	0.0	0.763	0.788	0.766	0.0	0.0	0.0	0.0	0.0	0.659	0.684	0.662	0.0	0.0	0.0	0.0	0.0	0.746	0.771	0.749	0.0	0.0	0.0	0.0	0.0	1.491	1.516	1.495	0.0	0.0	0.0	0.0	0.0	1.432	1.457	1.435	0.0	0.0
CPI-SS09EF65834	PTMA_VIPR1	simple:P06454	simple:P32241	PTMA	VIPR1	False	False	False	user_curated	False	0.0	0.0	0.0	2.012	2.037	2.016	0.0	0.0	0.0	0.0	0.0	1.896	1.921	1.899	0.0	0.0	0.0	0.0	0.0	0.971	0.996	0.974	0.0	0.0	0.0	0.0	0.0	1.771	1.796	1.774	0.0	0.0	0.0	0.0	0.0	2.079	2.104	2.083	0.0	0.0	0.0	0.0	0.0	1.662	1.687	1.665	0.0	0.0	0.0	0.0	0.0	1.877	1.902	1.88	0.0	0.0	0.0	0.0	0.0	1.921	1.946	1.924	0.0	0.0
CPI-SS03F2D0912	POMC_GPR84	simple:P01189	simple:Q9NQS5	POMC	GPR84	False	False	False	user_curated	False	0.0	0.0	0.079	0.058	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.026	0.0	0.04	0.0	0.0	0.0	0.0	0.109	0.088	0.0	0.102	0.0	0.0	0.0	0.0	0.116	0.095	0.0	0.109	0.0	0.0	0.0	0.0	0.088	0.066	0.0	0.08	0.0	0.0	0.0	0.0	0.054	0.032	0.0	0.046	0.0	0.0	0.0	0.0	0.084	0.062	0.0	0.076	0.0	0.0
CPI-SS06B1428D4	SCT_GPR84	simple:P09683	simple:Q9NQS5	SCT	GPR84	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.009	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.02	0.0	0.034	0.0	0.0
CPI-SS07297A3AD	ADM_GPR84	simple:P35318	simple:Q9NQS5	ADM	GPR84	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.124	0.0	0.138	0.0	0.0	0.0	0.0	0.176	0.154	0.0	0.168	0.0	0.0	0.0	0.0	0.098	0.077	0.0	0.091	0.0	0.0	0.0	0.0	0.663	0.641	0.0	0.655	0.0	0.0	0.0	0.0	0.041	0.02	0.0	0.034	0.0	0.0	0.0	0.0	0.066	0.045	0.0	0.059	0.0	0.0
CPI-SS055FC8123	INSL3_GPR84	simple:P51460	simple:Q9NQS5	INSL3	GPR84	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.009	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.009	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0422FB94A	GNAI2_ADRA2A	simple:P04899	simple:P08913	GNAI2	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.377	0.0	0.377	0.0	0.0	0.0	0.0	0.0	0.698	0.0	0.698	0.0	0.0	0.0	0.0	0.0	0.127	0.0	0.127	0.0	0.0	0.0	0.0	0.0	0.674	0.0	0.674	0.0	0.0	0.0	0.0	0.0	0.567	0.0	0.567	0.0	0.0	0.0	0.0	0.0	0.718	0.0	0.718	0.0	0.0	0.0	0.0	0.0	0.584	0.0	0.584	0.0	0.0	0.0	0.0	0.0	0.454	0.0	0.454	0.0	0.0
CPI-SS096DDDCBC	POMC_ADRA2A	simple:P01189	simple:P08913	POMC	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.049	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.079	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.053	0.0	0.0
CPI-SS094013D10	CXCL10_ADRA2A	simple:P02778	simple:P08913	CXCL10	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BCB0DBB3	APP_ADRA2A	simple:P05067	simple:P08913	APP	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.046	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.143	0.0	0.142	0.0	0.0	0.0	0.0	0.0	0.124	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09A4BB81D	C3_ADRA2A	simple:P01024	simple:P08913	C3	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS080900D13	PF4_ADRA2A	simple:P02776	simple:P08913	PF4	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E176DAD6	CORT_ADRA2A	simple:O00230	simple:P08913	CORT	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0206FC5C4	C5_ADRA2A	simple:P01031	simple:P08913	C5	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B39D5003	PPBP_ADRA2A	simple:P02775	simple:P08913	PPBP	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0833E9829	ANXA1_ADRA2A	simple:P04083	simple:P08913	ANXA1	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.164	0.0	0.164	0.0	0.0	0.0	0.0	0.0	0.897	0.0	0.897	0.0	0.0	0.0	0.0	0.0	0.286	0.0	0.285	0.0	0.0	0.0	0.0	0.0	1.377	0.0	1.377	0.0	0.0	0.0	0.0	0.0	0.435	0.0	0.435	0.0	0.0	0.0	0.0	0.0	1.594	0.0	1.594	0.0	0.0	0.0	0.0	0.0	0.535	0.0	0.535	0.0	0.0	0.0	0.0	0.0	0.774	0.0	0.774	0.0	0.0
CPI-SS0AA82A168	GNAI2_CXCR3	simple:P04899	simple:P49682	GNAI2	CXCR3	False	False	False	user_curated	False	0.0	0.0	0.0	0.379	0.0	0.377	0.0	0.458	0.0	0.0	0.0	0.699	0.0	0.698	0.0	0.778	0.0	0.0	0.0	0.128	0.0	0.127	0.0	0.207	0.0	0.0	0.0	0.676	0.0	0.674	0.0	0.755	0.0	0.0	0.0	0.568	0.0	0.567	0.0	0.648	0.0	0.0	0.0	0.72	0.0	0.718	0.0	0.799	0.0	0.0	0.0	0.585	0.0	0.584	0.0	0.664	0.0	0.0	0.0	0.455	0.0	0.454	0.0	0.534
CPI-SS080683E15	CXCL10_CXCR3	simple:P02778	simple:P49682	CXCL10	CXCR3	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.029	0.0	0.109	0.0	0.0	0.0	0.013	0.0	0.012	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.029	0.0	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01A6823FA	PF4_CXCR3	simple:P02776	simple:P49682	PF4	CXCR3	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BF944C6D	CCL5_CXCR3	simple:P13501	simple:P49682	CCL5	CXCR3	False	False	False	user_curated	False	0.0	0.0	0.0	0.014	0.0	0.012	0.0	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.043	0.0	0.123	0.0	0.0	0.0	0.355	0.0	0.354	0.0	0.434	0.0	0.0	0.0	0.302	0.0	0.301	0.0	0.381	0.0	0.0	0.0	0.133	0.0	0.132	0.0	0.212	0.0	0.0	0.0	1.629	0.0	1.628	0.0	1.708	0.0	0.0	0.0	1.659	0.0	1.657	0.0	1.738
CPI-SS05E6C34AB	GNAI2_CAV1	simple:P04899	simple:Q03135	GNAI2	CAV1	False	False	False	user_curated	False	0.0	0.0	0.0	0.395	0.441	0.38	0.0	0.0	0.0	0.0	0.0	0.716	0.761	0.701	0.0	0.0	0.0	0.0	0.0	0.144	0.19	0.129	0.0	0.0	0.0	0.0	0.0	0.692	0.738	0.677	0.0	0.0	0.0	0.0	0.0	0.585	0.631	0.57	0.0	0.0	0.0	0.0	0.0	0.736	0.782	0.721	0.0	0.0	0.0	0.0	0.0	0.602	0.648	0.587	0.0	0.0	0.0	0.0	0.0	0.472	0.517	0.457	0.0	0.0
CPI-SS09A4576D9	APP_CAV1	simple:P05067	simple:Q03135	APP	CAV1	False	False	False	user_curated	False	0.0	0.0	0.0	0.064	0.11	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.08	0.019	0.0	0.0	0.0	0.0	0.0	0.16	0.206	0.145	0.0	0.0	0.0	0.0	0.0	0.142	0.188	0.127	0.0	0.0	0.0	0.0	0.0	0.098	0.144	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03FB81012	PDGFRB_CAV1	simple:P09619	simple:Q03135	PDGFRB	CAV1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.064	0.004	0.0	0.0	0.0	0.0	0.0	0.032	0.078	0.017	0.0	0.0	0.0	0.0	0.0	0.042	0.088	0.027	0.0	0.0
