	gene_symbol	is_in_LR_database	isLigand	isReceptor	sum_pseudobulkCellType_expr	sum_pseudobulkCellType_expr_threshold	sum_pseudobulkCellType_expr_filter
82	RNF207	False	False	False	0.319760045941667	0.25	True
83	ICMT	False	False	False	5.35539312078181	0.25	True
84	GPR153	False	False	False	0.542630617871673	0.25	True
85	ACOT7	False	False	False	5.50836151657192	0.25	True
86	AL031848.2	False	False	False	0.659754067646943	0.25	True
87	ESPN	False	False	False	1.13369483454854	0.25	True
88	TNFRSF25	True	False	True	4.9827627336271	0.25	True
89	NOL9	False	False	False	10.8600159512489	0.25	True
90	ZBTB48	False	False	False	4.45215666497446	0.25	True
91	KLHL21	False	False	False	4.22620530951625	0.25	True
92	PHF13	False	False	False	2.51477435892401	0.25	True
93	THAP3	False	False	False	4.43625053621334	0.25	True
94	DNAJC11	False	False	False	5.1032674419614	0.25	True
95	CAMTA1	False	False	False	32.194605684503	0.25	True
96	VAMP3	False	False	False	20.1648287552107	0.25	True
97	PER3	False	False	False	1.79968463814346	0.25	True
98	UTS2	True	True	False	1.23951565467847	0.25	True
99	TNFRSF9	True	False	True	1.25928637896722	0.25	True
100	PARK7	False	False	False	86.6644512243246	0.25	True
101	ERRFI1	False	False	False	0.369599863591177	0.25	True
102	RERE	False	False	False	23.1798315688144	0.25	True
103	ENO1	True	False	True	108.58937762027	0.25	True
104	ENO1-AS1	False	False	False	0.488365363429533	0.25	True
105	SLC2A5	False	False	False	2.18353354135912	0.25	True
106	GPR157	False	False	False	1.2938021893192	0.25	True
107	MIR34AHG	False	False	False	0.267217753381125	0.25	True
108	H6PD	False	False	False	4.66294148436095	0.25	True
109	SPSB1	False	False	False	0.545677068598866	0.25	True
110	SLC25A33	False	False	False	13.5487809156292	0.25	True
111	TMEM201	False	False	False	2.22675191431655	0.25	True
112	PIK3CD	True	True	False	9.52826327788543	0.25	True
113	PIK3CD-AS1	False	False	False	0.330807358917749	0.25	True
114	PIK3CD-AS2	False	False	False	0.791439718581694	0.25	True
115	CLSTN1	False	False	False	10.6285804615079	0.25	True
116	CTNNBIP1	False	False	False	10.9165832998639	0.25	True
117	LZIC	False	False	False	17.6750001087212	0.25	True
118	NMNAT1	False	False	False	1.9171083626297	0.25	True
119	RBP7	False	False	False	6.96099795354671	0.25	True
120	UBE4B	False	False	False	8.91839872837286	0.25	True
121	KIF1B	False	False	False	11.5004949096756	0.25	True
122	AL139424.3	False	False	False	0.306192925069891	0.25	True
123	PGD	False	False	False	33.2033490766535	0.25	True
124	CENPS	False	False	False	5.50611054668239	0.25	True
125	CORT	True	True	False	0.46176904782111	0.25	True
126	DFFA	False	False	False	11.2643269806454	0.25	True
127	PEX14	False	False	False	3.19867230160279	0.25	True
128	CASZ1	False	False	False	5.03740732797506	0.25	True
129	TARDBP	False	False	False	29.4477278209228	0.25	True
130	AL109811.2	False	False	False	6.04824535651627	0.25	True
131	SRM	False	False	False	31.8774812279445	0.25	True
132	EXOSC10	False	False	False	13.4480831701098	0.25	True
133	AL109811.1	False	False	False	0.396088800802451	0.25	True
134	EXOSC10-AS1	False	False	False	0.397185347100595	0.25	True
135	MTOR	False	False	False	7.07256911844838	0.25	True
136	UBIAD1	False	False	False	5.13611074434769	0.25	True
137	FBXO2	False	False	False	0.953302383259642	0.25	True
138	FBXO44	False	False	False	2.84796702343205	0.25	True
139	FBXO6	False	False	False	5.41978605799704	0.25	True
140	MAD2L2	False	False	False	15.5097627400573	0.25	True
141	DRAXIN	True	True	False	0.564174409818779	0.25	True
142	AGTRAP	True	True	False	30.5603942207483	0.25	True
143	MTHFR	False	False	False	12.7982289030683	0.25	True
144	CLCN6	False	False	False	3.99243950214781	0.25	True
145	AL021155.5	False	False	False	19.4607577700598	0.25	True
146	KIAA2013	False	False	False	11.3035955748126	0.25	True
147	PLOD1	False	False	False	4.82450108179409	0.25	True
148	MFN2	False	False	False	6.53946364966056	0.25	True
149	MIIP	False	False	False	10.9394408198067	0.25	True
150	TNFRSF8	True	True	True	0.354809876131319	0.25	True
151	TNFRSF1B	True	False	True	38.1141271412857	0.25	True
152	VPS13D	False	False	False	10.2888797204114	0.25	True
153	DHRS3	False	False	False	8.81168214027166	0.25	True
154	PRDM2	False	False	False	53.2393067259565	0.25	True
155	KAZN	False	False	False	0.451291228510265	0.25	True
156	TMEM51	False	False	False	0.676772229464307	0.25	True
157	AL031283.1	False	False	False	0.475493951964856	0.25	True
158	EFHD2	False	False	False	81.6867100625874	0.25	True
159	CASP9	False	False	False	4.56357254575084	0.25	True
160	DNAJC16	False	False	False	4.49414034198393	0.25	True
161	AGMAT	False	False	False	0.879948640029683	0.25	True
162	DDI2	False	False	False	13.3034055005878	0.25	True
163	PLEKHM2	False	False	False	19.5288298447605	0.25	True
164	SLC25A34	False	False	False	0.63246931526147	0.25	True
165	FBLIM1	False	False	False	0.56146342825571	0.25	True
166	UQCRHL	False	False	False	3.08913103714932	0.25	True
167	AL450998.2	False	False	False	8.08974273634211	0.25	True
168	SPEN	False	False	False	40.6203091567008	0.25	True
169	ZBTB17	False	False	False	5.29643740245301	0.25	True
170	EPHA2	True	True	True	0.482395371365413	0.25	True
171	ARHGEF19	False	False	False	1.45024002171643	0.25	True
172	AL109627.1	False	False	False	0.45705857246781	0.25	True
173	CPLANE2	False	False	False	0.43834993416867	0.25	True
174	FBXO42	False	False	False	9.34933777718434	0.25	True
175	SZRD1	False	False	False	25.32203202597	0.25	True
176	SPATA21	False	False	False	0.298407024383109	0.25	True
177	NECAP2	False	False	False	21.4708847020875	0.25	True
178	LINC01772	False	False	False	1.00569154030297	0.25	True
179	AL137802.2	False	False	False	0.40541902149012	0.25	True
180	NBPF1	False	False	False	1.31079825720803	0.25	True
181	CROCC	False	False	False	1.65314349998246	0.25	True
182	BX284668.5	False	False	False	5.08700671922713	0.25	True
183	BX284668.6	False	False	False	0.870576117107787	0.25	True
184	ATP13A2	False	False	False	3.89775624937788	0.25	True
185	SDHB	False	False	False	25.9191451910108	0.25	True
186	PADI2	False	False	False	1.46146383548691	0.25	True
187	PADI4	False	False	False	8.42297954546692	0.25	True
188	RCC2	False	False	False	31.083418804877	0.25	True
189	ARHGEF10L	False	False	False	1.63302493450837	0.25	True
190	ALDH4A1	False	False	False	2.03579328327701	0.25	True
191	IFFO2	False	False	False	4.42247803755967	0.25	True
192	UBR4	False	False	False	16.1815849607136	0.25	True
193	EMC1-AS1	False	False	False	0.698747950184299	0.25	True
194	EMC1	True	False	True	6.2853296986552	0.25	True
195	MRTO4	False	False	False	15.7351078526895	0.25	True
196	AKR7A2	False	False	False	22.0522211718247	0.25	True
197	SLC66A1	False	False	False	1.72473626441622	0.25	True
198	CAPZB	False	False	False	65.0577406507888	0.25	True
199	MICOS10	False	False	False	59.5101025456299	0.25	True
200	NBL1	True	True	False	3.17959414598947	0.25	True
201	TMCO4	False	False	False	2.95285540258988	0.25	True
202	OTUD3	False	False	False	4.18333601209422	0.25	True
203	UBXN10-AS1	False	False	False	0.71316526348776	0.25	True
204	UBXN10	False	False	False	1.10669696722312	0.25	True
205	CAMK2N1	False	False	False	1.70687763212054	0.25	True
206	MUL1	False	False	False	5.72589617687041	0.25	True
207	CDA	False	False	False	12.598141386866	0.25	True
208	PINK1	False	False	False	4.48722093731756	0.25	True
209	PINK1-AS	False	False	False	0.658929400477536	0.25	True
210	DDOST	False	False	False	34.6186074424732	0.25	True
211	KIF17	False	False	False	0.940231633718197	0.25	True
212	HP1BP3	False	False	False	69.3106971036996	0.25	True
213	EIF4G3	False	False	False	23.5125948866552	0.25	True
214	ECE1	False	False	False	6.19206244401742	0.25	True
215	NBPF3	False	False	False	0.837571807840472	0.25	True
216	RAP1GAP	False	False	False	0.873094015912045	0.25	True
217	USP48	False	False	False	31.7819482851915	0.25	True
218	LDLRAD2	False	False	False	1.38594686224201	0.25	True
219	HSPG2	True	True	False	1.57785352968671	0.25	True
220	LINC01635	False	False	False	0.282310347920101	0.25	True
221	LINC00339	False	False	False	4.74037937735794	0.25	True
222	CDC42	False	False	False	168.095283885704	0.25	True
223	CDC42-AS1	False	False	False	0.426707605498288	0.25	True
224	CDC42-IT1	False	False	False	3.35533399346339	0.25	True
225	ZBTB40	False	False	False	4.83378338553494	0.25	True
226	C1QA	True	True	False	2.95137547662512	0.25	True
227	C1QC	False	False	False	0.509323871551489	0.25	True
228	C1QB	True	True	True	1.11797647101302	0.25	True
229	EPHB2	True	False	True	0.342291958800154	0.25	True
230	KDM1A	False	False	False	17.7152865159048	0.25	True
231	LUZP1	False	False	False	21.6980434783322	0.25	True
232	LINC01355	False	False	False	0.760517937172376	0.25	True
233	HNRNPR	False	False	False	72.2807477817487	0.25	True
234	ZNF436	False	False	False	0.467025516249987	0.25	True
235	ZNF436-AS1	False	False	False	1.30359375617358	0.25	True
236	TCEA3	False	False	False	0.922284166380765	0.25	True
237	E2F2	False	False	False	4.80231224194038	0.25	True
238	ID3	False	False	False	6.20396918240759	0.25	True
239	MDS2	False	False	False	0.308655365221574	0.25	True
240	RPL11	False	False	False	393.239974063341	0.25	True
241	ELOA-AS1	False	False	False	1.47444293276108	0.25	True
242	ELOA	False	False	False	15.0353434108611	0.25	True
243	PITHD1	False	False	False	30.0158517821738	0.25	True
244	LYPLA2	False	False	False	10.9967535707812	0.25	True
245	GALE	False	False	False	3.17710852712691	0.25	True
246	HMGCL	False	False	False	4.40061470505303	0.25	True
247	FUCA1	False	False	False	4.52421630518298	0.25	True
248	CNR2	True	False	True	1.99797743101835	0.25	True
249	PNRC2	False	False	False	52.7264936595956	0.25	True
250	SRSF10	False	False	False	89.3283619206277	0.25	True
251	IFNLR1	True	False	True	0.677101859467388	0.25	True
252	STPG1	False	False	False	1.36598219248584	0.25	True
253	NIPAL3	False	False	False	5.36842967144632	0.25	True
254	RCAN3AS	False	False	False	0.396525056468785	0.25	True
255	RCAN3	False	False	False	12.7584669355421	0.25	True
256	NCMAP-DT	False	False	False	1.32804979166855	0.25	True
257	SRRM1	False	False	False	135.704388500205	0.25	True
258	CLIC4	False	False	False	9.34605980670508	0.25	True
259	RUNX3	False	False	False	39.7543304288309	0.25	True
260	AL031432.1	False	False	False	0.313385012004613	0.25	True
261	SYF2	False	False	False	82.4653217100136	0.25	True
262	AL031432.4	False	False	False	0.871182842705159	0.25	True
263	RSRP1	False	False	False	69.5923516463061	0.25	True
264	AL031432.3	False	False	False	0.36445413602253	0.25	True
265	RHD	False	False	False	3.89376420198238	0.25	True
266	TMEM50A	False	False	False	58.1068889840195	0.25	True
267	RHCE	False	False	False	6.56887446558131	0.25	True
268	MACO1	False	False	False	17.6406179429778	0.25	True
269	LDLRAP1	False	False	False	3.83311328161112	0.25	True
270	MAN1C1	False	False	False	0.875363216119708	0.25	True
271	AL031280.1	False	False	False	0.792387328019159	0.25	True
272	SELENON	False	False	False	6.4082179652409	0.25	True
273	AL020996.1	False	False	False	0.428063526690339	0.25	True
274	MTFR1L	False	False	False	6.5305206875394	0.25	True
275	AUNIP	False	False	False	1.5894436598645	0.25	True
276	PAQR7	False	False	False	2.1011021410517	0.25	True
277	STMN1	False	False	False	57.0347261911138	0.25	True
278	PAFAH2	False	False	False	3.28286200558343	0.25	True
279	PDIK1L	False	False	False	5.23623177198576	0.25	True
280	FAM110D	False	False	False	0.782827282680252	0.25	True
281	ZNF593	False	False	False	19.2025701449695	0.25	True
282	CNKSR1	False	False	False	0.326504534908114	0.25	True
283	CEP85	False	False	False	3.39100968980294	0.25	True
284	SH3BGRL3	False	False	False	213.9733059358	0.25	True
285	UBXN11	False	False	False	10.627148524393	0.25	True
286	CD52	True	True	False	104.326135373068	0.25	True
287	ZNF683	False	False	False	1.34791201052194	0.25	True
288	DHDDS	False	False	False	6.98325083052339	0.25	True
289	HMGN2	False	False	False	148.610210085629	0.25	True
290	RPS6KA1	False	False	False	15.1038407352362	0.25	True
291	ARID1A	False	False	False	40.0847679012459	0.25	True
292	PIGV	False	False	False	2.17624926600351	0.25	True
293	ZDHHC18	False	False	False	7.58050074578937	0.25	True
294	GPN2	False	False	False	5.03269287610973	0.25	True
295	GPATCH3	False	False	False	4.79937640609412	0.25	True
296	NUDC	False	False	False	42.5917389256651	0.25	True
297	TRNP1	False	False	False	0.385256722500848	0.25	True
298	SLC9A1	False	False	False	3.10457423002132	0.25	True
299	WDTC1	False	False	False	7.35015532090164	0.25	True
300	TMEM222	True	False	True	8.08024456614922	0.25	True
301	SYTL1	False	False	False	16.7024409713717	0.25	True
302	MAP3K6	False	False	False	1.46085873988482	0.25	True
303	GPR3	False	False	False	0.368994275700605	0.25	True
304	WASF2	False	False	False	62.1135741484843	0.25	True
305	AHDC1	False	False	False	4.25423194601447	0.25	True
306	FGR	False	False	False	26.3147267533995	0.25	True
307	IFI6	False	False	False	34.0224931262293	0.25	True
308	FAM76A	False	False	False	10.6595613378212	0.25	True
309	STX12	False	False	False	15.8492559749816	0.25	True
310	AL020997.2	False	False	False	0.348133839756942	0.25	True
311	PPP1R8	False	False	False	8.63983656575023	0.25	True
312	THEMIS2	False	False	False	32.0518139595352	0.25	True
313	RPA2	False	False	False	18.1410524535919	0.25	True
314	SMPDL3B	False	False	False	0.498751449950705	0.25	True
315	XKR8	False	False	False	3.01670060456765	0.25	True
316	EYA3	False	False	False	4.2717347723347	0.25	True
317	PTAFR	True	True	False	9.79530891499362	0.25	True
318	DNAJC8	False	False	False	59.663993639406	0.25	True
319	ATP5IF1	False	False	False	82.0041874996572	0.25	True
320	AL353622.1	False	False	False	1.94267929095423	0.25	True
321	SESN2	False	False	False	5.06203622929939	0.25	True
322	MED18	False	False	False	1.55760984600031	0.25	True
323	PHACTR4	False	False	False	26.0131299994758	0.25	True
324	RCC1	False	False	False	5.86081891853006	0.25	True
325	SNHG3	False	False	False	47.4035372685278	0.25	True
326	TRNAU1AP	False	False	False	11.5266400514917	0.25	True
327	SNHG12	False	False	False	10.2033178537525	0.25	True
328	TAF12	False	False	False	13.6181490682819	0.25	True
329	AL360012.1	False	False	False	8.60139470100742	0.25	True
330	GMEB1	False	False	False	12.934440964386	0.25	True
331	YTHDF2	False	False	False	33.7715177034294	0.25	True
332	EPB41	False	False	False	41.6253909733494	0.25	True
333	SRSF4	False	False	False	61.5073784410491	0.25	True
334	MECR	False	False	False	4.32821737026937	0.25	True
335	MATN1	True	True	False	0.385593660614724	0.25	True
336	MATN1-AS1	False	False	False	1.79930168510945	0.25	True
337	LAPTM5	False	False	False	135.97672019778	0.25	True
338	SDC3	True	False	True	0.609332990318164	0.25	True
339	PUM1	False	False	False	37.9911890110317	0.25	True
340	SNRNP40	False	False	False	18.8858562839666	0.25	True
341	ZCCHC17	False	False	False	15.4602885858205	0.25	True
342	AL451070.1	False	False	False	0.568725126242352	0.25	True
343	SERINC2	False	False	False	1.66680489906636	0.25	True
344	LINC01226	False	False	False	0.880810204859116	0.25	True
345	PEF1	False	False	False	14.0568375521162	0.25	True
346	AL136115.2	False	False	False	1.042754843271	0.25	True
347	PTP4A2	False	False	False	120.283857709221	0.25	True
348	KHDRBS1	False	False	False	69.14694197923	0.25	True
349	AL445248.1	False	False	False	1.08594022155782	0.25	True
350	TMEM39B	False	False	False	3.91575883768225	0.25	True
351	KPNA6	False	False	False	20.4487028639697	0.25	True
352	TXLNA	True	True	False	9.67821534646073	0.25	True
353	CCDC28B	False	False	False	7.94786666116142	0.25	True
354	AL049795.1	False	False	False	0.318471834362424	0.25	True
355	IQCC	False	False	False	0.633343274022144	0.25	True
356	TMEM234	False	False	False	2.39098193490637	0.25	True
357	EIF3I	False	False	False	53.059470333289	0.25	True
358	LCK	True	True	True	12.7397244098146	0.25	True
359	HDAC1	False	False	False	24.0906463763715	0.25	True
360	MARCKSL1	False	False	False	34.6186247489383	0.25	True
361	FAM229A	False	False	False	2.47956323547153	0.25	True
362	BSDC1	False	False	False	24.7413337840563	0.25	True
363	ZBTB8A	False	False	False	4.33723128044679	0.25	True
364	ZBTB8OS	False	False	False	20.3817369147397	0.25	True
365	RBBP4	False	False	False	44.1518207311208	0.25	True
366	SYNC	False	False	False	8.51828475912362	0.25	True
367	KIAA1522	False	False	False	1.1370687619023	0.25	True
368	YARS	False	False	False	16.8665630617004	0.25	True
369	S100PBP	False	False	False	9.6767971582236	0.25	True
370	TMEM54	False	False	False	0.309347924246424	0.25	True
371	RNF19B	False	False	False	8.2989291230535	0.25	True
372	AK2	False	False	False	23.5063493010437	0.25	True
373	AZIN2	False	False	False	0.304352446644987	0.25	True
374	TRIM62	False	False	False	1.15773168199837	0.25	True
375	ZNF362	False	False	False	4.81168475966624	0.25	True
376	PHC2	False	False	False	15.1296673229474	0.25	True
377	ZSCAN20	False	False	False	0.252019638454479	0.25	True
378	SMIM12	False	False	False	13.9947544659486	0.25	True
379	DLGAP3	False	False	False	1.1705994845074	0.25	True
380	TMEM35B	False	False	False	8.6615876026522	0.25	True
381	ZMYM6	False	False	False	10.9196439958705	0.25	True
382	ZMYM1	False	False	False	3.52489403292334	0.25	True
383	SFPQ	False	False	False	136.959173590079	0.25	True
384	ZMYM4	False	False	False	14.0685941418728	0.25	True
385	KIAA0319L	True	True	True	8.95125646723857	0.25	True
386	NCDN	False	False	False	1.4818115063219	0.25	True
387	AC004865.2	False	False	False	4.98902712834937	0.25	True
388	TFAP2E	False	False	False	0.363050745228345	0.25	True
389	PSMB2	False	False	False	40.6517442174219	0.25	True
390	C1orf216	False	False	False	2.44004600863802	0.25	True
391	CLSPN	False	False	False	12.7511193840402	0.25	True
392	AGO4	False	False	False	12.0479992764571	0.25	True
393	AGO1	False	False	False	13.5880585818939	0.25	True
394	AL139286.3	False	False	False	1.01475242067022	0.25	True
395	AGO3	False	False	False	20.7567725172751	0.25	True
396	ADPRHL2	False	False	False	6.48777756258124	0.25	True
397	COL8A2	True	True	False	1.03854591133116	0.25	True
398	TRAPPC3	False	False	False	17.1833757151331	0.25	True
399	MAP7D1	False	False	False	19.6379315169827	0.25	True
400	THRAP3	False	False	False	57.9077674453199	0.25	True
401	SH3D21	False	False	False	2.87173231960259	0.25	True
402	EVA1B	False	False	False	10.7663079814161	0.25	True
403	AL591845.1	False	False	False	0.387944269838026	0.25	True
404	STK40	False	False	False	6.72311216952969	0.25	True
405	LSM10	False	False	False	19.1863853394765	0.25	True
406	OSCP1	False	False	False	0.404524857384083	0.25	True
407	MRPS15	False	False	False	34.2709347237452	0.25	True
408	CSF3R	True	True	True	37.1082134751301	0.25	True
409	LINC01137	False	False	False	0.748540073388814	0.25	True
410	ZC3H12A	False	False	False	8.50499998538096	0.25	True
411	MEAF6	False	False	False	31.5666362021771	0.25	True
412	SNIP1	False	False	False	11.7758201911853	0.25	True
413	GNL2	False	False	False	15.4715658659922	0.25	True
414	C1orf109	False	False	False	4.36408002658328	0.25	True
415	CDCA8	False	False	False	5.4557391042549	0.25	True
416	MANEAL	False	False	False	0.689452917379674	0.25	True
417	YRDC	False	False	False	12.7654439749732	0.25	True
418	C1orf122	False	False	False	21.5472686172245	0.25	True
419	MTF1	False	False	False	8.98599921544593	0.25	True
420	INPP5B	False	False	False	6.45677347893541	0.25	True
421	SF3A3	False	False	False	24.9419083001764	0.25	True
422	FHL3	False	False	False	6.05539294974457	0.25	True
423	UTP11	False	False	False	12.7468061517708	0.25	True
424	POU3F1	False	False	False	0.372104354527758	0.25	True
425	RRAGC	False	False	False	13.0581979386901	0.25	True
426	AL139260.1	False	False	False	1.00699176671928	0.25	True
427	MYCBP	False	False	False	11.2540382340989	0.25	True
428	AKIRIN1	False	False	False	36.8453716073332	0.25	True
429	NDUFS5	False	False	False	98.1736591774635	0.25	True
430	MACF1	False	False	False	48.0507643235522	0.25	True
431	AL356055.1	False	False	False	0.507986963571753	0.25	True
432	BMP8A	True	True	True	0.422989062767366	0.25	True
433	PABPC4	False	False	False	41.4024308465815	0.25	True
434	PPIE	False	False	False	14.496651204597	0.25	True
435	BMP8B	True	True	True	0.748448036553164	0.25	True
436	OXCT2	False	False	False	0.297836458456978	0.25	True
437	AL033527.3	False	False	False	0.250479072472308	0.25	True
438	AL033527.4	False	False	False	0.912239757875732	0.25	True
439	TRIT1	False	False	False	4.01954731721602	0.25	True
440	MYCL	False	False	False	1.80757656226107	0.25	True
441	MFSD2A	False	False	False	2.26914672405067	0.25	True
442	CAP1	True	False	True	63.5764658839318	0.25	True
443	PPT1	False	False	False	28.1678944848845	0.25	True
444	RLF	True	True	False	26.0377803890054	0.25	True
445	AL050341.2	False	False	False	1.62870932892408	0.25	True
446	ZMPSTE24	False	False	False	8.4434600264884	0.25	True
447	COL9A2	True	True	False	4.40068233559255	0.25	True
448	SMAP2	False	False	False	60.7479983010041	0.25	True
449	ZFP69B	False	False	False	0.756260951003489	0.25	True
450	ZFP69	False	False	False	0.57439491131529	0.25	True
451	EXO5	False	False	False	1.50201073978219	0.25	True
452	ZNF684	False	False	False	2.96039408968347	0.25	True
453	RIMS3	False	False	False	0.479617686454931	0.25	True
454	NFYC-AS1	False	False	False	2.35462265955329	0.25	True
455	NFYC	False	False	False	11.1124702077922	0.25	True
456	CITED4	False	False	False	22.6593327228859	0.25	True
457	CTPS1	False	False	False	16.2136016636655	0.25	True
458	SLFNL1-AS1	False	False	False	0.304965507884035	0.25	True
459	SLFNL1	False	False	False	0.311735159013745	0.25	True
460	SCMH1	False	False	False	3.60722421955968	0.25	True
461	HIVEP3	False	False	False	6.14933629321655	0.25	True
462	FOXJ3	False	False	False	16.1294078412473	0.25	True
463	ZMYND12	False	False	False	0.353453184464784	0.25	True
464	PPCS	False	False	False	25.6147026720056	0.25	True
465	CCDC30	False	False	False	2.46875519347387	0.25	True
466	PPIH	False	False	False	20.7936346987561	0.25	True
467	YBX1	True	True	False	222.407953814825	0.25	True
468	P3H1	False	False	False	4.36401827984562	0.25	True
469	C1orf50	False	False	False	7.33680584728394	0.25	True
470	SVBP	False	False	False	20.7061419494145	0.25	True
471	ERMAP	False	False	False	7.3884176285579	0.25	True
472	AL512353.1	False	False	False	0.661054964371095	0.25	True
473	ZNF691	False	False	False	0.652526038832151	0.25	True
474	SLC2A1	False	False	False	17.3937353905816	0.25	True
475	SLC2A1-AS1	False	False	False	0.809880066840913	0.25	True
476	EBNA1BP2	False	False	False	17.5650550546174	0.25	True
477	TIE1	True	True	True	0.429740923888418	0.25	True
478	AL139289.2	False	False	False	0.720107912249296	0.25	True
479	CDC20	False	False	False	7.41639349754718	0.25	True
480	ELOVL1	False	False	False	15.1896568741356	0.25	True
481	MED8	False	False	False	11.0285006161437	0.25	True
482	SZT2	False	False	False	6.94158943471157	0.25	True
483	HYI	False	False	False	7.91891266553135	0.25	True
484	KDM4A	False	False	False	5.10089359235785	0.25	True
485	KDM4A-AS1	False	False	False	2.51543803265973	0.25	True
486	ST3GAL3	False	False	False	6.07642672170083	0.25	True
487	ARTN	True	True	False	1.48273342807003	0.25	True
488	AL357079.1	False	False	False	0.564714866730607	0.25	True
489	IPO13	False	False	False	2.04329392790802	0.25	True
