	gene_symbol	gene_symbol.1	is_in_LR_database	isLigand	isReceptor	sum_pseudobulkCellType_expr	sum_pseudobulkCellType_expr_threshold	sum_pseudobulkCellType_expr_filter	highly_variable	means	dispersions	dispersions_norm
22	PUSL1	PUSL1	False	False	False	3.94705190028129	0.25	True	False	0.02697391764338956	-5.268024285558036	-0.8525986
23	INTS11	INTS11	False	False	False	13.681630675302	0.25	True	False	0.07407599080920685	-4.646689243632449	-1.3879808
24	CPTP	CPTP	False	False	False	2.24689278438283	0.25	True	False	0.02008061333708018	-5.555790599677129	-1.1121233
25	DVL1	DVL1	False	False	False	3.01903745054454	0.25	True	False	0.021626312989070848	-5.30236166492012	-0.8835661
26	AURKAIP1	AURKAIP1	False	False	False	52.1832354775163	0.25	True	False	0.28641042400854194	-2.648448481792349	-0.14487764
27	CCNL2	CCNL2	False	False	False	22.3455220965447	0.25	True	False	0.127235037772585	-3.8079228669282186	-0.87407386
28	MRPL20-AS1	MRPL20-AS1	False	False	False	2.50222090636804	0.25	True	False	0.013207178152019737	-4.694843685263522	-0.33567068
29	MRPL20	MRPL20	False	False	False	44.8298070184123	0.25	True	False	0.24660111306803748	-3.594746168613161	-1.2517544
30	AL391244.2	AL391244.2	False	False	False	0.530638401709228	0.25	True	False	-0.00022840376611635505		0.0
31	ANKRD65	ANKRD65	False	False	False	0.850487163520009	0.25	True	False	0.012510323507718838	-3.976191372480289	0.31245223
32	ATAD3C	ATAD3C	False	False	False	0.474961922342475	0.25	True	False	0.0017948090933387778	-4.756063755081877	-0.39088252
33	ATAD3B	ATAD3B	False	False	False	6.70346821633704	0.25	True	False	0.029326019070634618	-4.107436775173119	0.19408742
34	ATAD3A	ATAD3A	False	False	False	7.93055078812906	0.25	True	True	0.02855668852066745	-3.172560334974452	1.0372139
35	SSU72	SSU72	False	False	False	44.0146134987992	0.25	True	False	0.21999601475561942	-4.2486614659166335	-2.0564084
36	AL645728.1	AL645728.1	False	False	False	3.87007258102033	0.25	True	False	0.026607625443544183	-4.984393697457673	-0.5968039
37	FNDC10	FNDC10	False	False	False	2.83829400982113	0.25	True	False	0.018852983709842733	-4.443805084746555	-0.1092693
38	AL691432.4	AL691432.4	False	False	False	0.357282016140884	0.25	True	False	0.0011867040528001475	-4.832538041818022	-0.45985153
39	AL691432.2	AL691432.2	False	False	False	2.22494580547589	0.25	True	False	0.009761112000696825	-5.197458837315442	-0.78895855
40	MIB2	MIB2	False	False	False	12.4375862831399	0.25	True	False	0.06733542474639663	-3.4175555533114412	0.1385731
41	MMP23B	MMP23B	False	False	False	2.73957623233198	0.25	True	True	0.015979969470039355	-3.347688667905816	0.8792729
42	CDK11B	CDK11B	False	False	False	16.1471296545562	0.25	True	False	0.09026220240106568	-4.468512202266432	-1.1666893
43	FO704657.1	FO704657.1	False	False	False	0.339223001433676	0.25	True	False	0.002179712870913317	-5.110002044914648	-0.71008486
44	SLC35E2B	SLC35E2B	False	False	False	3.47129983968559	0.25	True	False	0.02601055740768653	-4.640098571846064	-0.2862983
45	CDK11A	CDK11A	False	False	False	23.8810564818417	0.25	True	False	0.14145234409148572	-4.359036584869648	-1.5522146
46	SLC35E2A	SLC35E2A	False	False	False	2.59199229320584	0.25	True	False	0.018859816268922223	-5.3131030887086945	-0.8932533
47	NADK	NADK	False	False	False	13.1257819459675	0.25	True	True	0.1499261698855058	-2.152110634893562	1.163389
48	GNB1	GNB1	False	False	False	52.1528679025902	0.25	True	False	0.2653656853999171	-3.293097091405576	-0.88056993
49	GABRD	GABRD	False	False	False	0.376448744904044	0.25	True	False	0.0009319225422038077	-5.377625441663918	-0.9514434
50	PRKCZ	PRKCZ	False	False	False	1.80256958257538	0.25	True	False	0.009445896893907126	-5.588618905140076	-1.1417297
51	AL590822.2	AL590822.2	False	False	False	0.290436215283849	0.25	True	False	0.003402592255844329	-5.921663310904938	-1.4420887
52	FAAP20	FAAP20	False	False	False	37.9697216656106	0.25	True	False	0.21235844461782613	-3.8413001872831867	-1.290402
53	SKI	SKI	False	False	False	11.7763375459964	0.25	True	False	0.04682066688399452	-4.619077296553089	-0.2673401
54	AL590822.3	AL590822.3	False	False	False	0.558651924259209	0.25	True	False	-0.001395475441268063		0.0
55	MORN1	MORN1	False	False	False	1.21300678411107	0.25	True	False	0.00974902506735348	-5.657244311680318	-1.2036201
56	AL513477.2	AL513477.2	False	False	False	0.328087687850316	0.25	True	False	0.003320872696080389	-6.249917711334114	-1.7381278
57	RER1	RER1	False	False	False	31.3863121149134	0.25	True	False	0.19546010008783998	-3.407024272655902	-0.72598743
58	PEX10	PEX10	False	False	False	3.09428732900381	0.25	True	False	0.020260653532104708	-5.458462677688494	-1.0243472
59	PLCH2	PLCH2	False	False	False	0.746501042914371	0.25	True	False	0.0075513718070007296	-4.488505814430871	-0.14958304
60	PANK4	PANK4	False	False	False	1.47803154448927	0.25	True	False	0.004256085543199106	-4.948776648049582	-0.56468236
61	HES5	HES5	False	False	False	0.390228664560046	0.25	True	False	0.0007586823837989245	-3.5508592542882025	0.6960417
62	AL139246.5	AL139246.5	False	False	False	5.18819932166514	0.25	True	False	0.03500330066744616	-4.571434842693086	-0.22437333
63	TNFRSF14-AS1	TNFRSF14-AS1	False	False	False	1.72262461027662	0.25	True	False	0.011690789919642577	-5.4058901938311825	-0.9769342
64	TNFRSF14	TNFRSF14	False	False	False	24.4871429128792	0.25	True	False	0.17620040123241026	-3.991084389746865	-1.4850718
65	PRXL2B	PRXL2B	False	False	False	2.71098556400573	0.25	True	False	0.010269762140275942	-3.726996893472872	0.53719044
66	MMEL1	MMEL1	False	False	False	0.445574520889851	0.25	True	False	0.001921568946666077	-4.912569051900324	-0.5320282
67	TTC34	TTC34	False	False	False	0.565514983835885	0.25	True	False	0.0032687089606468927	-5.921730745326377	-1.4421495
68	PRDM16-DT	PRDM16-DT	False	False	False	0.449565702397729	0.25	True	False	0.000971218855484478	-3.1414193936071455	1.0652987
69	PRDM16	PRDM16	False	False	False	0.644280895559345	0.25	True	False	0.003593471234020805	-4.058846747877047	0.23790875
70	MEGF6	MEGF6	False	False	False	2.30136657591929	0.25	True	True	0.014513553476314158	-3.5532956679159087	0.69384444
71	TPRG1L	TPRG1L	False	False	False	7.56452858948257	0.25	True	False	0.04601555417509889	-5.113700158378348	-0.71342003
72	WRAP73	WRAP73	False	False	False	6.39493948425925	0.25	True	False	0.03906597231916061	-5.541705167392748	-1.0994201
73	TP73	TP73	False	False	False	0.251202580436906	0.25	True	False	0.0017271338653882446	-6.051473396436786	-1.559159
74	SMIM1	SMIM1	False	False	False	14.4841274381998	0.25	True	True	0.039116938751063514	-0.9959030117285947	3.0002515
75	LRRC47	LRRC47	False	False	False	9.96795271649333	0.25	True	False	0.052128535922447566	-4.417480094900821	-0.08552788
76	CEP104	CEP104	False	False	False	6.38864475766236	0.25	True	False	0.04548542741371749	-4.866190711410926	-0.49020147
77	DFFB	DFFB	False	False	False	2.23697183800805	0.25	True	False	0.014131913752228845	-5.096589637171405	-0.6979888
78	C1orf174	C1orf174	False	False	False	12.0838452005906	0.25	True	False	0.05684589856643254	-4.285240656295398	-0.9390705
79	NPHP4	NPHP4	False	False	False	0.754634302403602	0.25	True	False	0.004968507354457424	-5.2971807513702815	-0.8788936
80	KCNAB2	KCNAB2	False	False	False	24.1563605430871	0.25	True	False	0.13292524161142205	-3.269202064923655	-0.21118252
81	RPL22	RPL22	False	False	False	284.997162914043	0.25	True	False	0.7686481553030015	-3.6049925094615753	-0.6027168
82	RNF207	RNF207	False	False	False	0.319760045941667	0.25	True	False	0.00042886900160441085	-3.465107104926163	0.7733781
83	ICMT	ICMT	False	False	False	5.35539312078181	0.25	True	False	0.02875332580816795	-4.249949202011845	0.065561324
84	GPR153	GPR153	False	False	False	0.542630617871673	0.25	True	False	0.0037668268090078434	-5.539130895976232	-1.0970985
85	ACOT7	ACOT7	False	False	False	5.50836151657192	0.25	True	True	0.01659525262374842	-3.410972548036084	0.82219976
86	AL031848.2	AL031848.2	False	False	False	0.659754067646943	0.25	True	False	0.00715790137957639	-6.153165705839997	-1.6508712
87	ESPN	ESPN	False	False	False	1.13369483454854	0.25	True	False	0.0036622953183820736	-2.674600528688159	1.4863033
88	TNFRSF25	TNFRSF25	False	False	False	4.9827627336271	0.25	True	True	0.029442679415427296	-2.3326716671530208	1.7946749
89	NOL9	NOL9	False	False	False	10.8600159512489	0.25	True	False	0.04476717477473827	-3.9085687801744435	0.37343827
90	ZBTB48	ZBTB48	False	False	False	4.45215666497446	0.25	True	False	0.04131159828574734	-4.631268696748813	-0.278335
91	KLHL21	KLHL21	False	False	False	4.22620530951625	0.25	True	False	0.012371631941342992	-4.8108278862867735	-0.44027203
92	PHF13	PHF13	False	False	False	2.51477435892401	0.25	True	False	0.014892248408561067	-3.8907657586039823	0.38949406
93	THAP3	THAP3	False	False	False	4.43625053621334	0.25	True	False	0.02173624658973451	-5.301539162792718	-0.8828243
94	DNAJC11	DNAJC11	False	False	False	5.1032674419614	0.25	True	False	0.030767303592318575	-4.037228942146213	0.25740495
95	CAMTA1	CAMTA1	False	False	False	32.194605684503	0.25	True	False	0.15024512383302224	-3.4065841041340743	-0.38022995
96	VAMP3	VAMP3	False	False	False	20.1648287552107	0.25	True	True	0.1440709128543732	-2.5754450358681384	0.6424796
97	PER3	PER3	False	False	False	1.79968463814346	0.25	True	False	0.006397130981214661	-4.55681726948529	-0.21119033
98	UTS2	UTS2	False	False	False	1.23951565467847	0.25	True	False	0.002605874133227273	-4.428626015704985	-0.09557992
99	TNFRSF9	TNFRSF9	False	False	False	1.25928637896722	0.25	True	False	0.004011557598306941	-3.557134374079311	0.6903825
100	PARK7	PARK7	False	False	False	86.6644512243246	0.25	True	False	0.36303937824011323	-3.0505010449731853	-0.82275933
101	ERRFI1	ERRFI1	False	False	False	0.369599863591177	0.25	True	False	0.0013145772840905772	-4.8637701577557975	-0.48801848
102	RERE	RERE	False	False	False	23.1798315688144	0.25	True	False	0.12266777947280867	-2.910891871795864	0.22971514
103	ENO1	ENO1	False	False	False	108.58937762027	0.25	True	False	0.48625995510335085	-1.859260342489324	0.46792608
104	ENO1-AS1	ENO1-AS1	False	False	False	0.488365363429533	0.25	True	False	0.0036177681516197965	-5.4714554059921	-1.0360647
105	SLC2A5	SLC2A5	False	False	False	2.18353354135912	0.25	True	False	0.004160334635549114	-3.309929516369503	0.9133263
106	GPR157	GPR157	False	False	False	1.2938021893192	0.25	True	False	0.006371523109019403	-5.494201784991677	-1.0565788
107	MIR34AHG	MIR34AHG	False	False	False	0.267217753381125	0.25	True	False	0.001018251664975534	-3.6994702309929166	0.5620156
108	H6PD	H6PD	False	False	False	4.66294148436095	0.25	True	False	0.03415905474849504	-5.241711714728941	-0.8288684
109	SPSB1	SPSB1	False	False	False	0.545677068598866	0.25	True	False	0.008962870472710377	-4.556492466421491	-0.2108974
110	SLC25A33	SLC25A33	False	False	False	13.5487809156292	0.25	True	False	0.05615277088491177	-3.1993559145774073	0.40957168
111	TMEM201	TMEM201	False	False	False	2.22675191431655	0.25	True	False	0.00786402558950118	-4.248116703359433	0.06721398
112	PIK3CD	PIK3CD	False	False	False	9.52826327788543	0.25	True	False	0.05714614767566966	-4.668636192064446	-1.4152384
113	PIK3CD-AS1	PIK3CD-AS1	False	False	False	0.330807358917749	0.25	True	False	0.0043304540748847365	-5.406944989379749	-0.9778855
114	PIK3CD-AS2	PIK3CD-AS2	False	False	False	0.791439718581694	0.25	True	False	-7.20956481021959e-05		0.0
115	CLSTN1	CLSTN1	False	False	False	10.6285804615079	0.25	True	False	0.09037080499932038	-3.764992105264655	-0.29293457
116	CTNNBIP1	CTNNBIP1	False	False	False	10.9165832998639	0.25	True	False	0.06483738173397939	-3.620711997485319	-0.113742225
117	LZIC	LZIC	False	False	False	17.6750001087212	0.25	True	False	0.10359597490736824	-4.178283814363683	-0.80623275
118	NMNAT1	NMNAT1	False	False	False	1.9171083626297	0.25	True	False	0.021009016506273275	-4.9039173365161375	-0.5242256
119	RBP7	RBP7	False	False	False	6.96099795354671	0.25	True	True	0.05539775052130002	-2.176802780603864	1.6795576
120	UBE4B	UBE4B	False	False	False	8.91839872837286	0.25	True	False	0.039980097380563975	-4.438775220088044	-0.10473307
121	KIF1B	KIF1B	False	False	False	11.5004949096756	0.25	True	False	0.05766588596169776	-3.522088633285103	0.008745575
122	AL139424.3	AL139424.3	False	False	False	0.306192925069891	0.25	True	False	0.00047019743438483046	-4.658150238435954	-0.30257836
123	PGD	PGD	False	False	False	33.2033490766535	0.25	True	True	0.24507946185190876	-1.3662513656917654	1.4904469
124	CENPS	CENPS	False	False	False	5.50611054668239	0.25	True	True	0.012831965209534545	-2.617370420150431	1.5379168
125	CORT	CORT	False	False	False	0.46176904782111	0.25	True	False	0.0020131070848791095	-5.386117332770046	-0.95910186
126	DFFA	DFFA	False	False	False	11.2643269806454	0.25	True	False	0.0612448310855948	-3.926260960038181	-0.49322653
127	PEX14	PEX14	False	False	False	3.19867230160279	0.25	True	False	0.02619797951472625	-4.741379243282053	-0.37763917
128	CASZ1	CASZ1	False	False	False	5.03740732797506	0.25	True	False	0.016494910527272717	-4.668748155849475	-0.31213617
129	TARDBP	TARDBP	False	False	False	29.4477278209228	0.25	True	True	0.12166272766245283	-2.6192073058233714	0.5886305
130	AL109811.2	AL109811.2	False	False	False	6.04824535651627	0.25	True	False	0.03440918289735214	-4.692855648683587	-0.33387774
131	SRM	SRM	False	False	False	31.8774812279445	0.25	True	True	0.10885248248474122	-2.637007728624644	0.5667272
132	EXOSC10	EXOSC10	False	False	False	13.4480831701098	0.25	True	False	0.06592007534789586	-3.4428186664647558	0.10719693
133	AL109811.1	AL109811.1	False	False	False	0.396088800802451	0.25	True	False	0.0006967690044525969	-4.617844619019476	-0.26622838
134	EXOSC10-AS1	EXOSC10-AS1	False	False	False	0.397185347100595	0.25	True	False	0.0025787742432175167	-5.590242338740075	-1.1431938
135	MTOR	MTOR	False	False	False	7.07256911844838	0.25	True	False	0.03184652596251057	-4.340375348224614	-0.015990285
136	UBIAD1	UBIAD1	False	False	False	5.13611074434769	0.25	True	False	0.030173076853163627	-5.2376318415098995	-0.82518893
137	FBXO2	FBXO2	False	False	False	0.953302383259642	0.25	True	False	0.007814469520673458	-4.537641644046769	-0.19389662
138	FBXO44	FBXO44	False	False	False	2.84796702343205	0.25	True	False	0.0209574173585881	-5.424952324757348	-0.99412555
139	FBXO6	FBXO6	False	False	False	5.41978605799704	0.25	True	True	0.07414205790567081	-3.013833957746065	0.6399854
140	MAD2L2	MAD2L2	False	False	False	15.5097627400573	0.25	True	False	0.09016997789737799	-3.620111208192253	-0.11299606
141	DRAXIN	DRAXIN	False	False	False	0.564174409818779	0.25	True	False	0.0057442359089486675	-6.080523734916866	-1.5853584
142	AGTRAP	AGTRAP	False	False	False	30.5603942207483	0.25	True	True	0.28843099478794265	-1.4414695619249414	1.4120194
143	MTHFR	MTHFR	False	False	False	12.7982289030683	0.25	True	False	0.06237015528449703	-4.088003850572219	-0.69410723
144	CLCN6	CLCN6	False	False	False	3.99243950214781	0.25	True	False	0.025083111148521076	-4.98848890158023	-0.6004972
145	AL021155.5	AL021155.5	False	False	False	19.4607577700598	0.25	True	True	0.13336255581215736	-2.6457433950421256	0.55597806
146	KIAA2013	KIAA2013	False	False	False	11.3035955748126	0.25	True	False	0.08653714136169004	-3.5257377902233187	0.004213412
147	PLOD1	PLOD1	False	False	False	4.82450108179409	0.25	True	True	0.0486286973619333	-3.272608587253231	0.9469845
148	MFN2	MFN2	False	False	False	6.53946364966056	0.25	True	False	0.0275558907614238	-4.051965640663627	0.24411453
149	MIIP	MIIP	False	False	False	10.9394408198067	0.25	True	True	0.12311926235521209	-2.510633642946547	0.7222295
150	TNFRSF8	TNFRSF8	False	False	False	0.354809876131319	0.25	True	False	0.004227538960917706	-5.353716132504398	-0.92988056
151	TNFRSF1B	TNFRSF1B	False	False	False	38.1141271412857	0.25	True	False	0.21933324750542926	-2.205664932864011	0.45753407
152	VPS13D	VPS13D	False	False	False	10.2888797204114	0.25	True	False	0.05453613697433898	-4.003948462915569	-0.5897125
153	DHRS3	DHRS3	False	False	False	8.81168214027166	0.25	True	True	0.031706032622948965	-3.095706488996205	1.1065253
154	PRDM2	PRDM2	False	False	False	53.2393067259565	0.25	True	False	0.19333834936621538	-2.7490460805322017	0.1291659
155	KAZN	KAZN	False	False	False	0.451291228510265	0.25	True	False	0.0017878121760039009	-4.479369050554908	-0.14134298
156	TMEM51	TMEM51	False	False	False	0.676772229464307	0.25	True	False	0.0021389543384592773	-3.827149984066216	0.4468665
157	AL031283.1	AL031283.1	False	False	False	0.475493951964856	0.25	True	False	0.003240701206337583	-4.480293449176454	-0.14217666
158	EFHD2	EFHD2	False	False	False	81.6867100625874	0.25	True	True	0.4154167828276229	-1.7813821154615128	0.7271086
159	CASP9	CASP9	False	False	False	4.56357254575084	0.25	True	False	0.01912857731990156	-4.508495712319121	-0.1676111
160	DNAJC16	DNAJC16	False	False	False	4.49414034198393	0.25	True	False	0.03528757828569543	-5.419978475779023	-0.9896398
161	AGMAT	AGMAT	False	False	False	0.879948640029683	0.25	True	False	0.007295875523588728	-4.741050497771679	-0.37734267
162	DDI2	DDI2	False	False	False	13.3034055005878	0.25	True	True	0.0580809301601105	-2.962056752815806	0.7042914
163	PLEKHM2	PLEKHM2	False	False	False	19.5288298447605	0.25	True	False	0.09853758242473623	-3.753485442126974	-0.27864358
164	SLC25A34	SLC25A34	False	False	False	0.63246931526147	0.25	True	False	0.00041186404779826384	-4.495322564166733	-0.1557308
165	FBLIM1	FBLIM1	False	False	False	0.56146342825571	0.25	True	False	0.002293548471899065	-5.1824751298952	-0.77544534
166	UQCRHL	UQCRHL	False	False	False	3.08913103714932	0.25	True	False	0.010364608574104052	-4.687627222720552	-0.32916245
167	AL450998.2	AL450998.2	False	False	False	8.08974273634211	0.25	True	False	0.042689158856311735	-4.436640519361063	-0.10280787
168	SPEN	SPEN	False	False	False	40.6203091567008	0.25	True	True	0.15323057117086505	-2.6178581172611017	0.59029067
169	ZBTB17	ZBTB17	False	False	False	5.29643740245301	0.25	True	False	0.021618325216645598	-4.685374320485048	-0.32713065
170	EPHA2	EPHA2	False	False	False	0.482395371365413	0.25	True	False	-0.00026278559030048056		0.0
171	ARHGEF19	ARHGEF19	False	False	False	1.45024002171643	0.25	True	False	0.008973567806613661	-5.166714715491781	-0.7612317
172	AL109627.1	AL109627.1	False	False	False	0.45705857246781	0.25	True	False	0.001875279367048661	-5.772526319641404	-1.3075882
173	CPLANE2	CPLANE2	False	False	False	0.43834993416867	0.25	True	False	0.001494131138013073	-5.310137167304001	-0.8905785
174	FBXO42	FBXO42	False	False	False	9.34933777718434	0.25	True	False	0.042506974321824785	-4.433852341949121	-0.10029333
175	SZRD1	SZRD1	False	False	False	25.32203202597	0.25	True	False	0.16139489394547984	-3.123978483675659	-0.03248613
176	SPATA21	SPATA21	False	False	False	0.298407024383109	0.25	True	False	0.0002713762312626606	-3.725964420434778	0.5381216
177	NECAP2	NECAP2	False	False	False	21.4708847020875	0.25	True	False	0.15126445193039795	-3.0760304529422857	0.026513513
178	LINC01772	LINC01772	False	False	False	1.00569154030297	0.25	True	False	0.007292075503548461	-5.9335126418819355	-1.4527751
179	AL137802.2	AL137802.2	False	False	False	0.40541902149012	0.25	True	False	0.004261571240218961	-5.372353987978824	-0.9466893
180	NBPF1	NBPF1	False	False	False	1.31079825720803	0.25	True	False	0.011077842653880633	-5.195298868945254	-0.78701055
181	CROCC	CROCC	False	False	False	1.65314349998246	0.25	True	False	0.0205924824670097	-6.365286881198947	-1.8421745
182	BX284668.5	BX284668.5	False	False	False	5.08700671922713	0.25	True	False	0.04692763422481319	-4.029240512340695	0.2646094
183	BX284668.6	BX284668.6	False	False	False	0.870576117107787	0.25	True	False	0.008637506890249643	-5.09228286631397	-0.6941047
184	ATP13A2	ATP13A2	False	False	False	3.89775624937788	0.25	True	False	0.02576946178584243	-4.328699889084212	-0.0054606707
185	SDHB	SDHB	False	False	False	25.9191451910108	0.25	True	True	0.147663757923849	-2.6580746749629496	0.54080456
186	PADI2	PADI2	False	False	False	1.46146383548691	0.25	True	False	0.004734895947817489	-3.2185194967015023	0.99576527
187	PADI4	PADI4	False	False	False	8.42297954546692	0.25	True	True	0.023812082358698458	-2.6679610539146013	1.4922912
188	RCC2	RCC2	False	False	False	31.083418804877	0.25	True	True	0.0912794989206325	-2.678423805608495	1.0565566
189	ARHGEF10L	ARHGEF10L	False	False	False	1.63302493450837	0.25	True	False	0.01377391062028072	-3.846542266320184	0.4293774
190	ALDH4A1	ALDH4A1	False	False	False	2.03579328327701	0.25	True	False	0.018630161506618267	-3.981389644142393	0.3077641
191	IFFO2	IFFO2	False	False	False	4.42247803755967	0.25	True	True	0.03141661095112862	-3.6606834438959335	0.59699583
192	UBR4	UBR4	False	False	False	16.1815849607136	0.25	True	False	0.07458627510794721	-3.1899920388244807	0.4212014
193	EMC1-AS1	EMC1-AS1	False	False	False	0.698747950184299	0.25	True	False	0.0020847917310151736	-5.900056521485444	-1.4226024
194	EMC1	EMC1	False	False	False	6.2853296986552	0.25	True	False	0.03423611771239274	-4.458226752200973	-0.122275606
195	MRTO4	MRTO4	False	False	False	15.7351078526895	0.25	True	True	0.06562241567197276	-2.9627856958162324	0.70338607
196	AKR7A2	AKR7A2	False	False	False	22.0522211718247	0.25	True	False	0.08114548376711771	-3.2180384167282843	0.38636848
197	SLC66A1	SLC66A1	False	False	False	1.72473626441622	0.25	True	False	0.008278577161288046	-4.628563417452889	-0.27589524
198	CAPZB	CAPZB	False	False	False	65.0577406507888	0.25	True	False	0.35960249208398554	-3.2675955772624516	-1.0709103
199	MICOS10	MICOS10	False	False	False	59.5101025456299	0.25	True	False	0.2702664183490534	-3.0547555353928	-0.5872866
200	NBL1	NBL1	False	False	False	3.17959414598947	0.25	True	False	0.006260598723398017	-3.242058006642415	0.97453684
201	TMCO4	TMCO4	False	False	False	2.95285540258988	0.25	True	False	0.029566657620311285	-5.451690754765347	-1.0182399
202	OTUD3	OTUD3	False	False	False	4.18333601209422	0.25	True	False	0.016122857779883024	-4.80366018111541	-0.4338078
203	UBXN10-AS1	UBXN10-AS1	False	False	False	0.71316526348776	0.25	True	False	0.00578042864509921	-5.166463175598127	-0.76100487
204	UBXN10	UBXN10	False	False	False	1.10669696722312	0.25	True	False	0.006145417296867228	-4.1269317042837885	0.17650574
205	CAMK2N1	CAMK2N1	False	False	False	1.70687763212054	0.25	True	False	0.0105725909592642	-3.848966820806424	0.4271908
206	MUL1	MUL1	False	False	False	5.72589617687041	0.25	True	False	0.025047074749637528	-4.628675518979509	-0.27599633
207	CDA	CDA	False	False	False	12.598141386866	0.25	True	True	0.17615920046406036	-1.2383692068991803	2.0925446
208	PINK1	PINK1	False	False	False	4.48722093731756	0.25	True	False	0.035244339419117164	-4.312995384288789	0.008702574
209	PINK1-AS	PINK1-AS	False	False	False	0.658929400477536	0.25	True	False	0.00232211606838522	-5.622046121059876	-1.1718763
210	DDOST	DDOST	False	False	False	34.6186074424732	0.25	True	False	0.16115642022818252	-3.1443097321545252	-0.05750356
211	KIF17	KIF17	False	False	False	0.940231633718197	0.25	True	False	0.009151991415111228	-3.5559213308083915	0.69147646
212	HP1BP3	HP1BP3	False	False	False	69.3106971036996	0.25	True	False	0.365921442739575	-3.582615466497094	-1.4309953
213	EIF4G3	EIF4G3	False	False	False	23.5125948866552	0.25	True	False	0.14810881157563205	-3.200373088967099	-0.12648904
214	ECE1	ECE1	False	False	False	6.19206244401742	0.25	True	True	0.05162709031737718	-3.676669748975301	0.5825784
215	NBPF3	NBPF3	False	False	False	0.837571807840472	0.25	True	False	0.0029220831309069734	-5.109551631063183	-0.70967865
216	RAP1GAP	RAP1GAP	False	False	False	0.873094015912045	0.25	True	False	0.0034369365471736114	-3.431250554696352	0.80391186
217	USP48	USP48	False	False	False	31.7819482851915	0.25	True	False	0.14736890598553654	-3.1415544316682453	-0.054113187
218	LDLRAD2	LDLRAD2	False	False	False	1.38594686224201	0.25	True	False	0.009738741147800328	-3.3153525302586466	0.9084355
219	HSPG2	HSPG2	False	False	False	1.57785352968671	0.25	True	False	0.00980939445541991	-4.165405823493861	0.14180751
220	LINC01635	LINC01635	False	False	False	0.282310347920101	0.25	True	False	0.004991474118485652	-6.330911048591843	-1.8111724
221	LINC00339	LINC00339	False	False	False	4.74037937735794	0.25	True	False	0.029857147635263	-5.102707513656301	-0.70350623
222	CDC42	CDC42	False	False	False	168.095283885704	0.25	True	False	0.649412670284721	-3.5195103847344655	-0.9882667
223	CDC42-AS1	CDC42-AS1	False	False	False	0.426707605498288	0.25	True	False	0.004069211699404689	-6.456320821949236	-1.9242743
