id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|DC	B|Gran	B|HSPC	B|Mono	B|NK	B|T	DC|B	DC|DC	DC|Gran	DC|HSPC	DC|Mono	DC|NK	DC|T	Gran|B	Gran|DC	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|DC	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|DC	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|DC	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|DC	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS0AE8528B2	VEGFA_CD44	simple:P15692	simple:P16070	VEGFA	CD44	False	False	False	user_curated	False	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS00C01BC3E	MIF_CD44	simple:P14174	simple:P16070	MIF	CD44	False	False	False	user_curated	False	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1
CPI-SS0003E9638	COL6A2_CD44	simple:P12110	simple:P16070	COL6A2	CD44	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1
CPI-SS04AAB151C	ADAM10_CD44	simple:O14672	simple:P16070	ADAM10	CD44	False	False	False	user_curated	False	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1
CPI-SS0703338F5	LGALS9_CD44	simple:O00182	simple:P16070	LGALS9	CD44	False	False	False	user_curated	False	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0BCAB7F53	VIM_CD44	simple:P08670	simple:P16070	VIM	CD44	False	False	False	user_curated	False	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1
CPI-SS044410085	SRGN_CD44	simple:P10124	simple:P16070	SRGN	CD44	False	False	False	user_curated	False	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
CPI-SS010B52BDD	VCAN_CD44	simple:P13611	simple:P16070	VCAN	CD44	False	False	False	user_curated	False	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS03722104E	HGF_CD44	simple:P14210	simple:P16070	HGF	CD44	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS020F28ACA	PKM_CD44	simple:P14618	simple:P16070	PKM	CD44	False	False	False	user_curated	False	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1
CPI-SS0E3AD9C57	TIMP2_CD44	simple:P16035	simple:P16070	TIMP2	CD44	False	False	False	user_curated	False	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS054E39503	LRPAP1_SORL1	simple:P30533	simple:Q92673	LRPAP1	SORL1	False	False	False	user_curated	False	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
CPI-SS07ACDDCD6	APP_SORL1	simple:P05067	simple:Q92673	APP	SORL1	False	False	False	user_curated	False	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS083CBFACD	MDK_SORL1	simple:P21741	simple:Q92673	MDK	SORL1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS00D15753B	PSAP_SORT1	simple:P07602	simple:Q99523	PSAP	SORT1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CPI-SS07CCAD9BF	GRN_SORT1	simple:P28799	simple:Q99523	GRN	SORT1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0A5A90AA8	CSF1_CSF3R	simple:P09603	simple:Q99062	CSF1	CSF3R	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0ACA611DA	CD8A_HLA-C	simple:P01732	simple:P10321	CD8A	HLA-C	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPI-SS050F23BBC	CD9_HBEGF	simple:P21926	simple:Q99075	CD9	HBEGF	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0632A027A	CD44_HBEGF	simple:P16070	simple:Q99075	CD44	HBEGF	False	False	False	user_curated	False	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0
CPI-SS04ACBDE69	CD6_HBEGF	simple:P30203	simple:Q99075	CD6	HBEGF	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0
CPI-SS019B0C6B8	CD82_HBEGF	simple:P27701	simple:Q99075	CD82	HBEGF	False	False	False	user_curated	False	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CPI-SS0DF570F78	NOTCH1_ADAM17	simple:P46531	simple:P78536	NOTCH1	ADAM17	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
CPI-SS070EEF2CD	ITGB1_ADAM17	simple:P05556	simple:P78536	ITGB1	ADAM17	False	False	False	user_curated	False	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0
CPI-SS0FDFB4A50	ITGA5_ADAM17	simple:P08648	simple:P78536	ITGA5	ADAM17	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0
CPI-SS0386308FF	IL6R_ADAM17	simple:P08887	simple:P78536	IL6R	ADAM17	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS054624553	INSR_CALM1	simple:P06213	simple:P0DP23	INSR	CALM1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS03EC5E8EB	ABCA1_CALM1	simple:O95477	simple:P0DP23	ABCA1	CALM1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0EFBB65F4	KCNN4_CALM1	simple:O15554	simple:P0DP23	KCNN4	CALM1	False	False	False	user_curated	False	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0F6115075	INSR_CALM2	simple:P06213	simple:P0DP24	INSR	CALM2	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS05F06B713	ABCA1_CALM2	simple:O95477	simple:P0DP24	ABCA1	CALM2	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0EDD3F6A8	HLA-DPB1_NRG1	simple:P04440	simple:Q02297	HLA-DPB1	NRG1	False	False	False	user_curated	False	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0ECA3C270	ITGB2_ICAM1	simple:P05107	simple:P05362	ITGB2	ICAM1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
CPI-SS0ABC5C1B8	CD74_MIF	simple:P04233	simple:P14174	CD74	MIF	False	False	False	user_curated	False	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1
CPI-SS0D4C221B8	ICAM1_AREG	simple:P05362	simple:P15514	ICAM1	AREG	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0DA033F03	TNFRSF1A_GRN	simple:P19438	simple:P28799	TNFRSF1A	GRN	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0C4E86714	TNFRSF1B_GRN	simple:P20333	simple:P28799	TNFRSF1B	GRN	False	False	False	user_curated	False	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0
CPI-SS028F0D726	PROC_ITGB2	simple:P04070	simple:P05107	PROC	ITGB2	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0DAFE24B6	PLAU_ITGB2	simple:P00749	simple:P05107	PLAU	ITGB2	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS032131570	HP_ITGB2	simple:P00738	simple:P05107	HP	ITGB2	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS06DD43A6C	ICAM1_ITGAM	simple:P05362	simple:P11215	ICAM1	ITGAM	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS014B6C7D1	PROC_ITGAM	simple:P04070	simple:P11215	PROC	ITGAM	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS01562ACBC	PLAU_ITGAM	simple:P00749	simple:P11215	PLAU	ITGAM	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS069A7D8CC	HP_ITGAM	simple:P00738	simple:P11215	HP	ITGAM	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS04A88BD66	ARPC5_LDLR	simple:O15511	simple:P01130	ARPC5	LDLR	False	False	False	user_curated	False	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
CPI-SS07A876CEC	INSR_ARF1	simple:P06213	simple:P84077	INSR	ARF1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0B18FF3DC	INSR_NAMPT	simple:P06213	simple:P43490	INSR	NAMPT	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0FA4C032E	IL1B_IL1RAP	simple:P01584	simple:Q9NPH3	IL1B	IL1RAP	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS03A862F61	IL1B_IL1RN	simple:P01584	simple:P18510	IL1B	IL1RN	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0FE6BB5FD	IL1B_SIGIRR	simple:P01584	simple:Q6IA17	IL1B	SIGIRR	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0817CE2B3	CCL3L1_CCR1	simple:P16619	simple:P32246	CCL3L1	CCR1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CPI-SS0295A2800	CD9_ITGA6	simple:P21926	simple:P23229	CD9	ITGA6	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS067F25887	CD63_ITGA6	simple:P08962	simple:P23229	CD63	ITGA6	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0D92ED4EF	CD36_ITGA6	simple:P16671	simple:P23229	CD36	ITGA6	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0DD78D742	CXCL8_CD79A	simple:P10145	simple:P11912	CXCL8	CD79A	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS062080A7E	SERPINE1_PLAUR	simple:P05121	simple:Q03405	SERPINE1	PLAUR	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS048C65172	TGFB1_ENG	simple:P01137	simple:P17813	TGFB1	ENG	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
CPI-SS064B55685	CXCL8_SDC2	simple:P10145	simple:P34741	CXCL8	SDC2	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS094F522F1	TGFB1_SDC2	simple:P01137	simple:P34741	TGFB1	SDC2	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
