id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|Ery	B|Gran	B|HSPC	B|Mono	B|NK	B|T	Ery|B	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|NK	Ery|T	Gran|B	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|Ery	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|Ery	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS0DB9B9B49	F13A1_ITGA4	simple:P00488	simple:P13612	F13A1	ITGA4	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS09B7E7E15	VCAN_ITGA4	simple:P13611	simple:P13612	VCAN	ITGA4	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS044700115	CD14_ITGA4	simple:P08571	simple:P13612	CD14	ITGA4	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0AE8528B2	VEGFA_CD44	simple:P15692	simple:P16070	VEGFA	CD44	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS00C01BC3E	MIF_CD44	simple:P14174	simple:P16070	MIF	CD44	False	False	False	user_curated	False	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1
CPI-SS06807FE55	MET_CD44	simple:P08581	simple:P16070	MET	CD44	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS04AAB151C	ADAM10_CD44	simple:O14672	simple:P16070	ADAM10	CD44	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1
CPI-SS0703338F5	LGALS9_CD44	simple:O00182	simple:P16070	LGALS9	CD44	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
CPI-SS0BCAB7F53	VIM_CD44	simple:P08670	simple:P16070	VIM	CD44	False	False	False	user_curated	False	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1
CPI-SS044410085	SRGN_CD44	simple:P10124	simple:P16070	SRGN	CD44	False	False	False	user_curated	False	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1
CPI-SS010B52BDD	VCAN_CD44	simple:P13611	simple:P16070	VCAN	CD44	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS03722104E	HGF_CD44	simple:P14210	simple:P16070	HGF	CD44	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS020F28ACA	PKM_CD44	simple:P14618	simple:P16070	PKM	CD44	False	False	False	user_curated	False	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1
CPI-SS0E3AD9C57	TIMP2_CD44	simple:P16035	simple:P16070	TIMP2	CD44	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS057D7BC43	APOC1_VLDLR	simple:P02654	simple:P98155	APOC1	VLDLR	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS075296A07	JAML_CD320	simple:Q86YT9	simple:Q9NPF0	JAML	CD320	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0684736E9	CD3D_HLA-C	simple:P04234	simple:P10321	CD3D	HLA-C	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0
CPI-SS0CA07DF4D	CD3G_HLA-C	simple:P09693	simple:P10321	CD3G	HLA-C	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0
CPI-SS0ACA611DA	CD8A_HLA-C	simple:P01732	simple:P10321	CD8A	HLA-C	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0
CPI-SS0632A027A	CD44_HBEGF	simple:P16070	simple:Q99075	CD44	HBEGF	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
CPI-SS019B0C6B8	CD82_HBEGF	simple:P27701	simple:Q99075	CD82	HBEGF	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS054624553	INSR_CALM1	simple:P06213	simple:P0DP23	INSR	CALM1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS03EC5E8EB	ABCA1_CALM1	simple:O95477	simple:P0DP23	ABCA1	CALM1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0EFBB65F4	KCNN4_CALM1	simple:O15554	simple:P0DP23	KCNN4	CALM1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0565456DB	HMMR_CALM1	simple:O75330	simple:P0DP23	HMMR	CALM1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0EDD3F6A8	HLA-DPB1_NRG1	simple:P04440	simple:Q02297	HLA-DPB1	NRG1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0ECA3C270	ITGB2_ICAM1	simple:P05107	simple:P05362	ITGB2	ICAM1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
CPI-SS0ABC5C1B8	CD74_MIF	simple:P04233	simple:P14174	CD74	MIF	False	False	False	user_curated	False	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
CPI-SS0D4C221B8	ICAM1_AREG	simple:P05362	simple:P15514	ICAM1	AREG	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0C4E86714	TNFRSF1B_GRN	simple:P20333	simple:P28799	TNFRSF1B	GRN	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
CPI-SS032131570	HP_ITGB2	simple:P00738	simple:P05107	HP	ITGB2	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS04A88BD66	ARPC5_LDLR	simple:O15511	simple:P01130	ARPC5	LDLR	False	False	False	user_curated	False	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS07A876CEC	INSR_ARF1	simple:P06213	simple:P84077	INSR	ARF1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0A021DB6E	CCL5_CCR1	simple:P13501	simple:P32246	CCL5	CCR1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS08DA48A5A	CCL3_CCR1	simple:P10147	simple:P32246	CCL3	CCR1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS067F25887	CD63_ITGA6	simple:P08962	simple:P23229	CD63	ITGA6	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0D92ED4EF	CD36_ITGA6	simple:P16671	simple:P23229	CD36	ITGA6	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0DD78D742	CXCL8_CD79A	simple:P10145	simple:P11912	CXCL8	CD79A	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS048C65172	TGFB1_ENG	simple:P01137	simple:P17813	TGFB1	ENG	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
CPI-SS064B55685	CXCL8_SDC2	simple:P10145	simple:P34741	CXCL8	SDC2	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS094F522F1	TGFB1_SDC2	simple:P01137	simple:P34741	TGFB1	SDC2	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
CPI-SS0002FC59B	CALM1_FAS	simple:P0DP23	simple:P25445	CALM1	FAS	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS01956B0D2	CALM1_SELL	simple:P0DP23	simple:P14151	CALM1	SELL	False	False	False	user_curated	False	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CPI-SS0DC058794	CALM2_SELL	simple:P0DP24	simple:P14151	CALM2	SELL	False	False	False	user_curated	False	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CPI-SS0DBE5BEBB	CALM3_SELL	simple:P0DP25	simple:P14151	CALM3	SELL	False	False	False	user_curated	False	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CPI-SS018F97017	VCAN_SELL	simple:P13611	simple:P14151	VCAN	SELL	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0BE89A01F	CALM1_PTPRA	simple:P0DP23	simple:P18433	CALM1	PTPRA	False	False	False	user_curated	False	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0C2AD7153	CALM1_AQP1	simple:P0DP23	simple:P29972	CALM1	AQP1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0BB1B580F	CA2_AQP1	simple:P00918	simple:P29972	CA2	AQP1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0F2C438C9	CALM1_KCNQ1	simple:P0DP23	simple:P51787	CALM1	KCNQ1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS05703B2A9	CALM1_PDE1B	simple:P0DP23	simple:Q01064	CALM1	PDE1B	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0CD590A32	CALM1_KCNQ5	simple:P0DP23	simple:Q9NR82	CALM1	KCNQ5	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0911EECCC	CXCL8_ACKR1	simple:P10145	simple:Q16570	CXCL8	ACKR1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS05B7D3407	CCL5_ACKR1	simple:P13501	simple:Q16570	CCL5	ACKR1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS048D2A753	APP_RPSA	simple:P05067	simple:P08865	APP	RPSA	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0BBD5658B	APP_PTGER2	simple:P05067	simple:P43116	APP	PTGER2	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS07A55EDCB	ARF6_PLD1	simple:P62330	simple:Q13393	ARF6	PLD1	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
CPI-SS0B76625FA	HLA-C_CD81	simple:P10321	simple:P60033	HLA-C	CD81	False	False	False	user_curated	False	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CPI-SS0B8AF9735	ITGB1_CD81	simple:P05556	simple:P60033	ITGB1	CD81	False	False	False	user_curated	False	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CPI-SS07CB7ACC9	ITGA6_CD81	simple:P23229	simple:P60033	ITGA6	CD81	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0F32BCE50	CD99_CD81	simple:P14209	simple:P60033	CD99	CD81	False	False	False	user_curated	False	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CPI-SS08EFD7526	KIT_CD81	simple:P10721	simple:P60033	KIT	CD81	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0C8CA6114	ITGA4_CD81	simple:P13612	simple:P60033	ITGA4	CD81	False	False	False	user_curated	False	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CPI-SS0BC8C839E	HLA-DRA_CD81	simple:P01903	simple:P60033	HLA-DRA	CD81	False	False	False	user_curated	False	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CPI-SS04134EB66	HLA-DRB1_CD81	simple:P01911	simple:P60033	HLA-DRB1	CD81	False	False	False	user_curated	False	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CPI-SS08E01301F	CD37_CD81	simple:P11049	simple:P60033	CD37	CD81	False	False	False	user_curated	False	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CPI-SS0D42CE25B	IFITM1_CD81	simple:P13164	simple:P60033	IFITM1	CD81	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CPI-SS0796F1776	CALR_HLA-F	simple:P27797	simple:P30511	CALR	HLA-F	False	False	False	user_curated	False	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0
CPI-SS0BA9E8176	CD8A_HLA-F	simple:P01732	simple:P30511	CD8A	HLA-F	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	0
CPI-SS0008FC8E2	CD8B_HLA-F	simple:P10966	simple:P30511	CD8B	HLA-F	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CPI-SS061D3FA11	TLR4_CD36	simple:O00206	simple:P16671	TLR4	CD36	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	False	False	False	user_curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
