"","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene","ligand_log2FC","ligand_p_val_adj","receptor_log2FC","receptor_p_val_adj"
"3508","B:ITGA4_DC:CD81","B","ITGA4","DC","CD81",NA,NA,NA,NA
"3509","B:ITGA4_DC:CD82","B","ITGA4","DC","CD82",NA,NA,NA,NA
"3510","B:LGALS1_DC:PTPRC","B","LGALS1","DC","PTPRC",NA,NA,NA,NA
"3511","B:LTB_DC:CD40","B","LTB","DC","CD40",-0.367301712302093,9.33511976883981e-125,NA,NA
"3512","B:LTB_DC:TNFRSF1A","B","LTB","DC","TNFRSF1A",-0.367301712302093,9.33511976883981e-125,NA,NA
"3513","B:LYZ_DC:ITGAL","B","LYZ","DC","ITGAL",NA,NA,NA,NA
"3514","B:MIF_DC:CD44","B","MIF","DC","CD44",NA,NA,NA,NA
"3515","B:MIF_DC:CD74","B","MIF","DC","CD74",NA,NA,NA,NA
"3516","B:MIF_DC:CXCR4","B","MIF","DC","CXCR4",NA,NA,NA,NA
"3517","B:MIF_DC:TNFRSF10D","B","MIF","DC","TNFRSF10D",NA,NA,NA,NA
"3518","B:MIF_DC:TNFRSF14","B","MIF","DC","TNFRSF14",NA,NA,NA,NA
"3519","B:MS4A1_DC:CD53","B","MS4A1","DC","CD53",NA,NA,NA,NA
"3520","B:MS4A1_DC:CD82","B","MS4A1","DC","CD82",NA,NA,NA,NA
"3521","B:PKM_DC:CD44","B","PKM","DC","CD44",NA,NA,NA,NA
"3522","B:S100A8_DC:CD36","B","S100A8","DC","CD36",NA,NA,NA,NA
"3523","B:S100A8_DC:CD68","B","S100A8","DC","CD68",NA,NA,NA,NA
"3524","B:S100A8_DC:ITGB2","B","S100A8","DC","ITGB2",NA,NA,NA,NA
"3525","B:S100A8_DC:TLR4","B","S100A8","DC","TLR4",NA,NA,NA,NA
"3526","B:S100A9_DC:ALCAM","B","S100A9","DC","ALCAM",NA,NA,NA,NA
"3527","B:S100A9_DC:CD36","B","S100A9","DC","CD36",NA,NA,NA,NA
"3528","B:S100A9_DC:CD68","B","S100A9","DC","CD68",NA,NA,NA,NA
"3529","B:S100A9_DC:ITGB2","B","S100A9","DC","ITGB2",NA,NA,NA,NA
"3530","B:S100A9_DC:TLR4","B","S100A9","DC","TLR4",NA,NA,NA,NA
"3531","B:TNFRSF13C_DC:LILRB2","B","TNFRSF13C","DC","LILRB2",NA,NA,NA,NA
"3532","B:TYROBP_DC:TREM1","B","TYROBP","DC","TREM1",NA,NA,NA,NA
"3533","B:UBB_DC:LDLR","B","UBB","DC","LDLR",NA,NA,NA,NA
"3534","B:UBB_DC:SMAD3","B","UBB","DC","SMAD3",NA,NA,NA,NA
"3535","B:UBB_DC:TGFBR1","B","UBB","DC","TGFBR1",NA,NA,NA,NA
"3536","B:UBB_DC:TGFBR2","B","UBB","DC","TGFBR2",NA,NA,NA,NA
"3537","B:UBB_DC:TLR4","B","UBB","DC","TLR4",NA,NA,NA,NA
"3538","B:UBC_DC:LDLR","B","UBC","DC","LDLR",NA,NA,NA,NA
"3539","B:UBC_DC:SMAD3","B","UBC","DC","SMAD3",NA,NA,NA,NA
"3540","B:UBC_DC:TGFBR1","B","UBC","DC","TGFBR1",NA,NA,NA,NA
"3541","B:UBC_DC:TGFBR2","B","UBC","DC","TGFBR2",NA,NA,NA,NA
"3542","B:UBC_DC:TLR4","B","UBC","DC","TLR4",NA,NA,NA,NA
"3543","HSPC:ALOX5AP_DC:ALOX5","HSPC","ALOX5AP","DC","ALOX5",NA,NA,NA,NA
"3544","HSPC:AREG_DC:ICAM1","HSPC","AREG","DC","ICAM1",NA,NA,NA,NA
"3545","HSPC:CASP8_DC:FADD","HSPC","CASP8","DC","FADD",NA,NA,NA,NA
"3546","HSPC:CD14_DC:ITGA4","HSPC","CD14","DC","ITGA4",NA,NA,NA,NA
"3547","HSPC:CD14_DC:ITGB2","HSPC","CD14","DC","ITGB2",NA,NA,NA,NA
"3548","HSPC:CD14_DC:PLXND1","HSPC","CD14","DC","PLXND1",NA,NA,NA,NA
"3549","HSPC:CD14_DC:TLR4","HSPC","CD14","DC","TLR4",NA,NA,NA,NA
"3550","HSPC:CD36_DC:TLR4","HSPC","CD36","DC","TLR4",NA,NA,NA,NA
"3551","HSPC:CD53_DC:CD37","HSPC","CD53","DC","CD37",NA,NA,NA,NA
"3552","HSPC:CD82_DC:CD37","HSPC","CD82","DC","CD37",NA,NA,NA,NA
"3553","HSPC:FABP5_DC:RXRA","HSPC","FABP5","DC","RXRA",-0.282291705600443,8.10180813093642e-56,NA,NA
"3554","HSPC:GP1BB_DC:ITGB2","HSPC","GP1BB","DC","ITGB2",-0.301402832063824,2.21895410888982e-82,NA,NA
"3555","HSPC:GP9_DC:ITGB2","HSPC","GP9","DC","ITGB2",NA,NA,NA,NA
"3556","HSPC:HSP90B1_DC:TLR4","HSPC","HSP90B1","DC","TLR4",NA,NA,NA,NA
"3557","HSPC:HSPA4_DC:TLR4","HSPC","HSPA4","DC","TLR4",NA,NA,NA,NA
"3558","HSPC:IL17RC_DC:IGSF8","HSPC","IL17RC","DC","IGSF8",NA,NA,NA,NA
"3559","HSPC:IL1B_DC:SIGIRR","HSPC","IL1B","DC","SIGIRR",NA,NA,NA,NA
"3560","HSPC:IRAK4_DC:TLR4","HSPC","IRAK4","DC","TLR4",NA,NA,NA,NA
"3561","HSPC:LILRB4_DC:LAIR1","HSPC","LILRB4","DC","LAIR1",NA,NA,NA,NA
"3562","HSPC:LMAN1_DC:MCFD2","HSPC","LMAN1","DC","MCFD2",NA,NA,NA,NA
"3563","HSPC:MICA_DC:HCST","HSPC","MICA","DC","HCST",NA,NA,NA,NA
"3564","HSPC:PLGRKT_DC:PLAUR","HSPC","PLGRKT","DC","PLAUR",NA,NA,NA,NA
"3565","HSPC:RETN_DC:CAP1","HSPC","RETN","DC","CAP1",NA,NA,NA,NA
"3566","HSPC:RETN_DC:TLR4","HSPC","RETN","DC","TLR4",NA,NA,NA,NA
"3567","HSPC:S100A12_DC:CD36","HSPC","S100A12","DC","CD36",NA,NA,NA,NA
"3568","HSPC:S100A12_DC:TLR4","HSPC","S100A12","DC","TLR4",NA,NA,NA,NA
"3569","HSPC:S100A8_DC:CD36","HSPC","S100A8","DC","CD36",NA,NA,NA,NA
"3570","HSPC:S100A8_DC:CD68","HSPC","S100A8","DC","CD68",NA,NA,NA,NA
"3571","HSPC:S100A8_DC:ITGB2","HSPC","S100A8","DC","ITGB2",NA,NA,NA,NA
"3572","HSPC:S100A8_DC:TLR4","HSPC","S100A8","DC","TLR4",NA,NA,NA,NA
"3573","HSPC:S100A9_DC:ALCAM","HSPC","S100A9","DC","ALCAM",NA,NA,NA,NA
"3574","HSPC:S100A9_DC:CD36","HSPC","S100A9","DC","CD36",NA,NA,NA,NA
"3575","HSPC:S100A9_DC:CD68","HSPC","S100A9","DC","CD68",NA,NA,NA,NA
"3576","HSPC:S100A9_DC:ITGB2","HSPC","S100A9","DC","ITGB2",NA,NA,NA,NA
"3577","HSPC:S100A9_DC:TLR4","HSPC","S100A9","DC","TLR4",NA,NA,NA,NA
"3578","HSPC:TCTN1_DC:TCTN3","HSPC","TCTN1","DC","TCTN3",NA,NA,NA,NA
"3579","HSPC:TGS1_DC:RXRA","HSPC","TGS1","DC","RXRA",NA,NA,NA,NA
"3580","HSPC:TLR2_DC:CD14","HSPC","TLR2","DC","CD14",NA,NA,NA,NA
"3581","HSPC:TLR2_DC:CD36","HSPC","TLR2","DC","CD36",NA,NA,NA,NA
"3582","HSPC:TNF_DC:FFAR2","HSPC","TNF","DC","FFAR2",NA,NA,NA,NA
"3583","HSPC:TNF_DC:TNFRSF1A","HSPC","TNF","DC","TNFRSF1A",NA,NA,NA,NA
"3584","HSPC:TNF_DC:TNFRSF1B","HSPC","TNF","DC","TNFRSF1B",NA,NA,NA,NA
"3585","HSPC:TNF_DC:TNFRSF21","HSPC","TNF","DC","TNFRSF21",NA,NA,NA,NA
"3586","HSPC:TNF_DC:TRADD","HSPC","TNF","DC","TRADD",NA,NA,NA,NA
"3587","HSPC:TNF_DC:VSIR","HSPC","TNF","DC","VSIR",NA,NA,NA,NA
"3588","HSPC:TNFSF10_DC:CCR6","HSPC","TNFSF10","DC","CCR6",NA,NA,NA,NA
"3589","HSPC:TNFSF10_DC:TNFRSF10B","HSPC","TNFSF10","DC","TNFRSF10B",NA,NA,NA,NA
"3590","HSPC:TNFSF10_DC:TNFRSF10D","HSPC","TNFSF10","DC","TNFRSF10D",NA,NA,NA,NA
"3591","HSPC:TNFSF13_DC:SDC2","HSPC","TNFSF13","DC","SDC2",NA,NA,NA,NA
"3592","HSPC:TNFSF13_DC:TNFRSF14","HSPC","TNFSF13","DC","TNFRSF14",NA,NA,NA,NA
"3593","HSPC:TNFSF13_DC:TNFRSF1A","HSPC","TNFSF13","DC","TNFRSF1A",NA,NA,NA,NA
"3594","HSPC:TOR2A_DC:ATP5F1B","HSPC","TOR2A","DC","ATP5F1B",NA,NA,NA,NA
"3595","HSPC:ULBP2_DC:HCST","HSPC","ULBP2","DC","HCST",NA,NA,NA,NA
"3596","Ery:ADM_DC:CALCRL","Ery","ADM","DC","CALCRL",NA,NA,NA,NA
"3597","Ery:ADM_DC:RAMP1","Ery","ADM","DC","RAMP1",NA,NA,NA,NA
"3598","Ery:ALOX5AP_DC:ALOX5","Ery","ALOX5AP","DC","ALOX5",NA,NA,NA,NA
"3599","Ery:ARF6_DC:PLD1","Ery","ARF6","DC","PLD1",NA,NA,NA,NA
"3600","Ery:CALR_DC:HLA-F","Ery","CALR","DC","HLA-F",NA,NA,NA,NA
"3601","Ery:CD14_DC:ITGA4","Ery","CD14","DC","ITGA4",NA,NA,NA,NA
"3602","Ery:CD14_DC:ITGB2","Ery","CD14","DC","ITGB2",NA,NA,NA,NA
"3603","Ery:CD14_DC:PLXND1","Ery","CD14","DC","PLXND1",NA,NA,NA,NA
"3604","Ery:CD14_DC:TLR4","Ery","CD14","DC","TLR4",NA,NA,NA,NA
"3605","Ery:CD36_DC:TLR4","Ery","CD36","DC","TLR4",NA,NA,NA,NA
"3606","Ery:CD53_DC:CD37","Ery","CD53","DC","CD37",NA,NA,NA,NA
"3607","Ery:CD82_DC:CD37","Ery","CD82","DC","CD37",-0.265601021427961,1.92871032516903e-41,NA,NA
"3608","Ery:FCGR1A_DC:CD72","Ery","FCGR1A","DC","CD72",NA,NA,NA,NA
"3609","Ery:FCGR1A_DC:PILRA","Ery","FCGR1A","DC","PILRA",NA,NA,NA,NA
"3610","Ery:GDF15_DC:TGFBR2","Ery","GDF15","DC","TGFBR2",NA,NA,NA,NA
"3611","Ery:GRN_DC:TNFRSF1A","Ery","GRN","DC","TNFRSF1A",NA,NA,NA,NA
"3612","Ery:GRN_DC:TNFRSF1B","Ery","GRN","DC","TNFRSF1B",NA,NA,NA,NA
"3613","Ery:HSP90B1_DC:TLR4","Ery","HSP90B1","DC","TLR4",NA,NA,NA,NA
"3614","Ery:HSPA1A_DC:TLR4","Ery","HSPA1A","DC","TLR4",NA,NA,NA,NA
"3615","Ery:ICAM4_DC:ITGA4","Ery","ICAM4","DC","ITGA4",NA,NA,NA,NA
"3616","Ery:ICAM4_DC:ITGAL","Ery","ICAM4","DC","ITGAL",NA,NA,NA,NA
"3617","Ery:ICAM4_DC:ITGB2","Ery","ICAM4","DC","ITGB2",NA,NA,NA,NA
"3618","Ery:IL1B_DC:SIGIRR","Ery","IL1B","DC","SIGIRR",NA,NA,NA,NA
"3619","Ery:LGALS1_DC:PTPRC","Ery","LGALS1","DC","PTPRC",NA,NA,NA,NA
"3620","Ery:LGALS3_DC:ANXA2","Ery","LGALS3","DC","ANXA2",NA,NA,NA,NA
"3621","Ery:LILRB1_DC:LILRA5","Ery","LILRB1","DC","LILRA5",NA,NA,NA,NA
"3622","Ery:MIF_DC:CD44","Ery","MIF","DC","CD44",-0.480775155305684,5.61228137518567e-82,NA,NA
"3623","Ery:MIF_DC:CD74","Ery","MIF","DC","CD74",-0.480775155305684,5.61228137518567e-82,NA,NA
"3624","Ery:MIF_DC:CXCR4","Ery","MIF","DC","CXCR4",-0.480775155305684,5.61228137518567e-82,NA,NA
"3625","Ery:MIF_DC:TNFRSF10D","Ery","MIF","DC","TNFRSF10D",-0.480775155305684,5.61228137518567e-82,NA,NA
"3626","Ery:MIF_DC:TNFRSF14","Ery","MIF","DC","TNFRSF14",-0.480775155305684,5.61228137518567e-82,NA,NA
"3627","Ery:PIK3R1_DC:CBL","Ery","PIK3R1","DC","CBL",NA,NA,NA,NA
"3628","Ery:PIK3R1_DC:EPN1","Ery","PIK3R1","DC","EPN1",NA,NA,NA,NA
"3629","Ery:PKM_DC:CD44","Ery","PKM","DC","CD44",NA,NA,NA,NA
"3630","Ery:S100A8_DC:CD36","Ery","S100A8","DC","CD36",NA,NA,NA,NA
"3631","Ery:S100A8_DC:CD68","Ery","S100A8","DC","CD68",NA,NA,NA,NA
"3632","Ery:S100A8_DC:ITGB2","Ery","S100A8","DC","ITGB2",NA,NA,NA,NA
"3633","Ery:S100A8_DC:TLR4","Ery","S100A8","DC","TLR4",NA,NA,NA,NA
"3634","Ery:S100A9_DC:ALCAM","Ery","S100A9","DC","ALCAM",NA,NA,NA,NA
"3635","Ery:S100A9_DC:CD36","Ery","S100A9","DC","CD36",NA,NA,NA,NA
"3636","Ery:S100A9_DC:CD68","Ery","S100A9","DC","CD68",NA,NA,NA,NA
"3637","Ery:S100A9_DC:ITGB2","Ery","S100A9","DC","ITGB2",NA,NA,NA,NA
"3638","Ery:S100A9_DC:TLR4","Ery","S100A9","DC","TLR4",NA,NA,NA,NA
"3639","Ery:TGM2_DC:ITGA4","Ery","TGM2","DC","ITGA4",NA,NA,NA,NA
"3640","Ery:TGS1_DC:RXRA","Ery","TGS1","DC","RXRA",NA,NA,NA,NA
"3641","Ery:THBS1_DC:CD36","Ery","THBS1","DC","CD36",NA,NA,NA,NA
"3642","Ery:THBS1_DC:CD47","Ery","THBS1","DC","CD47",NA,NA,NA,NA
"3643","Ery:THBS1_DC:ITGA4","Ery","THBS1","DC","ITGA4",NA,NA,NA,NA
"3644","Ery:THBS1_DC:PTPRJ","Ery","THBS1","DC","PTPRJ",NA,NA,NA,NA
"3645","Ery:THBS1_DC:TGFB1","Ery","THBS1","DC","TGFB1",NA,NA,NA,NA
"3646","Ery:TLR2_DC:CD14","Ery","TLR2","DC","CD14",NA,NA,NA,NA
"3647","Ery:TLR2_DC:CD36","Ery","TLR2","DC","CD36",NA,NA,NA,NA
"3648","Ery:TNFSF9_DC:HLA-DPA1","Ery","TNFSF9","DC","HLA-DPA1",NA,NA,NA,NA
"3649","Ery:TOR2A_DC:ATP5F1B","Ery","TOR2A","DC","ATP5F1B",NA,NA,NA,NA
"3650","Ery:VCAN_DC:CD44","Ery","VCAN","DC","CD44",NA,NA,NA,NA
"3651","Ery:VCAN_DC:ITGA4","Ery","VCAN","DC","ITGA4",NA,NA,NA,NA
"3652","Ery:VCAN_DC:LDLR","Ery","VCAN","DC","LDLR",NA,NA,NA,NA
"3653","Ery:VCAN_DC:SELL","Ery","VCAN","DC","SELL",NA,NA,NA,NA
"3654","DC:AREG_DC:ICAM1","DC","AREG","DC","ICAM1",-0.309635305785611,3.07184088379252e-13,NA,NA
"3655","DC:ARF6_DC:PLD1","DC","ARF6","DC","PLD1",NA,NA,NA,NA
"3656","DC:CASP8_DC:FADD","DC","CASP8","DC","FADD",NA,NA,NA,NA
"3657","DC:CD14_DC:ITGA4","DC","CD14","DC","ITGA4",NA,NA,NA,NA
"3658","DC:CD14_DC:ITGB2","DC","CD14","DC","ITGB2",NA,NA,NA,NA
"3659","DC:CD14_DC:PLXND1","DC","CD14","DC","PLXND1",NA,NA,NA,NA
"3660","DC:CD14_DC:TLR4","DC","CD14","DC","TLR4",NA,NA,NA,NA
"3661","DC:CD36_DC:TLR4","DC","CD36","DC","TLR4",NA,NA,NA,NA
"3662","DC:CD53_DC:CD37","DC","CD53","DC","CD37",NA,NA,NA,NA
"3663","DC:CD82_DC:CD37","DC","CD82","DC","CD37",NA,NA,NA,NA
"3664","DC:FABP5_DC:RXRA","DC","FABP5","DC","RXRA",NA,NA,NA,NA
"3665","DC:FADD_DC:TRADD","DC","FADD","DC","TRADD",NA,NA,NA,NA
"3666","DC:GRN_DC:TNFRSF1A","DC","GRN","DC","TNFRSF1A",NA,NA,NA,NA
"3667","DC:GRN_DC:TNFRSF1B","DC","GRN","DC","TNFRSF1B",NA,NA,NA,NA
"3668","DC:HSP90B1_DC:TLR4","DC","HSP90B1","DC","TLR4",NA,NA,NA,NA
"3669","DC:HSPA4_DC:TLR4","DC","HSPA4","DC","TLR4",NA,NA,NA,NA
"3670","DC:ICAM3_DC:ITGAL","DC","ICAM3","DC","ITGAL",NA,NA,NA,NA
"3671","DC:ICAM3_DC:ITGB2","DC","ICAM3","DC","ITGB2",NA,NA,NA,NA
"3672","DC:ICAM4_DC:ITGA4","DC","ICAM4","DC","ITGA4",NA,NA,NA,NA
"3673","DC:ICAM4_DC:ITGAL","DC","ICAM4","DC","ITGAL",NA,NA,NA,NA
"3674","DC:ICAM4_DC:ITGB2","DC","ICAM4","DC","ITGB2",NA,NA,NA,NA
"3675","DC:IL1B_DC:SIGIRR","DC","IL1B","DC","SIGIRR",NA,NA,NA,NA
"3676","DC:IL1RN_DC:IL1B","DC","IL1RN","DC","IL1B",NA,NA,NA,NA
"3677","DC:IL1RN_DC:IL2RG","DC","IL1RN","DC","IL2RG",NA,NA,NA,NA
"3678","DC:LILRB1_DC:LILRA5","DC","LILRB1","DC","LILRA5",NA,NA,NA,NA
"3679","DC:LILRB4_DC:LAIR1","DC","LILRB4","DC","LAIR1",NA,NA,NA,NA
"3680","DC:LMAN1_DC:MCFD2","DC","LMAN1","DC","MCFD2",NA,NA,NA,NA
"3681","DC:PIK3R1_DC:CBL","DC","PIK3R1","DC","CBL",NA,NA,NA,NA
"3682","DC:PIK3R1_DC:EPN1","DC","PIK3R1","DC","EPN1",NA,NA,NA,NA
"3683","DC:S100A8_DC:CD36","DC","S100A8","DC","CD36",NA,NA,NA,NA
"3684","DC:S100A8_DC:CD68","DC","S100A8","DC","CD68",NA,NA,NA,NA
"3685","DC:S100A8_DC:ITGB2","DC","S100A8","DC","ITGB2",NA,NA,NA,NA
"3686","DC:S100A8_DC:TLR4","DC","S100A8","DC","TLR4",NA,NA,NA,NA
"3687","DC:S100A9_DC:ALCAM","DC","S100A9","DC","ALCAM",NA,NA,NA,NA
"3688","DC:S100A9_DC:CD36","DC","S100A9","DC","CD36",NA,NA,NA,NA
"3689","DC:S100A9_DC:CD68","DC","S100A9","DC","CD68",NA,NA,NA,NA
"3690","DC:S100A9_DC:ITGB2","DC","S100A9","DC","ITGB2",NA,NA,NA,NA
"3691","DC:S100A9_DC:TLR4","DC","S100A9","DC","TLR4",NA,NA,NA,NA
"3692","DC:S100B_DC:ALCAM","DC","S100B","DC","ALCAM",NA,NA,NA,NA
"3693","DC:SIGLEC1_DC:PTPRC","DC","SIGLEC1","DC","PTPRC",NA,NA,NA,NA
"3694","DC:TGS1_DC:RXRA","DC","TGS1","DC","RXRA",NA,NA,NA,NA
"3695","DC:TNFSF13_DC:SDC2","DC","TNFSF13","DC","SDC2",NA,NA,NA,NA
"3696","DC:TNFSF13_DC:TNFRSF14","DC","TNFSF13","DC","TNFRSF14",NA,NA,NA,NA
"3697","DC:TNFSF13_DC:TNFRSF1A","DC","TNFSF13","DC","TNFRSF1A",NA,NA,NA,NA
"3698","DC:TNFSF13B_DC:CD40","DC","TNFSF13B","DC","CD40",NA,NA,NA,NA
"3699","DC:TNFSF13B_DC:HLA-DPB1","DC","TNFSF13B","DC","HLA-DPB1",NA,NA,NA,NA
"3700","DC:TNFSF9_DC:HLA-DPA1","DC","TNFSF9","DC","HLA-DPA1",NA,NA,NA,NA
"3701","DC:TOR2A_DC:ATP5F1B","DC","TOR2A","DC","ATP5F1B",NA,NA,NA,NA
"3702","DC:VCAN_DC:CD44","DC","VCAN","DC","CD44",NA,NA,NA,NA
"3703","DC:VCAN_DC:ITGA4","DC","VCAN","DC","ITGA4",NA,NA,NA,NA
"3704","DC:VCAN_DC:LDLR","DC","VCAN","DC","LDLR",NA,NA,NA,NA
"3705","DC:VCAN_DC:SELL","DC","VCAN","DC","SELL",NA,NA,NA,NA
"3706","Mono:BTK_Mono:JAK2","Mono","BTK","Mono","JAK2",NA,NA,NA,NA
"3707","Mono:CD36_Mono:TLR4","Mono","CD36","Mono","TLR4",0.282537866386678,0,NA,NA
"3708","Mono:CD69_Mono:SIRPA","Mono","CD69","Mono","SIRPA",NA,NA,NA,NA
"3709","Mono:FCGR1A_Mono:LILRB3","Mono","FCGR1A","Mono","LILRB3",NA,NA,NA,NA
"3710","Mono:FCGR1A_Mono:PILRA","Mono","FCGR1A","Mono","PILRA",NA,NA,NA,NA
"3711","Mono:GPI_Mono:AMFR","Mono","GPI","Mono","AMFR",NA,NA,NA,NA
"3712","Mono:HLA-B_Mono:CANX","Mono","HLA-B","Mono","CANX",NA,NA,NA,NA
"3713","Mono:HLA-B_Mono:LILRB2","Mono","HLA-B","Mono","LILRB2",NA,NA,NA,NA
"3714","Mono:HSP90B1_Mono:ASGR1","Mono","HSP90B1","Mono","ASGR1",NA,NA,NA,NA
"3715","Mono:HSP90B1_Mono:LRP1","Mono","HSP90B1","Mono","LRP1",NA,NA,NA,NA
"3716","Mono:HSP90B1_Mono:TLR4","Mono","HSP90B1","Mono","TLR4",NA,NA,NA,NA
"3717","Mono:ICAM2_Mono:ITGAL","Mono","ICAM2","Mono","ITGAL",NA,NA,NA,NA
"3718","Mono:ICAM2_Mono:ITGAM","Mono","ICAM2","Mono","ITGAM",NA,NA,NA,NA
"3719","Mono:ICAM2_Mono:ITGB2","Mono","ICAM2","Mono","ITGB2",NA,NA,NA,NA
"3720","Mono:IL1B_Mono:SIGIRR","Mono","IL1B","Mono","SIGIRR",0.290397533324859,2.87318281237088e-302,NA,NA
"3721","Mono:IL1RN_Mono:IL1B","Mono","IL1RN","Mono","IL1B",NA,NA,0.290397533324859,2.87318281237088e-302
"3722","Mono:IL1RN_Mono:IL2RG","Mono","IL1RN","Mono","IL2RG",NA,NA,NA,NA
"3723","Mono:LGALS1_Mono:CD69","Mono","LGALS1","Mono","CD69",NA,NA,NA,NA
"3724","Mono:LGALS1_Mono:ITGB1","Mono","LGALS1","Mono","ITGB1",NA,NA,NA,NA
"3725","Mono:LGALS1_Mono:PTPRC","Mono","LGALS1","Mono","PTPRC",NA,NA,NA,NA
"3726","Mono:LGALS9_Mono:CD44","Mono","LGALS9","Mono","CD44",NA,NA,NA,NA
"3727","Mono:LGALS9_Mono:CD47","Mono","LGALS9","Mono","CD47",NA,NA,NA,NA
"3728","Mono:LGALS9_Mono:HAVCR2","Mono","LGALS9","Mono","HAVCR2",NA,NA,NA,NA
"3729","Mono:LGALS9_Mono:LRP1","Mono","LGALS9","Mono","LRP1",NA,NA,NA,NA
"3730","Mono:LGALS9_Mono:PTPRC","Mono","LGALS9","Mono","PTPRC",NA,NA,NA,NA
"3731","Mono:S100A8_Mono:CD69","Mono","S100A8","Mono","CD69",NA,NA,NA,NA
"3732","Mono:TNFSF13B_Mono:HLA-DPB1","Mono","TNFSF13B","Mono","HLA-DPB1",NA,NA,-0.532969590968082,0
"3733","DC:ALOX5AP_Mono:ALOX5","DC","ALOX5AP","Mono","ALOX5",NA,NA,NA,NA
"3734","DC:BTK_Mono:JAK2","DC","BTK","Mono","JAK2",NA,NA,NA,NA
"3735","DC:CD47_Mono:SCN1B","DC","CD47","Mono","SCN1B",NA,NA,NA,NA
"3736","DC:CD47_Mono:SIRPA","DC","CD47","Mono","SIRPA",NA,NA,NA,NA
"3737","DC:CD59_Mono:STAB1","DC","CD59","Mono","STAB1",NA,NA,NA,NA
"3738","DC:GPI_Mono:AMFR","DC","GPI","Mono","AMFR",NA,NA,NA,NA
"3739","DC:GRN_Mono:TNFRSF1A","DC","GRN","Mono","TNFRSF1A",NA,NA,NA,NA
"3740","DC:GRN_Mono:TNFRSF1B","DC","GRN","Mono","TNFRSF1B",NA,NA,NA,NA
"3741","DC:HLA-B_Mono:CANX","DC","HLA-B","Mono","CANX",NA,NA,NA,NA
"3742","DC:HLA-B_Mono:LILRB2","DC","HLA-B","Mono","LILRB2",NA,NA,NA,NA
"3743","DC:ICAM2_Mono:ITGAL","DC","ICAM2","Mono","ITGAL",NA,NA,NA,NA
"3744","DC:ICAM2_Mono:ITGAM","DC","ICAM2","Mono","ITGAM",NA,NA,NA,NA
"3745","DC:ICAM2_Mono:ITGB2","DC","ICAM2","Mono","ITGB2",NA,NA,NA,NA
"3746","DC:LGALS1_Mono:CD69","DC","LGALS1","Mono","CD69",NA,NA,NA,NA
"3747","DC:S100A12_Mono:CD36","DC","S100A12","Mono","CD36",NA,NA,0.282537866386678,0
"3748","DC:S100A12_Mono:TLR4","DC","S100A12","Mono","TLR4",NA,NA,NA,NA
"3749","DC:S100A8_Mono:CD69","DC","S100A8","Mono","CD69",NA,NA,NA,NA
"3750","DC:TNFSF13B_Mono:HLA-DPB1","DC","TNFSF13B","Mono","HLA-DPB1",NA,NA,-0.532969590968082,0
"3751","Gran:BTK_Mono:JAK2","Gran","BTK","Mono","JAK2",NA,NA,NA,NA
"3752","Gran:CD36_Mono:TLR4","Gran","CD36","Mono","TLR4",NA,NA,NA,NA
"3753","Gran:CD69_Mono:SIRPA","Gran","CD69","Mono","SIRPA",NA,NA,NA,NA
"3754","Gran:FCGR1A_Mono:LILRB3","Gran","FCGR1A","Mono","LILRB3",NA,NA,NA,NA
"3755","Gran:FCGR1A_Mono:PILRA","Gran","FCGR1A","Mono","PILRA",NA,NA,NA,NA
"3756","Gran:GPI_Mono:AMFR","Gran","GPI","Mono","AMFR",NA,NA,NA,NA
"3757","Gran:GRN_Mono:TNFRSF1A","Gran","GRN","Mono","TNFRSF1A",NA,NA,NA,NA
"3758","Gran:GRN_Mono:TNFRSF1B","Gran","GRN","Mono","TNFRSF1B",NA,NA,NA,NA
"3759","Gran:HLA-B_Mono:CANX","Gran","HLA-B","Mono","CANX",NA,NA,NA,NA
"3760","Gran:HLA-B_Mono:LILRB2","Gran","HLA-B","Mono","LILRB2",NA,NA,NA,NA
"3761","Gran:ICAM2_Mono:ITGAL","Gran","ICAM2","Mono","ITGAL",NA,NA,NA,NA
"3762","Gran:ICAM2_Mono:ITGAM","Gran","ICAM2","Mono","ITGAM",NA,NA,NA,NA
"3763","Gran:ICAM2_Mono:ITGB2","Gran","ICAM2","Mono","ITGB2",NA,NA,NA,NA
"3764","Gran:IL1RN_Mono:IL1B","Gran","IL1RN","Mono","IL1B",NA,NA,0.290397533324859,2.87318281237088e-302
"3765","Gran:IL1RN_Mono:IL2RG","Gran","IL1RN","Mono","IL2RG",NA,NA,NA,NA
"3766","Gran:LGALS1_Mono:CD69","Gran","LGALS1","Mono","CD69",NA,NA,NA,NA
"3767","Gran:LGALS1_Mono:ITGB1","Gran","LGALS1","Mono","ITGB1",NA,NA,NA,NA
"3768","Gran:LGALS1_Mono:PTPRC","Gran","LGALS1","Mono","PTPRC",NA,NA,NA,NA
"3769","Gran:LGALS9_Mono:CD44","Gran","LGALS9","Mono","CD44",NA,NA,NA,NA
"3770","Gran:LGALS9_Mono:CD47","Gran","LGALS9","Mono","CD47",NA,NA,NA,NA
"3771","Gran:LGALS9_Mono:HAVCR2","Gran","LGALS9","Mono","HAVCR2",NA,NA,NA,NA
"3772","Gran:LGALS9_Mono:LRP1","Gran","LGALS9","Mono","LRP1",NA,NA,NA,NA
