# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
     128.437      100.000    18335.148    29447.906
     129.457      100.000    18528.777    29636.695
     130.477       99.000    17794.344    28901.797
     131.498      100.000    17794.484    28901.797
     132.518      100.000    17794.492    28901.797
     133.538      100.000    17794.504    28901.797
     134.558      100.000    17794.504    28901.797
     135.578      100.000    17794.523    28901.797
     136.598      101.000    17794.523    28901.797
     137.618      100.000    17794.523    28901.797
     138.639       99.900    17794.523    28901.797
     139.659      100.000    17794.527    28901.797
     140.679      100.000    17794.527    28901.797
     141.700      100.000    17794.527    28901.797
     142.720      100.000    17794.527    28901.797
     143.740      100.900    17794.527    28901.797
     144.760      100.000    17794.527    28901.797
     145.781       99.000    16472.777    27580.047
     146.801      100.000    16472.777    27580.047
     147.822      100.000    16472.777    27580.047
     148.842      100.900    16472.777    27580.047
     149.862      100.000    16472.777    27580.047
     150.881      100.100    16472.777    27580.047
     151.901      100.000    16472.777    27580.047
     152.921      100.000    16472.777    27580.047
     153.941      100.000    16472.777    27580.047
     154.961      100.000    16472.777    27580.047
     155.981      100.000    16472.777    27580.047
     157.002      100.000    16472.777    27580.047
     158.022      100.900    16472.777    27580.047
     159.043       99.900    16472.777    27580.047
     160.064       99.900    16472.777    27580.047
     161.084      100.000    16472.777    27580.047
     162.105      100.000    16472.777    27580.047
     163.125      100.000    16472.777    27580.047
     164.145      100.000    16472.777    27580.047
     165.166      100.000    16472.777    27580.047
     166.186      100.000    16472.777    27580.047
     167.206      101.000    16472.777    27580.047
     168.227      100.000    16472.777    27580.047
     169.247      100.000    16472.777    27580.047
     170.268      100.000    16472.777    27580.047
     171.288      100.000    16472.777    27580.047
     172.308      100.000    16472.777    27580.047
     173.328      100.000    16472.777    27580.047
     174.349      100.000    16472.777    27580.047
     175.360       99.900    16472.777    27580.047
     176.379      101.100    16472.777    27580.047
     177.397       99.200    16472.777    27580.047
     178.416      101.100    16472.777    27580.047
     179.435      100.100    16472.777    27580.047
     180.454      100.100    16472.777    27580.047
     181.473       99.100    16472.777    27580.047
     182.490      100.300    16472.777    27580.047
     183.507      100.300    16472.777    27580.047
     184.524      100.300    16472.777    27580.047
     185.541      100.300    16472.777    27580.047
     186.558       99.300    16472.777    27580.047
     187.575       99.300    16472.777    27580.047
     188.592      101.300    16472.777    27580.047
     189.609      100.300    16441.102    27548.371
     190.625      100.300    16441.102    27548.371
     191.642       99.300    16441.102    27548.371
     192.659      100.300    16441.102    27548.371
     193.677       99.300    16441.102    27548.371
     194.694      100.300    16441.102    27548.371
     195.711      100.300    16441.102    27548.371
     196.729      100.200    16441.102    27548.371
     197.746      100.300    16441.102    27548.371
     198.763      100.300    16441.102    27548.371
     199.780       99.300    16441.102    27548.371
     200.796      100.300    16441.102    27548.371
     201.813      100.300    16441.102    27548.371
     202.830      100.300    16441.102    27548.371
     203.847      100.300    16441.102    27548.371
     204.864       99.300    16441.102    27548.371
     205.881      100.300    16441.102    27548.371
     206.898       99.300    16441.102    27548.371
     207.914      101.400    16441.102    27548.371
     208.931       99.300    16441.102    27548.371
     209.948      100.300    16441.102    27548.371
     210.965      100.300    16441.102    27548.371
     211.982       99.300    16441.102    27548.371
     212.999      101.300    16441.102    27548.371
     214.016       99.300    16441.102    27548.371
     215.032       99.300    16441.102    27548.371
     216.049      101.300    16441.102    27548.371
     217.066       99.300    16441.102    27548.371
     218.083      100.300    16441.102    27548.371
     219.100      100.300    16441.102    27548.371
     220.117      100.300    16441.105    27548.371
     221.134       99.300    16441.105    27548.371
     222.150      100.400    16441.105    27548.371
     223.167       99.300    16441.105    27548.371
     224.184      100.300    16441.105    27548.371
     225.201      100.300    16441.105    27548.371
     226.218      100.300    16441.105    27548.371
     227.236      100.200    16441.105    27548.371
     228.253      100.300    16441.105    27548.371
     229.270      100.300    16441.105    27548.371
     230.286       99.300    16441.105    27548.371
     231.303      100.300    16441.105    27548.371
     232.320       99.300    16441.105    27548.371
     233.337      101.300    16441.105    27548.371
     234.354       99.300    16441.105    27548.371
     235.371      100.300    16441.105    27548.371
     236.388      100.300    16441.105    27548.371
     237.405       99.300    16441.105    27548.371
     238.422      101.300    16441.105    27548.371
     239.439       99.300    16441.105    27548.371
     240.456      100.300    16441.105    27548.371
     241.472       99.300    16441.105    27548.371
     242.489      101.300    16441.105    27548.371
     243.506       99.300    16441.105    27548.371
     244.523      100.300    16441.105    27548.371
     245.540       99.300    16441.105    27548.371
     246.557      100.300    16441.105    27548.371
     247.576      100.000    16441.105    27548.371
     248.594      100.200    16441.105    27548.371
     249.611      100.300    16441.105    27548.371
     250.628      100.300    16441.105    27548.371
     251.645       99.300    16441.105    27548.371
     252.662      101.300    16441.105    27548.371
     253.680       99.300    16441.105    27548.371
     254.697      100.300    16441.105    27548.371
     255.714      100.300    16441.105    27548.371
     256.732      100.200    16441.105    27548.371
     257.749      100.300    16441.105    27548.371
     258.766       99.300    16441.105    27548.371
     259.783      100.300    16441.105    27548.371
     260.800      100.300    16441.105    27548.371
     261.817       99.300    16441.105    27548.371
     262.834      100.300    16441.105    27548.371
     263.850      100.300    16441.105    27548.371
     264.868      100.300    16441.105    27548.371
     265.884      100.300    16441.105    27548.371
     266.901       99.400    16441.105    27548.371
     267.917      100.400    16441.105    27548.371
     268.934      100.300    16441.105    27548.371
     269.951      100.300    16441.105    27548.371
     270.968       99.300    16441.105    27548.371
     271.985      100.300    16441.105    27548.371
     273.002      100.300    16441.105    27548.371
     274.020      100.200    16441.105    27548.371
     275.039      100.100    16441.105    27548.371
     276.059      100.000    16441.105    27548.371
     277.079      100.000    16441.105    27548.371
     278.099      100.000    16441.105    27548.371
     279.119      100.000    16441.105    27548.371
     280.138      100.000    16441.105    27548.371
     281.158      100.000    16441.105    27548.371
     282.178      100.000    16441.105    27548.371
     283.198      100.000    16441.105    27548.371
     284.218      100.000    16441.105    27548.371
     285.238      101.000    16441.105    27548.371
     286.258       99.000    16441.105    27548.371
     287.277      100.000    16441.105    27548.371
     288.297      100.000    16441.105    27548.371
     289.317      100.000    16441.105    27548.371
     290.337      101.000    16441.105    27548.371
     291.357       99.000    16441.105    27548.371
     292.377      100.000    16441.105    27548.371
     293.397      100.000    16441.105    27548.371
     294.417      101.000    16441.105    27548.371
     295.437      100.000    16441.105    27548.371
     296.457      100.000    16441.105    27548.371
     297.477      101.000    16441.105    27548.371
     298.497       99.000    16441.105    27548.371
     299.517      100.000    16441.105    27548.371
     300.537      100.000    16441.105    27548.371
     301.557      100.000    16441.105    27548.371
     302.577      101.000    16441.105    27548.371
     303.597      100.000    16441.105    27548.371
     304.617      100.000    16441.105    27548.371
     305.637      100.000    16441.105    27548.371
     306.657      100.000    16441.105    27548.371
     307.678       99.900    16441.105    27548.371
     308.698      100.000    16441.105    27548.371
     309.718      100.000    16441.105    27548.371
     310.738      100.000    16441.105    27548.371
     311.758      101.000    16441.105    27548.371
     312.778      100.000    16441.105    27548.371
     313.798      100.000    16441.105    27548.371
     314.818      100.000    16441.105    27548.371
     315.838      100.000    16441.105    27548.371
     316.857      100.100    16441.105    27548.371
     317.877      100.000    16441.105    27548.371
     318.897      100.000    16441.105    27548.371
     319.917      100.000    16441.105    27548.371
     320.937      100.000    16441.105    27548.371
     321.956      100.000    16441.105    27548.371
     322.976      100.000    16441.105    27548.371
     323.996      100.000    16441.105    27548.371
     325.016      100.000    16441.105    27548.371
     326.035      100.000    16441.105    27548.371
     327.055      100.000    16441.105    27548.371
     328.075      100.000    16441.105    27548.371
     329.095      101.000    16441.105    27548.371
     330.115      100.000    16441.105    27548.371
     331.134       99.000    16441.105    27548.371
     332.154      100.000    16441.105    27548.371
     333.174      101.000    16441.105    27548.371
     334.194      100.000    16441.105    27548.371
     335.214      100.000    16441.105    27548.371
     336.234      100.000    16441.105    27548.371
     337.254      100.000    16441.105    27548.371
     338.273      100.000    16441.105    27548.371
     339.293      100.000    16441.105    27548.371
     340.313      100.000    16441.105    27548.371
     341.333      100.000    16441.105    27548.371
     342.353      100.000    16441.105    27548.371
     343.373      100.000    16441.105    27548.371
     344.393      100.000    16441.105    27548.371
     345.413      100.000    16441.105    27548.371
     346.432      100.000    16441.105    27548.371
     347.452      101.000    16441.105    27548.371
     348.472      100.000    16441.105    27548.371
     349.492       99.000    16441.105    27548.371
     350.514      100.700    16441.105    27548.371
     351.535      100.000    16441.105    27548.371
     352.555      100.000    16441.105    27548.371
     353.574      100.000    16441.105    27548.371
     354.594      100.000    16441.105    27548.371
     355.614      100.000    16441.105    27548.371
     356.634      100.000    16441.105    27548.371
     357.653      100.000    16441.105    27548.371
     358.673      100.000    16441.105    27548.371
     359.693      100.000    16441.105    27548.371
     360.713      100.000    16441.105    27548.371
     361.732      101.000    16441.105    27548.371
     362.752      100.000    16441.105    27548.371
     363.772      100.000    16441.105    27548.371
     364.792      100.000    16441.105    27548.371
     365.811      100.000    16441.105    27548.371
     366.831      100.000    16441.105    27548.371
     367.850      100.100    16441.105    27548.371
     368.869      100.100    16441.105    27548.371
     369.889      100.000    16441.105    27548.371
     370.908      100.000    16441.105    27548.371
     371.928      100.000    16441.105    27548.371
     372.948      100.000    16441.105    27548.371
     373.967      100.100    16441.105    27548.371
     374.987      100.000    16441.105    27548.371
     376.007      100.000    16441.105    27548.371
     377.026      100.000    16441.105    27548.371
     378.046      100.000    16441.105    27548.371
     379.066      100.000    16441.105    27548.371
     380.086      100.000    16441.105    27548.371
     381.106      100.000    16441.105    27548.371
     382.126      101.000    16441.105    27548.371
     383.145       99.000    16441.105    27548.371
     384.165      100.100    16441.105    27548.371
     385.184      100.000    16441.105    27548.371
     386.204      100.000    16441.105    27548.371
     387.224      100.000    16441.105    27548.371
     388.244      101.000    16441.105    27548.371
     389.263      100.000    16441.105    27548.371
     390.283      100.000    16441.105    27548.371
     391.303      100.000    16441.105    27548.371
     392.323      100.000    16441.105    27548.371
     393.342      100.000    16441.105    27548.371
     394.362      100.000    16441.105    27548.371
     395.382      100.000    16441.105    27548.371
     396.402      100.000    16441.105    27548.371
     397.421      100.000    16441.105    27548.371
     398.441      100.000    16441.105    27548.371
     399.461      100.000    16441.105    27548.371
     400.481      100.000    16441.105    27548.371
     401.501      100.000    16441.105    27548.371
     402.521      100.000    16441.105    27548.371
     403.541      100.000    16441.105    27548.371
     404.561      100.000    16441.105    27548.371
     405.580      101.000    16441.105    27548.371
     406.600      100.000    16441.105    27548.371
     407.620       99.000    16441.105    27548.371
     408.640      101.000    16441.105    27548.371
     409.660      100.000    16441.105    27548.371
     410.679      100.000    16441.105    27548.371
     411.699      100.000    16441.105    27548.371
     412.719      100.000    16441.105    27548.371
     413.739      100.000    16441.105    27548.371
     414.758      100.100    16441.105    27548.371
     415.778      100.000    16441.105    27548.371
     416.798      100.000    16441.105    27548.371
     417.818      100.000    16441.105    27548.371
     418.838      100.000    16441.105    27548.371
     419.857      100.100    16441.105    27548.371
     420.876      100.000    16441.105    27548.371
     421.896      101.000    16441.105    27548.371
     422.916      100.000    16441.105    27548.371
     423.936      100.000    16441.105    27548.371
     424.956      100.000    16441.105    27548.371
     425.975      100.000    16441.105    27548.371
     426.995      100.000    16441.105    27548.371
     428.015      100.000    16441.105    27548.371
     429.034      100.000    16441.105    27548.371
     430.054      100.000    16441.105    27548.371
     431.074      100.000    16441.105    27548.371
     432.094      100.000    16441.105    27548.371
     433.114      100.000    16441.105    27548.371
     434.133      100.000    16441.105    27548.371
     435.153      100.000    16441.105    27548.371
     436.173      100.000    16441.105    27548.371
     437.193      100.000    16441.105    27548.371
     438.213      100.000    16441.105    27548.371
     439.232      100.000    16441.105    27548.371
     440.253      100.900    16441.105    27548.371
     441.273      100.000    16441.105    27548.371
     442.292       99.000    16441.105    27548.371
     443.312      101.000    16441.105    27548.371
     444.332      100.100    16441.105    27548.371
     445.351      100.000    16441.105    27548.371
     446.371      100.000    16441.105    27548.371
     447.391      100.000    16441.105    27548.371
     448.411      100.000    16441.105    27548.371
     449.431      100.000    16441.105    27548.371
     450.450      100.000    16441.105    27548.371
     451.470      100.000    16441.105    27548.371
     452.490      100.000    16441.105    27548.371
     453.510      100.000    16441.105    27548.371
     454.530      100.000    16441.105    27548.371
     455.549      100.000    16441.105    27548.371
     456.569      100.000    16441.105    27548.371
     457.589      100.000    16441.105    27548.371
     458.609      100.000    16441.105    27548.371
     459.629      100.000    16441.105    27548.371
     460.648      101.000    16441.105    27548.371
     461.668      100.000    16441.105    27548.371
     462.688      100.000    16441.105    27548.371
     463.708       99.000    16441.105    27548.371
     464.728      101.000    16441.105    27548.371
     465.748      100.000    16441.105    27548.371
     466.767      100.000    16441.105    27548.371
     467.787      100.000    16441.105    27548.371
     468.807      100.000    16441.105    27548.371
     469.826      100.100    16441.105    27548.371
     470.845      100.000    16441.105    27548.371
     471.864      100.100    16441.105    27548.371
     472.884      100.000    16441.105    27548.371
     473.904      100.000    16441.105    27548.371
     474.923      100.100    16441.105    27548.371
     475.943      100.000    16441.105    27548.371
     476.963      100.000    16441.105    27548.371
     477.983      101.000    16441.105    27548.371
     479.003       99.000    16441.105    27548.371
     480.023      101.000    16441.105    27548.371
     481.042      100.000    16441.105    27548.371
     482.062      100.000    16441.105    27548.371
     483.082      100.000    16441.105    27548.371
     484.102      100.000    16441.105    27548.371
     485.121      100.000    16441.105    27548.371
     486.141       99.000    16441.105    27548.371
     487.161      100.000    16441.105    27548.371
     488.180      100.000    16441.105    27548.371
     489.200      100.000    16441.105    27548.371
     490.220      101.000    16441.105    27548.371
     491.240       99.000    16441.105    27548.371
     492.259      101.000    16441.105    27548.371
     493.279      100.000    16441.105    27548.371
     494.299      100.000    16441.105    27548.371
     495.318      100.000    16441.105    27548.371
     496.338      100.000    16441.105    27548.371
     497.358      100.000    16441.105    27548.371
     498.378      100.000    16441.105    27548.371
     499.397      100.000    16441.105    27548.371
     500.417      100.000    16441.105    27548.371
     501.437      100.000    16441.105    27548.371
     502.457      100.000    16441.105    27548.371
     503.477      101.000    16441.105    27548.371
     504.496       99.100    16441.105    27548.371
     505.516      100.000    16441.105    27548.371
     506.535      100.000    16441.105    27548.371
     507.555      100.000    16441.105    27548.371
     508.575      101.000    16441.105    27548.371
     509.595      100.000    16441.105    27548.371
     510.614      100.000    16441.105    27548.371
     511.634      100.000    16441.105    27548.371
     512.654       99.100    16441.105    27548.371
     513.674      100.000    16441.105    27548.371
     514.693      101.000    16441.105    27548.371
     515.713      100.000    16441.105    27548.371
     516.733      100.000    16441.105    27548.371
     517.752      100.000    16441.105    27548.371
     518.772      100.000    16441.105    27548.371
     519.792      100.000    16441.105    27548.371
     520.811      100.000    16441.105    27548.371
     521.831      100.000    16441.105    27548.371
     522.850      100.100    16441.105    27548.371
     523.869      101.100    16441.105    27548.371
     524.889       99.000    16441.105    27548.371
     525.908      100.000    16441.105    27548.371
     526.928      100.000    16441.105    27548.371
     527.948      100.000    16441.105    27548.371
     528.967      101.000    16441.105    27548.371
     529.986      100.100    16441.105    27548.371
     531.006      100.000    16441.105    27548.371
     532.026      100.000    16441.105    27548.371
     533.046       99.000    16441.105    27548.371
     534.065      101.100    16441.105    27548.371
     535.085      100.000    16441.105    27548.371
     536.104      100.000    16441.105    27548.371
     537.124      100.000    16441.105    27548.371
     538.144      100.000    16441.105    27548.371
     539.164      100.000    16441.105    27548.371
     540.184      100.000    16441.105    27548.371
     541.203      100.000    16441.105    27548.371
     542.223      100.000    16441.105    27548.371
     543.243      100.000    16441.105    27548.371
     544.262      100.000    16441.105    27548.371
     545.282      100.000    16441.105    27548.371
     546.302      100.000    16441.105    27548.371
     547.322      100.000    16441.105    27548.371
     548.341      100.000    16441.105    27548.371
     549.361      100.000    16441.105    27548.371
     550.380      100.000    16441.105    27548.371
     551.400      100.000    16441.105    27548.371
     552.420      100.000    16441.105    27548.371
     553.440      100.000    16441.105    27548.371
     554.459      100.000    16441.105    27548.371
     555.479      100.000    16441.105    27548.371
     556.499      101.000    16441.105    27548.371
     557.518      100.000    16441.105    27548.371
     558.538      100.000    16441.105    27548.371
     559.558      100.000    16441.105    27548.371
     560.577      100.000    16441.105    27548.371
     561.597      100.000    16441.105    27548.371
     562.617      100.000    16441.105    27548.371
     563.637      100.000    16441.105    27548.371
     564.656      100.100    16441.105    27548.371
     565.676      100.000    16441.105    27548.371
     566.695      100.000    16441.105    27548.371
     567.715      100.000    16441.105    27548.371
     568.735      100.000    16441.105    27548.371
     569.755      101.000    16441.105    27548.371
     570.774      100.000    16441.105    27548.371
     571.794      100.000    16441.105    27548.371
     572.814      100.000    16441.105    27548.371
     573.833      100.100    16441.105    27548.371
     574.852      100.100    16441.105    27548.371
     575.871       99.200    16441.105    27548.371
     576.890      100.000    16441.105    27548.371
     577.910      101.000    16441.105    27548.371
     578.930       99.000    16441.105    27548.371
     579.949      100.000    16441.105    27548.371
     580.969      101.000    16441.105    27548.371
     581.989      100.000    16441.105    27548.371
     583.009      100.000    16441.105    27548.371
     584.028       99.000    16441.105    27548.371
     585.048      100.000    16441.105    27548.371
     586.068      101.000    16441.105    27548.371
     587.087      100.000    16441.105    27548.371
     588.107      100.000    16441.105    27548.371
     589.126      100.000    16441.105    27548.371
     590.145       99.100    16441.105    27548.371
     591.165      101.000    16441.105    27548.371
     592.185      100.000    16441.105    27548.371
     593.204      100.000    16441.105    27548.371
     594.224      100.100    16441.105    27548.371
     595.244      100.000    16441.105    27548.371
     596.263      100.000    16441.105    27548.371
     597.284      100.000    16441.105    27548.371
     598.303      100.000    16441.105    27548.371
     599.323      100.000    16441.105    27548.371
     600.343      100.000    16441.105    27548.371
     601.363      101.000    16441.105    27548.871
     602.382      100.000    16441.105    27548.371
     603.402       99.000    16441.105    27548.371
     604.422      100.000    16441.105    27548.371
     605.441      100.000    16441.105    27548.371
     606.461      101.000    16441.105    27548.371
     607.481      100.000    16441.105    27548.371
     608.500       99.100    16441.105    27548.371
     609.520      101.000    16441.105    27548.371
     610.540       99.000    16441.105    27548.371
     611.559      100.000    16441.105    27548.371
     612.579      100.000    16441.105    27548.371
     613.599      101.000    16441.105    27548.371
     614.619      100.000    16441.105    27548.371
     615.638      101.000    16441.105    27548.371
     616.656       99.200    16441.105    27548.371
     617.676      100.000    16441.105    27548.371
     618.695      100.000    16441.105    27548.371
     619.715      100.000    16441.105    27548.371
     620.735      100.000    16441.105    27548.371
     621.754      101.000    16441.105    27548.371
     622.774       99.000    16441.105    27548.371
     623.794      100.000    16441.105    27548.371
     624.813      100.000    16441.105    27548.371
     625.833      100.000    16441.105    27548.371
     626.852      100.100    16441.105    27548.371
     627.871      100.100    16441.105    27548.371
     628.890      100.000    16441.105    27548.371
     629.910      101.000    16441.105    27548.371
     630.930      100.000    16441.105    27548.371
     631.949      100.000    16441.105    27548.371
     632.969       99.000    16441.105    27548.371
     633.989      101.000    16441.105    27548.371
     635.008      100.000    16441.105    27548.371
     636.028       99.000    16441.105    27548.371
     637.048      100.000    16441.105    27548.371
     638.067      101.000    16441.105    27548.371
     639.087      100.000    16441.105    27548.371
     640.107      100.000    16441.105    27548.371
     641.127      100.000    16441.105    27548.371
     642.146       99.100    16441.105    27548.371
     643.166      100.000    16441.105    27548.371
     644.186      101.000    16441.105    27548.371
     645.205      100.000    16441.105    27548.371
     646.225      100.000    16441.105    27548.371
     647.245      100.000    16441.105    27548.371
     648.264      100.000    16441.105    27548.371
     649.284      100.000    16441.105    27548.371
     650.303      101.000    16441.105    27548.371
     651.323       99.100    16441.105    27548.371
     652.343      100.000    16441.105    27548.371
     653.363      100.000    16441.105    27548.371
     654.382      100.100    16441.105    27548.371
     655.402      100.000    16441.105    27548.371
     656.421      100.000    16441.105    27548.371
     657.442      100.000    16441.105    27548.371
     658.461      100.000    16441.105    27548.371
     659.481      100.000    16441.105    27548.371
     660.501      101.000    16441.105    27548.371
     661.521      100.000    16441.105    27548.371
     662.540      100.000    16441.105    27548.371
     663.560      100.000    16441.105    27548.371
     664.579      100.000    16441.105    27548.371
     665.599      100.000    16441.105    27548.371
     666.619      100.000    16441.105    27548.371
     667.638      100.000    16441.105    27548.371
     668.658      100.000    16441.105    27548.371
     669.678      100.000    16441.105    27548.371
     670.697      100.000    16441.105    27548.371
     671.717      100.000    16441.105    27548.371
     672.737      100.000    16441.105    27548.371
     673.757      100.000    16441.105    27548.371
     674.776      100.000    16441.105    27548.371
     675.796      100.000    16441.105    27548.371
     676.816      100.000    16441.105    27548.371
     677.836      100.000    16441.105    27548.371
     678.854      101.100    16441.105    27548.371
     679.873       99.200    16441.105    27548.371
     680.892      100.000    16441.105    27548.371
     681.912      100.000    16441.105    27548.371
     682.932      100.000    16441.105    27548.371
     683.951      100.000    16441.105    27548.371
     684.971      100.100    16441.105    27548.371
     685.991      100.000    16441.105    27548.371
     687.010      100.000    16441.105    27548.371
     688.030      100.000    16441.105    27548.371
     689.050      100.000    16441.105    27548.371
     690.070      100.000    16441.105    27548.371
     691.089      101.000    16441.105    27548.371
     692.109      100.000    16441.105    27548.371
     693.128       99.100    16441.105    27548.371
     694.148      100.000    16441.105    27548.371
     695.168      101.000    16441.105    27548.371
     696.188      100.000    16441.105    27548.371
     697.207      100.000    16441.105    27548.371
     698.227      100.000    16441.105    27548.371
     699.247      100.000    16441.105    27548.371
     700.266      100.000    16441.105    27548.371
     701.286      100.000    16441.105    27548.371
     702.306      100.000    16441.105    27548.371
     703.325      100.000    16441.105    27548.371
     704.345      100.000    16441.105    27548.371
     705.365      101.000    16441.105    27548.371
     706.384       99.100    16441.105    27548.371
     707.404      100.000    16441.105    27548.371
     708.424      101.000    16441.105    27548.371
     709.443       99.100    16441.105    27548.371
     710.463      100.100    16441.105    27548.371
     711.483      100.000    16441.105    27548.371
     712.502      100.000    16441.105    27548.371
     713.522      100.000    16441.105    27548.371
     714.541      100.100    16441.105    27548.371
     715.561      100.000    16441.105    27548.371
     716.581      100.000    16441.105    27548.371
     717.601      100.000    16441.105    27548.371
     718.621      101.000    16441.105    27548.371
     719.641       99.100    16441.105    27548.371
     720.661      101.000    16441.105    27548.371
     721.680      100.000    16441.105    27548.371
     722.700      100.000    16441.105    27548.371
     723.720      100.000    16441.105    27548.371
     724.740      100.000    16441.105    27548.371
     725.759      100.000    16441.105    27548.371
     726.779      100.000    16441.105    27548.371
     727.799      100.000    16441.105    27548.371
     728.818      100.000    16441.105    27548.371
     729.838      101.000    16441.105    27548.371
     730.857      100.100    16441.105    27548.371
     731.876      100.000    16441.105    27548.371
     732.896      100.000    16441.105    27548.371
     733.916      100.000    16441.105    27548.371
     734.935      100.000    16441.105    27548.371
     735.955      100.000    16441.105    27548.371
     736.974      100.000    16441.105    27548.371
     737.994       99.100    16441.105    27548.371
     739.013      101.000    16441.105    27548.371
     740.033       99.100    16441.105    27548.371
     741.053      101.000    16441.105    27548.371
     742.072      100.000    16441.105    27548.371
     743.092      100.000    16441.105    27548.371
     744.111      100.100    16441.105    27548.371
     745.131      100.000    16441.105    27548.371
     746.151      100.000    16441.105    27548.371
     747.170      100.000    16441.105    27548.371
     748.190      100.000    16441.105    27548.371
