uniprot	protein_name	transmembrane	peripheral	secreted	secreted_desc	secreted_highlight	receptor	receptor_desc	integrin	other	other_desc	tags	tags_reason	tags_description	pfam
O00451	GFRA2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O00451	GFRA2_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF02351;
O00468	AGRIN_HUMAN	True	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O00468	AGRN_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O00478	BT3A3_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	Possible_receptor	nan
O00478	BTN3A3_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O00481	BTN3A1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O00481	BT3A1_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	Possible_receptor	nan
O00501	CLD5_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_comment	Adhesion_add	Claudins	nan
O00501	CLDN5_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O00533	NCHL1_HUMAN	True	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O00533	CHL1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O00548	DLL1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O00548	DLL1_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	PF01414;PF00008;PF12661;PF07657;
O00574	CXCR6_HUMAN	True	False	False	nan	False	True	Chemokine_receptor CXCR_add	False	False	nan	To_add	nan	nan	PF00001;
O00574	CXCR6_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O00585	CCL21_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O00585	CCL21_HUMAN	False	False	True	Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF00048;
O00590	ACKR2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O00590	ACKR2_HUMAN	True	False	False	nan	False	True	Atipical_chemokine_receptor_add	False	False	nan	To_add	nan	nan	PF00001;
O00592	PODXL_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O00592	PODXL_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	Migration	PF06365;
O00602	FCN1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O00602	FCN1_HUMAN	False	True	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O00622	CYR61_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O00622	CCN1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O00626	CCL22_HUMAN	False	False	True	Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF00048;
O00626	CCL22_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O00634	NET3_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O00634	NTN3_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O00744	WNT10B_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O00744	WN10B_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O00755	WNT7A_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O00755	WNT7A_HUMAN	False	False	True	CellSignal_WNT	True	False	nan	False	False	nan	To_add	nan	nan	PF00110;
O14493	CLDN4_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O14493	CLD4_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_comment	Adhesion_add	Claudins	nan
O14511	NRG2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O14511	NRG2_HUMAN	True	False	True	Growthfactor	True	False	nan	False	False	nan	To_add	nan	nan	PF07679;PF02158;
O14514	ADGRB1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O14514	BAI1_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O14522	PTPRT_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O14522	PTPRT_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	Iglike	nan
O14594	NCAN_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O14594	NCAN_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O14625	CXL11_HUMAN	False	False	True	Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF00048;
O14625	CXCL11_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O14626	GP171_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O14626	GPR171_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O14654	IRS4_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O14654	IRS4_HUMAN	False	True	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O14672	ADAM10_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O14672	ADA10_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O14763	TNFRSF10B_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O14763	TR10B_HUMAN	True	False	False	nan	False	True	TNF_receptor_add	False	False	nan	To_add	nan	TNF_receptor_add (uniprot)	PF00531;PF00020;
O14786	NRP1_HUMAN	True	False	True	Growthfactor	True	True	nan	False	False	nan	To_add	nan	nan	PF00431;PF11980;PF00754;PF00629;
O14786	NRP1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O14788	TNF11_HUMAN	True	False	True	Cytokine	True	True	nan	False	False	nan	To_add	nan	nan	PF00229;
O14788	TNFSF11_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O14798	TNFRSF10C_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O14798	TR10C_HUMAN	True	False	False	nan	False	True	TNF_receptor_add	False	False	nan	To_add	nan	nan	PF00020;
O14836	TNFRSF13B_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O14836	TR13B_HUMAN	True	False	False	nan	False	True	TNF_receptor_add	False	False	nan	To_add	nan	TNF_family (uniprot)	PF09305;
O14904	WNT9A_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O14904	WNT9A_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O14905	WNT9B_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O14905	WNT9B_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O14931	NCTR3_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_comment	Extracellular_add	nan	PF07686;
O14931	NCR3_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O14939	PLD2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O14939	PLD2_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	PF00614;PF13091;PF00787;
O14944	EREG_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O14944	EREG_HUMAN	True	False	True	Growthfactor	True	False	nan	False	False	nan	To_add	nan	nan	nan
O15020	SPTN2_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15020	SPTBN2_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15031	PLXNB2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O15031	PLXB2_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF08337;PF01437;PF01403;PF01833;PF17960;
O15041	SEMA3E_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15041	SEM3E_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	PF00047;PF01403;
O15072	ATS3_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	disintegrin and metalloproteinase	nan
O15072	ADAMTS3_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15078	CEP290_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O15078	CE290_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15123	ANGPT2_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15123	ANGP2_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	PF00147;
O15130	NPFF_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15130	NPFF_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15146	MUSK_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O15146	MUSK_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O15162	PLSCR1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O15162	PLS1_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15173	PGRC2_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	progesterone receptor (uniprot)	PF00173;
O15173	PGRMC2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O15197	EPHB6_HUMAN	True	False	True	nan	False	True	nan	False	True	nan	To_remove	nan	no ensembl	PF14575;PF01404;PF07699;PF00041;PF07714;PF07647;
O15197	EPHB6_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O15218	GPR182_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O15218	GP182_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O15230	LAMA5_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15230	LAMA5_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	laminin	nan
O15240	VGF_HUMAN	False	False	True	Growthfactor	True	False	nan	False	False	nan	To_add	nan	nan	nan
O15240	VGF_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15263	DFB4A_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15263	DEFB4B_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15335	CHAD_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15335	CHAD_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15354	GPR37_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O15354	GPR37_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF00001;
O15389	SIGLEC5_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O15389	SIGL5_HUMAN	True	False	False	nan	False	False	nan	False	True	Sialic acid-binding Ig-like	To_add	nan	Iglike	nan
O15394	NCAM2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O15394	NCAM2_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15399	NMDE4_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF01094;PF00060;PF10613;
O15399	GRIN2D_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O15444	CCL25_HUMAN	False	False	True	Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF00048;
O15444	CCL25_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15467	CCL16_HUMAN	False	False	True	Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF00048;
O15467	CCL16_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15496	PLA2G10_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15496	PA2GX_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15520	FGF10_HUMAN	False	False	True	Growthfactor	True	False	nan	False	False	nan	To_add	nan	nan	PF00167;
O15520	FGF10_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O15529	GPR42_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF00001;
O15529	GPR42_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O15551	CLDN3_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O15551	CLD3_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_comment	Adhesion_add	Claudins	nan
O15552	FFAR2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O15552	FFAR2_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF00001;
O43155	FLRT2_HUMAN	True	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43155	FLRT2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O43157	PLXB1_HUMAN	True	False	True	nan	False	True	nan	False	False	nan	To_add	nan	Migration	PF08337;PF01437;PF01403;PF01833;PF18020;PF17960;
O43157	PLXNB1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O43184	ADA12_HUMAN	True	False	True	nan	False	False	nan	False	False	nan	To_add	nan	disintegrin and metalloproteinase	nan
O43184	ADAM12_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O43193	MTLR_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF00001;
O43193	MLNR_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O43278	SPINT1_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43278	SPIT1_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43300	LRRTM2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O43300	LRRT2_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43320	FGF16_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43320	FGF16_HUMAN	False	False	True	Growthfactor	True	False	nan	False	False	nan	To_add	nan	nan	nan
O43323	DHH_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43323	DHH_HUMAN	True	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43493	TGOLN2_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43493	TGON2_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43506	ADA20_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43506	ADAM20_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43508	TNF12_HUMAN	True	False	True	Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF00229;
O43508	TNFSF12_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43555	GNRH2_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43555	GON2_HUMAN	False	False	True	Hormone	True	False	nan	False	False	nan	To_add	nan	nan	PF00446;
O43557	TNF14_HUMAN	True	False	True	Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF00229;
O43557	TNFSF14_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43561	LAT_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O43561	LAT_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43570	CAH12_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43570	CA12_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43603	GALR2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O43603	GALR2_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF00001;
O43612	HCRT_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43612	OREX_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add | To_comment	secreted_add | extracellular_add	Genecards: hypothalamic neuropeptide precursor protein	PF02072;
O43613	HCRTR1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O43613	OX1R_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF00001;
O43614	HCRTR2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O43614	OX2R_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	PF00001;PF03827;
O43699	SIGL6_HUMAN	True	False	True	nan	False	False	nan	False	True	Sialic acid-binding Ig-like	To_add	nan	Sialic acid-binding Ig-like	nan
O43699	SIGLEC6_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O43827	ANGL7_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43827	ANGPTL7_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43854	EDIL3_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43854	EDIL3_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43866	CD5L_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43866	CD5L_HUMAN	False	False	True	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O43914	TYOBP_HUMAN	False	True	False	nan	False	False	nan	False	False	nan	To_add	nan	complex	nan
O43914	TYROBP_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O43915	VEGFD_HUMAN	False	False	True	Growthfactor	True	False	nan	False	False	nan	To_add	nan	nan	PF00341;
O43915	VEGFD_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O43921	EFNA2_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O43921	EFNA2_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_comment	extracellular_add	ligandIUPHAR	PF00812;
O43927	CXL13_HUMAN	False	False	True	Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF00048;
O43927	CXCL13_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O60258	FGF17_HUMAN	False	False	True	Growthfactor	True	False	nan	False	False	nan	To_add	nan	nan	PF00167;
O60258	FGF17_HUMAN	False	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O60291	MGRN1_HUMAN	True	False	False	nan	False	False	nan	False	False	nan	To_add	nan	nan	nan
O60291	MGRN1_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O60353	FZD6_HUMAN	True	False	False	nan	False	True	nan	False	False	nan	To_comment	Extracellular_add	nan	PF01534;PF01392;
O60353	FZD6_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O60383	GDF9_HUMAN	False	False	True	Growthfactor | Cytokine	True	False	nan	False	False	nan	To_add	nan	nan	PF00019;
O60383	GDF9_HUMAN	False	False	False	nan	False	True	nan	False	False	nan	To_add	nan	nan	nan
O60462	NRP2_HUMAN	True	False	True	Growthfactor	False	True	nan	False	False	nan	To_add | To_comment	secretedhigh_add	High affinity receptor for semaphorins | Growthfactor (uniprot)	PF00431;PF11980;PF00754;PF00629;
