id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|DC	B|Ery	B|Gran	B|HSPC	B|Mono	B|NK	B|T	DC|B	DC|DC	DC|Ery	DC|Gran	DC|HSPC	DC|Mono	DC|NK	DC|T	Ery|B	Ery|DC	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|NK	Ery|T	Gran|B	Gran|DC	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|DC	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|DC	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|DC	NK|Ery	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|DC	T|Ery	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS04D87448A	GNAI2_TSHR	simple:P04899	simple:P16473	GNAI2	TSHR	False	False	False	user_curated	False	0.173	0.0	0.177	0.0	0.0	0.172	0.0	0.173	0.275	0.0	0.279	0.0	0.0	0.274	0.0	0.274	0.105	0.0	0.109	0.0	0.0	0.104	0.0	0.104	0.556	0.0	0.56	0.0	0.0	0.554	0.0	0.555	0.448	0.0	0.452	0.0	0.0	0.447	0.0	0.447	0.715	0.0	0.719	0.0	0.0	0.713	0.0	0.714	0.34	0.0	0.344	0.0	0.0	0.339	0.0	0.339	0.274	0.0	0.278	0.0	0.0	0.273	0.0	0.273
CPI-SS012FD886E	POMC_TSHR	simple:P01189	simple:P16473	POMC	TSHR	False	False	False	user_curated	False	0.021	0.0	0.025	0.0	0.0	0.02	0.0	0.02	0.05	0.0	0.054	0.0	0.0	0.048	0.0	0.049	0.064	0.0	0.068	0.0	0.0	0.062	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.094	0.0	0.0	0.089	0.0	0.09	0.005	0.0	0.009	0.0	0.0	0.004	0.0	0.005	0.039	0.0	0.043	0.0	0.0	0.038	0.0	0.038	0.013	0.0	0.017	0.0	0.0	0.011	0.0	0.012
CPI-SS010DF4808	AVP_TSHR	simple:P01185	simple:P16473	AVP	TSHR	False	False	False	user_curated	False	0.007	0.0	0.011	0.0	0.0	0.005	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.0	0.118	0.0	0.0	0.113	0.0	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.009	0.0	0.0	0.004	0.0	0.005
CPI-SS0FB2E9FF3	RLN2_TSHR	simple:P04090	simple:P16473	RLN2	TSHR	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	0.0	0.072	0.0	0.0	0.067	0.0	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.014	0.0	0.0	0.009	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.009	0.0	0.0	0.004	0.0	0.004
CPI-SS0C6FEEA14	SCT_TSHR	simple:P09683	simple:P16473	SCT	TSHR	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.01	0.0	0.0	0.004	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.009	0.0	0.0	0.003	0.0	0.004
CPI-SS0E2696443	FN1_TSHR	simple:P02751	simple:P16473	FN1	TSHR	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.031	0.0	0.0	0.026	0.0	0.027	0.006	0.0	0.01	0.0	0.0	0.004	0.0	0.005	0.132	0.0	0.136	0.0	0.0	0.131	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.013	0.0	0.0	0.007	0.0	0.008
CPI-SS032869B21	POMC_VIPR1	simple:P01189	simple:P32241	POMC	VIPR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.019	0.03	0.0	0.019	0.0	0.0	0.0	0.0	0.047	0.058	0.0	0.048	0.0	0.0	0.0	0.0	0.062	0.073	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.099	0.0	0.089	0.0	0.0	0.0	0.0	0.003	0.014	0.0	0.004	0.0	0.0	0.0	0.0	0.037	0.048	0.0	0.038	0.0	0.0	0.0	0.0	0.011	0.022	0.0	0.011
CPI-SS00D55E7F1	AVP_VIPR1	simple:P01185	simple:P32241	AVP	VIPR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.005	0.016	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112	0.123	0.0	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.014	0.0	0.004
CPI-SS07D7A06C1	RLN2_VIPR1	simple:P04090	simple:P32241	RLN2	VIPR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.077	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.019	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.014	0.0	0.004
CPI-SS0EC70F078	SCT_VIPR1	simple:P09683	simple:P32241	SCT	VIPR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.014	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.013	0.0	0.003
CPI-SS09F6EBE93	CALM1_VIPR1	simple:P0DP23	simple:P32241	CALM1	VIPR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.899	0.91	0.0	0.9	0.0	0.0	0.0	0.0	0.788	0.799	0.0	0.788	0.0	0.0	0.0	0.0	0.295	0.306	0.0	0.295	0.0	0.0	0.0	0.0	0.694	0.705	0.0	0.695	0.0	0.0	0.0	0.0	0.402	0.413	0.0	0.402	0.0	0.0	0.0	0.0	0.669	0.68	0.0	0.67	0.0	0.0	0.0	0.0	1.186	1.197	0.0	1.186	0.0	0.0	0.0	0.0	1.138	1.149	0.0	1.139
CPI-SS09EF65834	PTMA_VIPR1	simple:P06454	simple:P32241	PTMA	VIPR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	2.064	2.075	0.0	2.065	0.0	0.0	0.0	0.0	1.932	1.943	0.0	1.932	0.0	0.0	0.0	0.0	1.183	1.193	0.0	1.183	0.0	0.0	0.0	0.0	2.011	2.022	0.0	2.012	0.0	0.0	0.0	0.0	1.996	2.007	0.0	1.996	0.0	0.0	0.0	0.0	1.705	1.716	0.0	1.706	0.0	0.0	0.0	0.0	1.909	1.92	0.0	1.91	0.0	0.0	0.0	0.0	1.854	1.865	0.0	1.855
CPI-SS03F2D0912	POMC_GPR84	simple:P01189	simple:Q9NQS5	POMC	GPR84	False	False	False	user_curated	False	0.02	0.0	0.0	0.0	0.0	0.034	0.03	0.019	0.049	0.0	0.0	0.0	0.0	0.062	0.059	0.048	0.063	0.0	0.0	0.0	0.0	0.076	0.073	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.103	0.099	0.088	0.004	0.0	0.0	0.0	0.0	0.018	0.014	0.003	0.038	0.0	0.0	0.0	0.0	0.052	0.048	0.037	0.012	0.0	0.0	0.0	0.0	0.026	0.022	0.011
CPI-SS0921F19C4	AVP_GPR84	simple:P01185	simple:Q9NQS5	AVP	GPR84	False	False	False	user_curated	False	0.006	0.0	0.0	0.0	0.0	0.019	0.016	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113	0.0	0.0	0.0	0.0	0.127	0.123	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.018	0.014	0.003
CPI-SS0527B9DF1	RLN2_GPR84	simple:P04090	simple:Q9NQS5	RLN2	GPR84	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0	0.0	0.0	0.081	0.077	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.023	0.019	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.018	0.014	0.003
CPI-SS06B1428D4	SCT_GPR84	simple:P09683	simple:Q9NQS5	SCT	GPR84	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.018	0.015	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.017	0.014	0.003
CPI-SS07297A3AD	ADM_GPR84	simple:P35318	simple:Q9NQS5	ADM	GPR84	False	False	False	user_curated	False	0.018	0.0	0.0	0.0	0.0	0.032	0.028	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.067	0.063	0.052	0.016	0.0	0.0	0.0	0.0	0.03	0.026	0.015	0.011	0.0	0.0	0.0	0.0	0.025	0.021	0.01	0.095	0.0	0.0	0.0	0.0	0.109	0.105	0.094	0.016	0.0	0.0	0.0	0.0	0.03	0.026	0.016	0.017	0.0	0.0	0.0	0.0	0.03	0.027	0.016
CPI-SS055FC8123	INSL3_GPR84	simple:P51460	simple:Q9NQS5	INSL3	GPR84	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.018	0.014	0.003	0.005	0.0	0.0	0.0	0.0	0.019	0.015	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.018	0.015	0.004
CPI-SS0422FB94A	GNAI2_ADRA2A	simple:P04899	simple:P08913	GNAI2	ADRA2A	False	False	False	user_curated	False	0.171	0.0	0.0	0.0	0.174	0.172	0.0	0.17	0.272	0.0	0.0	0.0	0.276	0.273	0.0	0.272	0.103	0.0	0.0	0.0	0.106	0.104	0.0	0.102	0.553	0.0	0.0	0.0	0.556	0.554	0.0	0.553	0.445	0.0	0.0	0.0	0.449	0.446	0.0	0.445	0.712	0.0	0.0	0.0	0.715	0.713	0.0	0.712	0.337	0.0	0.0	0.0	0.341	0.338	0.0	0.337	0.271	0.0	0.0	0.0	0.275	0.272	0.0	0.271
CPI-SS096DDDCBC	POMC_ADRA2A	simple:P01189	simple:P08913	POMC	ADRA2A	False	False	False	user_curated	False	0.018	0.0	0.0	0.0	0.022	0.019	0.0	0.018	0.047	0.0	0.0	0.0	0.05	0.048	0.0	0.047	0.061	0.0	0.0	0.0	0.064	0.062	0.0	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.0	0.0	0.091	0.089	0.0	0.087	0.003	0.0	0.0	0.0	0.006	0.004	0.0	0.002	0.037	0.0	0.0	0.0	0.04	0.038	0.0	0.036	0.01	0.0	0.0	0.0	0.014	0.011	0.0	0.01
CPI-SS094013D10	CXCL10_ADRA2A	simple:P02778	simple:P08913	CXCL10	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.003	0.0	0.002
CPI-SS0BCB0DBB3	APP_ADRA2A	simple:P05067	simple:P08913	APP	ADRA2A	False	False	False	user_curated	False	0.043	0.0	0.0	0.0	0.047	0.044	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.007	0.005	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.029	0.027	0.0	0.026	0.018	0.0	0.0	0.0	0.022	0.019	0.0	0.018	0.029	0.0	0.0	0.0	0.032	0.03	0.0	0.028	0.033	0.0	0.0	0.0	0.036	0.034	0.0	0.033
CPI-SS09A4BB81D	C3_ADRA2A	simple:P01024	simple:P08913	C3	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.131	0.129	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.006	0.004	0.0	0.002
CPI-SS080900D13	PF4_ADRA2A	simple:P02776	simple:P08913	PF4	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.053	0.05	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.007	0.004	0.0	0.003	0.003	0.0	0.0	0.0	0.006	0.004	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E176DAD6	CORT_ADRA2A	simple:O00230	simple:P08913	CORT	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.018	0.016	0.0	0.015	0.005	0.0	0.0	0.0	0.009	0.006	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.007	0.004	0.0	0.003
CPI-SS0206FC5C4	C5_ADRA2A	simple:P01031	simple:P08913	C5	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.032	0.03	0.0	0.029	0.013	0.0	0.0	0.0	0.017	0.014	0.0	0.013	0.003	0.0	0.0	0.0	0.007	0.004	0.0	0.003	0.006	0.0	0.0	0.0	0.01	0.007	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.006	0.003	0.0	0.002
CPI-SS0B39D5003	PPBP_ADRA2A	simple:P02775	simple:P08913	PPBP	ADRA2A	False	False	False	user_curated	False	0.006	0.0	0.0	0.0	0.009	0.007	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.0	0.069	0.067	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.019	0.017	0.0	0.016	0.007	0.0	0.0	0.0	0.01	0.008	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.006	0.004	0.0	0.003
CPI-SS0833E9829	ANXA1_ADRA2A	simple:P04083	simple:P08913	ANXA1	ADRA2A	False	False	False	user_curated	False	0.335	0.0	0.0	0.0	0.338	0.336	0.0	0.334	0.71	0.0	0.0	0.0	0.714	0.711	0.0	0.71	0.154	0.0	0.0	0.0	0.157	0.155	0.0	0.153	1.027	0.0	0.0	0.0	1.03	1.028	0.0	1.026	0.889	0.0	0.0	0.0	0.892	0.89	0.0	0.888	1.211	0.0	0.0	0.0	1.214	1.212	0.0	1.21	0.792	0.0	0.0	0.0	0.795	0.793	0.0	0.791	0.701	0.0	0.0	0.0	0.705	0.702	0.0	0.701
